Country,L1Name,number_of_urban_patches,patch_density,area_weigthed_mean_shape_index,area_weigthed_mean_nearest_neighbor,effective_mesh_size,area_weighted_mean_patch_size,Circuity_average,intersection_density,street_density,street_length_average,streets_per_node_average,urb_perfil,stt_perfil,area,population_density,CentLatitude,CentLongitude
Argentina,Rosario,366,1.2313,8.1864,60.6046,8589.2969,13259.594,1.01609219196643,7.3987503080358605,1356.82475715767,103.385175278568,3.38355059803789,6,1,2865.21359924466,5712.177814,-32.9442426,-60.65053880000001
Mexico,Tijuana,392,1.2531,7.6492,61.1666,4479.5622,7180.0949,1.06107944435969,8.60147934646324,1548.32123440819,102.076769467326,2.84215126260261,6,5,3001.3441828021096,7218.399235,32.5149469,-117.0382471
Brasil,Sorocaba,394,2.383,12.6611,60.6707,4527.1716,7866.816,1.04279985888892,9.086062496474499,1542.37689102983,99.1812543103445,2.92831012130158,6,5,1462.01943968075,6235.56071,-23.4557103,-47.4882762
Brasil,Joao Pessoa,399,1.7936,7.9266,60.637,4670.3629,7727.2095,1.02665187899069,10.1656969347877,1616.98099059925,95.9805310942429,3.09982363315696,6,3,1822.10822522289,7371.738526,-7.119495799999999,-34.8450118
Mexico,Juarez,417,1.2173,8.1898,60.3498,12350.6883,17955.3184,1.04180872407992,10.0680147080456,1625.56243545845,92.4969139474689,3.12976118913601,3,3,3253.9682300841,5293.625128,31.6903638,-106.4245478
Argentina,Mendoza,456,1.4935,9.395,61.3404,8639.6698,14223.2745,1.02845645141442,6.25338825993308,1132.25536412169,104.942742116195,3.06350350927795,6,1,2944.96347172229,4846.119728,-32.8894587,-68.8458386
Brasil,Cuiaba,458,1.6444,9.1544,60.9545,4996.602,8652.3405,1.0398522002472,9.0819977606441,1544.17241763387,100.222566884265,3.08192760871408,6,5,2346.40005003576,4743.122017,-15.6014109,-56.0978917
Brasil,Manaus,464,1.4714,6.4529,60.3504,14970.8512,20873.5357,1.04873710253466,9.02971136782605,1511.31927314637,97.7330627410457,2.86132439349699,3,5,2565.41976330934,7789.511884,-3.1190275,-60.0217314
El Salvador,San Salvador,488,2.322,8.2925,60.2767,4874.9292,7925.3786,1.06835946324078,8.28204630502972,1358.82449686764,91.7944036619621,2.58838157763851,6,2,1756.20848571768,12276.18595,13.6929403,-89.2181911
Argentina,Cordoba,523,1.3933,10.0482,61.5329,13325.4181,20415.9092,1.02760866610896,7.9028574410795995,1369.39675397142,99.3280434738319,3.24424130420434,3,5,3560.48431972677,5718.231295,-31.42008329999999,-64.1887761
Brasil,Belem,543,1.8452,9.4244,60.355,11080.5857,16924.4353,1.03366411718446,8.15671785572478,1397.5844173484,99.9103825806259,2.87925843083276,3,5,2391.77085012295,9446.843012,-1.4557292,-48.4901785
Guatemala,Guatemala City,548,1.5957,9.381,61.5595,6145.8195,10549.9092,1.07386310646381,10.8735111104386,1601.57567719423,84.7560607524711,2.7490105125167,6,6,2880.67025286154,12409.61756,14.6349149,-90.5068824
Brasil,Sao Luis,563,2.1,11.5299,60.5337,6543.341,11623.0985,1.0325095650382,9.54055975759258,1534.68387286591,95.8463185724102,2.97596767333049,6,5,2180.37521157449,6932.272556,-2.5391099,-44.28290459999999
Brasil,Jundiai,568,2.8389,10.2105,61.2062,2860.0624,5369.2921,1.06896635294463,5.995193212666701,1107.41408539064,110.502118784998,2.80409287682014,6,2,1764.07992617401,4739.814529,-23.1857076,-46.8978057
Mexico,Guadalajara,570,0.7442,10.3529,61.1995,28583.7652,42830.2526,1.0425252010462,10.5312338547946,1613.01880121271,88.0525167907841,3.00321428129906,3,6,6633.8855411697705,7866.468696,20.6596988,-103.3496092
Chile,Santiago,573,0.6552,8.4492,60.7183,41027.9105,57316.7458,1.04217949043644,11.8159923655975,1594.77412951702,79.6551244855552,2.95247509231519,3,6,8483.24854134508,9629.563032,-33.4488897,-70.6692655
Brasil,Salvador,636,1.9969,10.2384,60.7527,4744.0056,8627.455,1.08765579748035,8.72488483287124,1459.04756413472,97.7638407253985,2.62296279085205,6,2,2652.8716932511,16654.53508,-12.977749,-38.5016301
Mexico,Monterrey,654,0.7596,9.5315,61.2856,26438.4077,40706.8323,1.05954344175786,10.9735712905459,1694.31287358912,92.4349039294842,3.02517728605705,3,6,7742.96696584111,6706.658018,25.6866142,-100.3161126
Mexico,Puebla de Zaragoza,654,1.174,11.0582,60.7054,15085.0587,23950.6718,1.03374686520205,6.41863354750255,1282.98459712807,113.258217752659,2.88129563255011,3,1,4779.6777574156695,6095.635079,19.0414398,-98.2062727
Mexico,Toluca,673,1.8506,12.0425,60.6011,12090.9584,18969.2009,1.04653738386051,5.77824353545441,1211.3937971813,119.789046123185,2.7755539984234,3,2,3125.86340280992,5587.915903,19.2826098,-99.6556653
Brasil,Belo Horizonte,752,1.0888,8.0333,60.505,20533.5197,30554.5503,1.04200571352381,8.85913514935213,1576.67522400406,105.039744130931,3.03547577883996,3,5,5959.38532485994,8401.367765,-19.9166813,-43.9344931
Brasil,Recife,849,1.704,9.7008,60.3455,13222.4,20654.3265,1.04352887275703,9.142997155195639,1446.28361330203,93.3577356935324,2.87046092547315,3,5,4087.82802461675,10371.45778,-8.0522404,-34.9286096
Brasil,Fortaleza,899,1.5046,9.4863,60.5741,14710.9289,24323.2777,1.02795173549033,9.49341242384183,1534.23832504953,94.2765629542559,3.04826020889034,3,5,4861.37101597903,8616.143527,-3.7327144,-38.5269981
Costa Rica,San Jose,915,1.9595,14.6136,61.0583,12070.2451,20783.6675,1.07964244351038,6.4094284904769605,1165.99621944943,102.714955997436,2.57397861498129,3,2,3849.79722242969,6889.623368,9.9280694,-84.0907246
Brasil,Goiania,988,1.6808,10.2823,62.2246,12113.0309,20233.3965,1.03277995916239,9.90197599174477,1692.09325632426,102.542702739209,3.22064286552223,3,3,4980.01611406765,5169.090044,-16.6868982,-49.2648114
Brasil,Brasilia,1035,2.1577,7.1069,60.8648,3258.1633,5765.5712,1.06700428339034,8.84359300349193,1394.43057468595,95.9783094436508,2.73104072818464,3,5,4048.01532429914,6192.915443,-15.826691,-47.92182039999999
Brasil,Curitiba,1073,1.4822,7.7801,61.1536,18419.6142,28101.1978,1.03344070087496,6.71653574439702,1259.43569693301,105.096091905911,2.89907710628163,3,1,6499.18375502054,5323.500765,-25.4808762,-49.3044253
Brasil,Porto Alegre,1370,1.5603,11.3993,60.6394,14264.3874,22899.444,1.03372979838279,6.7248551959160805,1191.8180957329,102.485092388459,2.91765495978143,3,1,8206.42205552832,6063.654901,-30.0346471,-51.2176584
Brasil,Rio de Janeiro,1395,1.1309,11.0857,60.5213,31228.5659,46352.9657,1.04520384425907,8.323533791745241,1461.5904689091,103.097166249552,2.82376722312367,3,5,10851.1603676762,10720.32008,-22.9068467,-43.1728965
Brasil,Campinas,1453,1.9001,7.9871,60.9236,3225.0125,5825.1778,1.04126004513703,7.86805243177443,1382.27426206789,104.312102794724,3.02413040905017,3,5,6728.98413668296,4990.026364,-22.9329252,-47.073845
Mexico,Mexico City,1608,0.6352,13.076,60.7238,87945.4285,134924.6385,1.04131534200256,8.41713977461154,1446.84575070086,98.7231274280145,2.89632108542056,3,5,21786.4981348088,11251.03522,19.4326077,-99.133208
Brasil,Sao Paulo,2342,0.9563,11.9968,60.7869,91910.5028,131858.8829,1.0576991896128,8.753989426376789,1488.24030707851,101.583347316218,2.892272089506,3,5,21664.0654635212,11086.34776,-23.5505199,-46.63330939999999
Argentina,Buenos Aires,3061,1.1633,16.5569,60.5202,107390.7152,158315.5829,1.01393626079152,6.934086741381551,1324.49784562783,106.134736714288,3.38216297133764,3,1,25868.871661138204,7609.419024,-34.6036844,-58.3815591
