Country,L1Name,L2Name,number_of_urban_patches,patch_density,area_weigthed_mean_shape_index,area_weigthed_mean_nearest_neighbor,effective_mesh_size,area_weighted_mean_patch_size,Circuity_average,intersection_density,street_density,street_length_average,streets_per_node_average,urb_perfil,stt_perfil,area,population_density,CentLatitude,CentLongitude
Mexico,Monterrey,Gral. Escobedo,160,1.0744,3.6302,62.6822,521.0537,1307.0183,1.06178286410647,60.2547394578188,9830.66226475533,98.4042725893308,2.94875577849906,2,1,149.548402019199,6027.530168,25.8219686477381,-100.355567767972
Brasil,Porto Alegre,SAPIRANGA,139,1.0051,5.2391,62.3693,190.0979,1498.3834,1.08669610538075,14.1651754504757,3281.47181688529,136.727414484968,2.97951914514692,2,4,138.791080059228,4403.919155,-29.6142522377773,-50.9957948890786
Costa Rica,San Jose,SAN ISIDRO,97,3.6635,4.1137,69.928,6.9967,58.0149,1.08126189350693,11.5606769984448,3603.05294796118,178.094016389518,2.41830065359477,4,4,26.6420383547981,6455.27997,10.0278419042911,-84.0402606554968
Brasil,Campinas,SANTA B,154,0.5687,5.6783,69.9016,293.113,2488.6644,1.04105997505237,15.01966974256,3108.36739476144,121.502846753531,3.13571428571428,2,4,272.176423987283,5811.760796,-22.8006041011148,-47.4281104255858
Mexico,Veracruz,Veracruz,270,1.093,4.6303,72.1084,1370.0711,4273.5102,1.04143121382663,43.7602385360649,7297.58593984477,94.7788104845878,3.1431383807727,2,1,248.467566990957,6965.345253,19.1858263437648,-96.2216682442652
Mexico,Oaxaca de Juarez,Santa Marsa Atzompa,29,0.9274,2.9554,85.4857,80.5817,416.7126,1.06340136717372,15.0281412165466,2724.07650201465,110.63014225298,2.93223443223443,4,4,31.4742850219698,4619.900448,17.0882029161603,-96.7864466021255
Brasil,Campinas,VINHEDO,199,2.4391,5.0237,63.794,224.8178,815.2726,1.09955213754139,26.2850277962437,5405.59574862012,124.910454064397,2.83809523809523,4,1,81.9858368309565,2911.299571,-23.04669403629,-46.9792181421526
Brasil,Rio de Janeiro,MAG2,717,1.8459,3.6543,63.0647,87.1185,786.7884,1.07007603176462,10.7598347705577,2834.70184103438,152.683748108783,2.72466216216216,2,4,390.340566519896,5313.323242,-22.6135927205462,-43.1131356878854
Brasil,Jequie,JEQUI0,154,0.0477,5.0882,102.7569,8.2042,1264.4038,1.06097580306119,1.26194105280565,272.187629318177,128.255517171988,3.04034391534391,1,6,3246.58587728102,7643.569464,-13.8782827081116,-40.1481304197979
Brasil,Sao Paulo,FERRAZ DE VASCONCELOS,46,1.5562,2.6767,61.3749,793.9958,1448.8141,1.05339000834373,54.0716812235735,9585.67723180451,107.153636605811,2.7453069507864,2,1,29.7013143231032,10698.18694,-23.5610607955432,-46.3739391948954
Peru,Chimbote,COISHCO,4,0.4964,3.0332,60.308,6.6604,72.5512,1.05069457563277,27.6613525452352,3485.9313919861,73.0796091650204,3.01149425287356,5,1,8.13409248994792,20969.18086,-9.02746064716938,-78.61788721935
El Salvador,San Salvador,TONACATEPEQUE,64,0.9429,2.3336,69.4707,11.1276,162.4849,1.0799854255665,7.77760003473599,1835.27242608736,134.01019655239,2.64722222222222,5,2,68.2729887919756,23926.85813,13.7830247419792,-89.1188374638179
Brasil,Barbacena,BARBACENA,285,0.3756,5.793,95.8811,25.2711,1066.8204,1.12779799288227,3.32914576033182,996.195473941677,177.293162554849,2.76833976833976,1,2,762.958483303787,7218.995159,-21.2515140278881,-43.8006259966343
Brasil,Curitiba,S1O JOS,967,1.0221,3.9973,77.3072,93.5323,1488.9905,1.08177369855129,5.32921185879867,1862.24705128768,196.592302504143,2.90165515024907,1,2,950.421963735134,4566.962656,-25.6643631574781,-49.0949455999773
Argentina,Buenos Aires,Presidente Perón,112,0.9279,3.3222,73.2421,46.297,485.5552,1.0115813977931,15.8733267254049,3817.33630986357,135.168605837936,3.36847195357833,4,4,120.957631201976,7052.822745,-34.9310322215796,-58.3984101864639
Brasil,Dourados,DOURADOS,447,0.1094,5.0918,95.3594,36.8606,3176.3712,1.03524234896038,1.55578817400252,399.700286166831,141.222989117556,3.38872706087969,1,6,4105.95742193218,4197.725384,-22.1451794718014,-54.837997042492
Brasil,Belo Horizonte,BETIM,435,1.2688,5.3916,65.3383,699.4723,3766.7977,1.07271882150912,23.3562149877969,5214.54767159598,132.095943783846,2.92295362256892,2,1,344.619194685671,6101.482738,-19.9476735742564,-44.199267165384
Brasil,Sao Paulo,ARUJ9,198,2.0602,4.5227,70.8891,87.5906,514.0955,1.10635803620517,18.3413309103149,4443.75800578886,145.30302919974,2.77467411545623,4,4,96.5578784145923,4710.221929,-23.3859681620207,-46.3190872781655
Brasil,Campinas,INDAIATUBA,463,1.4841,5.0431,66.606,226.4442,1612.7922,1.05184524513817,15.0747620408489,3480.90505265121,133.277732477764,3.02845002771106,2,4,313.50411948087,4739.349693,-23.1061738395074,-47.2025618209507
Brasil,Belo Horizonte,SANTA LUZIA,245,1.0412,4.2997,78.2561,91.8097,773.242,1.09158440041176,14.5634527428136,3254.69425665337,134.621670809898,2.94213612031608,4,4,236.551047394988,7463.017248,-19.7447742506746,-43.8365143022737
Brasil,Campinas,SALTO,236,1.7726,5.7797,67.4285,146.2946,896.8896,1.06186102634025,20.2354843477054,4494.95304137958,128.478011350605,2.95418641390205,2,4,133.824323325725,5002.854906,-23.1807786263995,-47.3027654975248
El Salvador,San Salvador,SAN MARTIN,49,0.8757,4.9119,62.5359,63.122,536.1061,1.08525053925247,14.5095863681797,2765.31637285771,105.208331744422,2.45110928512736,4,4,56.3076010072706,12881.60291,13.7352387878581,-89.0619767795344
Colombia,Medellin,GIRARDOTA,70,0.8851,2.9291,111.2717,1.7601,64.525,1.36321983880393,3.85433123218503,1878.94542444448,286.155315949267,2.49650349650349,5,3,79.6506531240598,22354.79535,6.38137029339881,-75.4481081711147
Mexico,Tlaxcala,Tlaxcala,88,1.6891,6.0502,62.8578,505.938,1373.7383,1.04817815290141,40.7024484106716,7623.61565449048,107.656525610745,2.65913104909925,2,1,52.4047098709854,4665.165658,19.3095303108492,-98.2366625343979
Brasil,Campinas,LOUVEIRA,161,2.9223,4.1004,73.9592,21.8553,145.3128,1.10090301087845,14.7679949919823,3559.30429358464,142.449456188428,2.61416589002795,4,4,55.3900512861831,4613.277337,-23.0841726893238,-46.9371945929988
Brasil,Teixeira de Freitas,TEIXEIRA DE FREITAS,138,0.1186,5.1395,80.0008,31.6895,1714.549,1.03867870760282,3.61032646678757,621.558538161618,98.9365532592285,3.24195680916703,1,6,1170.25428001234,6777.661528,-17.4240219506612,-39.7870128959695
Brasil,Governador Valadares,GOVERNADOR VALADARES,215,0.0918,4.9526,103.5837,29.9118,1879.8551,1.09486345355728,2.34920297100222,529.31490526981,133.553258275342,3.04878048780487,1,6,2354.84122414502,7271.946424,-18.7834260982918,-41.9635602353986
Guatemala,Guatemala City,Amatitlán,112,1.1111,5.7994,70.4092,78.8443,768.8387,1.12723286626633,14.9405153447244,3133.71590121307,122.1572019773,2.75858425779186,4,4,101.469056790956,10922.64333,14.4526032647785,-90.6118791076757
Brasil,Ipatinga,TIM8TEO,101,0.6999,3.8645,65.9251,29.3165,339.5598,1.08570975601253,11.5133175904221,2250.86954785992,114.746335166828,2.81827160493827,4,4,145.136272570999,6699.332242,-19.5580070804124,-42.602630039995
Chile,Concepcion,PENCO,40,0.3725,3.978,72.343,15.0791,329.4547,1.10997286442233,7.94503827508544,1781.33310386068,130.494877485468,2.65641952983725,4,2,107.614333675542,10221.36768,-36.7478584823994,-72.9433937069996
Colombia,Apartado,APARTADÓ,43,0.0783,3.1915,116.3447,3.4739,367.7901,1.07738508826265,3.24161339195862,469.063395936602,84.0998936830866,2.96729196729196,5,6,553.119630011352,29554.90015,7.89598027398467,-76.5658154973936
Brasil,Sao Paulo,ITAPECERICA DA SERRA,298,1.976,3.6629,74.034,22.0091,184.4996,1.11526151048382,11.7777819682264,3269.48372419373,167.402592240649,2.62909567496723,4,4,151.556549850853,8734.970901,-23.7372475817556,-46.8588770887596
Mexico,Puebla de Zaragoza,San Andrss Cholula,105,1.7904,6.8392,61.7548,1174.4864,2396.114,1.06743306204463,34.745634576202,7346.28202421386,124.310131272045,2.69550304878048,2,1,58.9714369874654,3458.150699,19.0236168868369,-98.2932434011752
Brasil,Brasilia,VALPARA,88,1.4331,4.2357,61.6238,554.2582,1568.2376,1.05889518312405,46.1134021952525,9327.82980653862,117.474328642726,2.76659167604049,2,1,61.7607867652239,6282.058371,-16.0842647969913,-47.9883705687496
Mexico,Guadalajara,Tlajomulco de Zueiga,648,0.9077,4.2739,73.2626,61.2685,552.9042,1.07518870827855,16.8057189522619,2994.95450772032,104.43742953621,2.73087874975167,1,4,717.612857519363,5273.672781,20.4841861885325,-103.425944986758
Brasil,Bauru,BAURU,261,0.3911,5.505,66.8714,309.6988,3146.5811,1.03496508918384,15.1797559937622,2869.53142811289,107.586344781821,3.278663003663,2,4,670.893524519424,5392.01849,-22.2539919008981,-49.1261346401877
Mexico,Tampico,Ciudad Madero,69,1.4254,4.4359,61.4123,1806.5444,2848.1828,1.02026444000596,55.2396465833204,10085.0362729859,100.480128626555,3.32525252525252,2,5,48.6607023443853,6399.538828,22.2795139978365,-97.8283930834353
Brasil,Londrina,CAMB7,160,0.3234,4.1185,86.7417,30.195,849.032,1.05111050768236,5.40051998571695,1343.35164093576,145.128199811057,2.96967762527928,1,2,497.174347488976,5648.034468,-23.1796602822213,-51.2843586660779
Peru,Puno,PUNO,31,0.0674,4.3632,70.5335,18.4704,773.8499,1.08179842090991,3.42766235117729,733.254684697826,123.195844538115,3.06243093922651,1,6,462.70601871134,12261.67373,-15.9050032050073,-70.0636770259031
Mexico,Mexico City,Teotihuactn,114,1.3702,3.7109,85.7911,20.4852,171.4274,1.09807631297644,3.93407072947169,1329.27003840991,208.956227000898,2.82506527415143,4,2,83.6283896817944,5270.309687,19.686319332527,-98.8706614549405
Argentina,Buenos Aires,Luján,576,0.7385,4.315,81.878,25.0837,743.244,1.05017913753316,5.44904370111019,1794.65688931206,190.882966328369,3.07446808510638,1,2,781.972073215684,4060.347742,-34.5703888440395,-59.1575367873791
Brasil,Brasilia,BRAS1LIA,3246,0.5617,6.2266,74.2746,350.8819,4907.1863,1.06793023919214,10.8432689960587,2162.24053988333,121.388327103256,2.7687804747361,3,4,5813.19157745797,6296.646369,-15.7806923846889,-47.7973607131282
Brasil,Rio de Janeiro,ITABORA,540,1.255,5.3705,65.3316,172.2178,1428.1096,1.05686726907056,13.8434398751631,3780.74971642113,159.184280334016,2.93823990871487,2,4,432.406977888468,4223.474884,-22.7496910426134,-42.8546318817923
Chile,Concepcion,LOTA,20,0.1744,3.5258,66.6395,10.5821,311.7906,1.12679307469424,8.19486606679178,1607.7446286495,115.506421020492,2.69630872483221,5,2,114.95001776994,12627.454,-37.1195331523539,-73.1050008614784
Brasil,Fortaleza,EUS4BIO,255,3.2276,6.357,62.0939,118.2464,432.601,1.07018086396349,29.3843209109513,6765.66717555464,136.709468211273,2.85760634462869,4,1,79.5322106330868,2161.190989,-3.87557774034202,-38.4575635666211
Brasil,Marilia,MAR9LIA,154,0.1317,7.1717,72.6046,110.5004,3104.4375,1.06886873427463,6.06178821247578,1444.32761905818,139.726147544949,3.1036110756667,2,2,1175.89063658308,5360.21885,-22.1782952680498,-49.9830253957449
Mexico,San Juan del Rio,San Juan del Rio,490,0.636,4.6549,76.8687,116.642,1445.6218,1.08904502897168,4.38416054941012,1162.80193341782,156.094830288947,2.89874055415617,1,2,774.834762941575,3896.36879,20.3689115337109,-100.000379914763
Mexico,Puebla de Zaragoza,San Mart n Texmelucan,130,1.4516,6.1852,65.6125,248.8152,958.1147,1.03336675117591,16.5483229479913,4501.45523424095,157.584773547277,2.89787946428571,2,4,90.0393353866021,6051.389211,19.2689564211957,-98.4285129889393
Mexico,Zacatecas,Zacatecas,185,0.4192,5.1878,102.1029,40.2818,919.5409,1.0695596528258,6.80818875469971,1298.7815048121,114.15058612238,2.92358708189158,1,2,443.583471142054,7161.723854,22.7357345678949,-102.678078587074
Mexico,Tula de Allende,Atitalaquia,89,1.4255,3.9247,66.4323,66.2106,280.4048,1.0883654274103,3.61626186862146,1222.23769510454,191.327451299646,2.71428571428571,4,2,62.772002760556,1951.024284,20.0547456369165,-99.2213749180608
Brasil,Porto Alegre,IVOTI,77,1.2194,4.6667,72.2943,51.8975,467.1237,1.05065506098594,11.7091434338619,2856.92341179225,139.584566189745,2.89328932893289,4,4,63.3692809547618,2918.965149,-29.5806403484188,-51.1570776383874
Mexico,Queretaro,El Marqu s,471,0.6302,3.1582,130.2455,10.864,205.5749,1.09454928106998,3.86737941847664,1126.31881636164,171.252699757217,2.65258090398502,1,2,751.413214363298,2934.278184,20.720228286345,-100.278617513604
Peru,Arequipa,YURA,40,0.0209,2.7735,266.0513,0.0669,55.3581,1.23681168255559,0.106768978543049,98.2962457891252,508.452318384348,2.65034965034965,5,3,1929.39937059471,8274.240856,-16.1309440272232,-71.6063382805753
Mexico,Mexico City,Chicoloapan,36,0.8548,3.7208,61.1257,374.9168,1216.9127,1.06216628347346,55.4222739425175,7769.19418908428,78.7662646560123,2.52710843373493,2,1,42.3475948033861,13486.0851,19.4054171660697,-98.8781075843314
Argentina,Buenos Aires,San Vicente,241,0.3664,3.9565,92.4773,5.7974,325.5374,1.02277200733078,4.70954867035017,1439.84872727246,171.197583989574,3.2939787485242,1,2,659.298845247761,5080.462714,-35.0719101845345,-58.4323572323463
Brasil,Santos,PRAIA GRANDE,64,0.4353,5.0721,62.4414,930.2879,3635.3075,1.0173687197203,34.5906872171994,6120.48116014849,102.851112878016,3.22008781558726,2,1,147.72762298458,7170.917479,-24.0150608776173,-46.5229249193446
Brasil,Toledo,TOLEDO,402,0.336,4.8396,98.7568,27.4107,1198.7773,1.08291487418862,4.96900416267942,2027.77307738601,230.207384292979,2.9980251093243,1,2,1202.25296747963,4479.752623,-24.7048689229977,-53.777547698663
Brasil,Porto Alegre,DOIS IRMDOS,117,1.7957,5.4079,65.9916,68.5809,554.3128,1.04634629940905,11.5171133531951,2642.26120017281,131.271725288788,2.70264765784114,4,4,65.380966298391,3524.245469,-29.5989297470298,-51.0904810457899
Mexico,Mexico City,Teoloyucan,100,3.2208,4.9915,65.0781,147.9565,526.0982,1.0411097024153,9.48423482990883,2889.0649744666,184.013904960779,2.5929648241206,4,4,31.2096869498163,7198.51577,19.7622073991294,-99.1681847919203
Brasil,Rio das Ostras,CASIMIRO DE ABREU,83,0.1802,2.9739,83.4532,3.429,226.7851,1.12425091557991,3.09092066191467,1037.60513654568,197.686774524742,2.79818594104308,5,2,462.968855083314,5103.556245,-22.4821997557494,-42.1442166925567
Brasil,Natal,S4O GON,222,0.8912,2.4254,104.3661,5.7293,132.1629,1.04384722768907,10.7948315895527,2478.4918665938,140.078168195114,2.88849385908209,5,4,250.768154884401,8366.394399,-5.78763341703121,-35.365134504449
Brasil,Sertaozinho,SERT7OZINHO,168,0.4173,4.6987,69.322,81.4329,1464.4899,1.03747728829207,8.89389967540657,2008.31299561072,131.724335598967,3.20736132711249,1,2,404.884261282763,5062.487717,-21.122988665936,-48.0089196708783
Brasil,Ribeirao Preto,RIBEIR2O PRETO,438,0.6731,6.2338,63.9203,1150.2207,6570.1414,1.04164921310346,25.9510154058898,4764.43096390581,106.468400071447,3.03267295923659,3,1,654.194055009765,5465.241515,-21.2108498000416,-47.8213074808284
Argentina,Mendoza,Luján de Cuyo,741,0.1545,4.4506,109.2873,14.2219,1411.6428,1.08010453875398,0.845726361206111,297.255870908326,206.809753066041,2.74439638222571,1,6,4808.88403927713,2529.170315,-33.0372494010154,-69.4715057563991
Brasil,Arapongas,ARAPONGAS,116,0.3036,6.0928,75.904,91.0033,1639.2594,1.04455318846062,7.92494689719116,1968.9054466018,143.783771174775,3.05824398725007,1,2,383.977336312313,5043.416773,-23.440803374184,-51.4282447895581
Brasil,Criciuma,I2ARA,203,0.6916,4.203,79.5512,25.3123,407.4691,1.03351000870067,11.3640160902066,3043.86335467699,145.791778695632,2.93439128375177,1,4,294.614155191602,3279.914003,-28.7680661393756,-49.2723650491973
Mexico,Cordoba,Fortmn,69,1.1283,3.4781,94.0942,20.0613,170.164,1.05879891816973,18.9719677579089,3673.32434055978,108.788066528685,2.70576923076923,4,4,61.5118059914216,8067.934368,18.9021548687463,-96.9900709221839
Mexico,Tijuana,Tijuana,754,0.6105,6.9052,65.2464,1074.2313,6373.1468,1.06454677045322,23.106399819538,4432.18250326669,107.635774517417,2.78259443502979,3,1,1238.87755009738,7414.663669,32.4040612564278,-116.819828693847
Brasil,Sao Paulo,FRANCO DA ROCHA,175,1.3051,3.5371,69.0887,77.1959,598.6035,1.13617239835585,13.3846963997316,3625.34923714587,163.584682453126,2.67507746790615,4,4,134.780793387003,7836.242092,-23.3145379241955,-46.7361691750742
Mexico,Monterrey,Apodaca,230,1.0237,4.32,66.5667,967.9871,2548.4461,1.07453162512535,57.3535124031727,9135.15862373628,96.6195079331446,2.99426372857642,2,1,225.653137143943,6134.616151,25.7922757519682,-100.187331045723
Chile,Santiago,LO PRADO,1,0.1524,1.1871,,656.1,656.1,1.01308645433855,235.478173545764,25630.0325452841,66.3245589392959,3.10984393757503,6,5,6.57810435963381,16933.24188,-33.4468043536062,-70.7229690697779
Brasil,Rio Claro,RIO CLARO,237,0.4757,5.2877,73.9268,225.9343,2864.7551,1.03342410875682,9.92393711425539,1914.27241920048,111.669822991057,3.20981892850476,2,4,500.809300057007,4880.643355,-22.3739175855202,-47.5798943947508
Peru,Huancayo,PILCOMAYO,21,2.3264,3.5495,68.7097,77.6438,242.154,1.03309706637124,26.6572213708008,6152.91886452624,134.596441811723,3.00711743772242,4,1,9.07821549117178,5093.629077,-12.0474828263499,-75.2544378078024
Peru,Trujillo,MOCHE,55,1.9522,4.2605,84.3196,20.2542,138.1601,1.05369014723789,14.8759991401948,3097.08812379426,123.395657263121,2.92276422764227,4,4,28.3678424570326,7815.307135,-8.15976077179697,-79.0006411963993
Mexico,Mexico City,Ixtapaluca,106,0.3271,4.6343,78.9114,351.7161,2634.3989,1.08686970372431,13.996940938049,2649.04539046857,107.011192124244,2.7163797511505,2,4,325.714027099085,10821.94251,19.3427969338603,-98.7790459505381
Argentina,Salta,Capital,292,0.1653,6.1384,70.5922,220.0761,4891.9231,1.04671223257422,6.49642199733257,1238.10489331757,110.84140010521,3.23054379680885,2,2,1774.2074028954,6882.691577,-24.8931048859961,-65.2719595672963
Mexico,Mexico City,Tec,151,0.9626,4.6348,70.6916,377.5371,1249.5242,1.03241404020213,36.1676833090254,6051.76765359383,93.7014983057779,2.59121963562753,2,1,157.682203509475,7691.398816,19.7058365098706,-98.9865078450628
Mexico,Mexico City,Tizayuca,124,1.6142,4.506,65.2832,149.1663,536.7635,1.08079100049838,12.3045453297086,3097.95377268031,151.095681853152,2.93905817174515,4,4,77.2072412709375,4586.149875,19.8525266815647,-98.9611841494972
Brasil,Araguari,ARAGUARI,249,0.0912,4.4487,109.7824,17.7262,1897.651,1.07848943239064,1.38147384470157,386.548757421168,161.233585797331,3.2272615837215,1,6,2744.17066565522,4425.770308,-18.5771185131962,-48.2221709032796
Nicaragua,Managua,Ciudad Sandino,102,2.1051,4.6521,66.218,30.0944,242.4394,1.04763201715591,14.7048239326911,3169.3605394564,126.255281739666,2.90382387022016,4,4,48.759509347541,12483.24937,12.1376544907258,-86.361758621247
Brasil,Chapeco,CHAPEC2,400,0.6392,5.8544,77.0302,131.0693,2399.2796,1.09794187660655,12.2461009495818,3407.88435559797,152.50593901612,2.81250624313255,2,4,628.526584231926,5457.26597,-27.1249758516053,-52.6503234455029
Guatemala,Escuintla,Escuintla,217,0.3974,4.129,122.9231,13.5082,493.5495,1.10741102734151,3.45713833226799,1136.73962179436,187.834600889189,2.66255961844197,1,2,549.587496186055,10426.90633,14.2989073490247,-90.7931894999556
Brasil,Cabo Frio,S3O PEDRO DA ALDEIA,115,0.3456,4.2002,74.6385,21.3802,392.0217,1.05880960631462,9.26241842189339,1946.43984786833,126.322857753357,2.78126677402039,1,2,334.361919202406,4867.937421,-22.787469967305,-42.1249077315858
Mexico,Mexico City,Melchor Ocampo,40,2.8558,4.4411,63.0534,177.4727,431.7662,1.03907558842424,31.0854405695227,6395.19493929015,116.270400468355,2.7756183745583,4,1,14.0901975965375,8680.110468,19.7096501345488,-99.1335471042705
Colombia,Cali,JAMUNDI,192,0.3436,2.5094,105.2988,2.5212,187.4439,1.10605944499955,1.84785907137684,496.729626591557,154.627284975977,2.9004016064257,5,6,562.813482970372,14336.81886,3.20133593091763,-76.6176688236597
Brasil,Rio de Janeiro,SEROP5DICA,366,1.2899,3.8127,85.6952,15.0076,243.0052,1.05743008550963,8.13040834845726,2623.25549542141,185.352362275654,2.85800070646414,1,4,285.102531220321,4485.131734,-22.7596231752471,-43.7026222332897
Mexico,Merida,M5rida,638,0.7224,6.4983,66.023,2110.4966,11258.8231,1.03045607904792,29.6725214529532,5606.60733403202,108.785212203887,3.1888184919585,3,1,887.82478569505,4992.510368,20.9840716901661,-89.6395255662018
Mexico,Mexico City,Coacalco de Berrioz,7,0.1998,1.7517,60.4472,1264.3511,2095.9797,1.04072407434891,60.5167586154464,11006.156644774,103.157850901824,2.65611814345991,2,1,35.2133863206625,13189.23907,19.6262899754912,-99.1023955041065
Brasil,Barretos,BARRETOS,310,0.1981,4.8524,84.757,29.9565,1932.7163,1.07718891450851,2.85142268954573,1013.72849966956,205.939015429041,3.27632135306553,1,6,1573.60044038747,4757.877034,-20.5142457422181,-48.6519531223454
Brasil,Sao Paulo,CAIEIRAS,118,1.2278,3.279,77.3219,24.9345,211.9989,1.11677815133144,15.0702526256929,3288.40778862317,132.452480184127,2.77046365197481,4,4,96.5478174877709,7881.900212,-23.3764552259274,-46.744768607061
Brasil,Fortaleza,PACATUBA,103,0.7805,3.2156,68.6453,8.7939,130.6228,1.04706048144863,10.1598887751728,2382.69835571881,140.151467369431,3.00725593667546,5,4,132.875470379058,8251.218496,-3.95253082298735,-38.5958361795927
Brasil,Volta Redonda,PINHEIRAL,53,0.6928,2.9657,66.872,11.6445,244.7707,1.14417174564513,5.83920143149048,1774.78433915965,181.235593982157,2.70640569395017,5,2,76.8940762307956,6274.86537,-22.5418649791879,-43.9988158919895
Argentina,Rawson-Trelew,Rawson,295,0.0721,3.3843,93.4898,7.7229,1129.2471,1.05095502883143,1.48828422057227,439.928391478059,169.846879653103,3.24529744609267,1,6,4093.9760804943,4747.523479,-43.1377770427826,-65.0696367380052
Brasil,Barreiras,BARREIRAS,260,0.0331,3.2169,280.063,2.0771,732.9747,1.0854502529459,1.16585281443457,995.214029983678,509.957947776574,3.04780641353531,1,3,7907.51618545526,6502.919249,-12.0176196894671,-45.5250326678883
Brasil,Parobe,TAQUARA,162,0.3541,3.9534,81.8415,22.3034,884.6881,1.10769247554256,2.67940496551309,1161.0620285014,253.409572913872,2.83965402528276,1,3,459.430364519112,4881.779165,-29.671394692346,-50.7636317097719
Brasil,Belem,MARITUBA,158,1.5293,5.6361,63.158,181.2542,1107.5936,1.03704894451274,14.8598193071732,3319.40584805963,133.700154674135,2.83324250681198,2,4,104.03895014078,6450.666572,-1.39748728324439,-48.3198280486515
Brasil,Campinas,AMERICANA,294,2.1954,7.8927,65.6403,842.6378,2656.2137,1.02793304845917,45.4656602083493,8130.87909941237,104.89083164992,3.15888271512239,2,1,134.563096014967,5105.456925,-22.7232495028077,-47.2891162493939
Mexico,Toluca,San Mateo Atenco,24,1.2702,3.7869,60.9957,949.9855,1320.8819,1.02063159972046,25.4297206613934,8202.48813089212,190.45739858984,3.13468634686346,2,1,18.9935236187346,5265.91165,19.2655303461283,-99.5396880108299
Brasil,Petrolina,JUAZEIRO,264,0.0406,4.0654,364.4993,3.1103,861.5816,1.05991778201929,0.781123784771735,207.055666578123,158.239314892337,3.04607721046077,1,6,6541.85687290686,8888.931506,-9.54450081685704,-40.2731068412295
Peru,Lima,INDEPENDENCIA,6,0.3731,3.4166,61.718,244.663,618.0395,1.01720534418596,122.493733562594,18154.4778597923,88.9638049670254,3.07363184079601,2,5,7.37996935604916,33951.49002,-11.9874218114178,-77.0460354813194
Brasil,Criciuma,FORQUILHINHA,85,0.4643,2.8711,111.2329,2.2493,74.885,1.0383918375532,7.43214002398636,2293.51800809993,178.241088381248,2.75478260869565,5,2,183.79632186576,4168.030551,-28.7816215721645,-49.4932270307407
Brasil,Sao Paulo,SANTA ISABEL,193,0.5314,3.3114,103.7637,4.0828,201.381,1.17496400407102,2.63297411648562,1151.26566974133,257.000871038513,2.54763749031758,5,3,364.986497202144,7054.781499,-23.2889396087599,-46.2423565986962
Brasil,Aracaju,BARRA DOS COQUEIROS,53,0.588,2.8526,80.2408,6.0349,170.2532,1.0757807158309,8.86810862019339,2013.47273247751,137.180998890012,2.91903719912472,5,2,90.8874749419141,8013.771518,-10.8530189202071,-36.9717641329324
Mexico,Mexico City,Acolman,101,1.162,4.5727,63.9252,196.7948,842.5499,1.02843609377232,20.238079012105,3685.47456974004,104.026919724758,2.65905245346869,4,4,87.3600700413562,6549.191713,19.6337761949431,-98.919866201488
Mexico,San Cristobal de las Casas,San Cristtbal de las Casas,61,0.1549,4.6135,70.0659,103.6659,1940.8935,1.07749772496664,4.57123496148125,1033.690846968,129.872127773531,2.90938362465501,1,2,396.391788054762,8860.267199,16.6782971057001,-92.5899460616844
Peru,Lima,VILLA EL SALVADOR,28,0.8244,3.3498,61.7639,1732.8248,2337.084,1.01455584249025,191.245831035381,21748.5003830775,69.3311910085642,3.19430436072382,2,5,34.1706795103469,16629.6561,-12.2191680405834,-76.9453195679402
Brasil,Patos de Minas,PATOS DE MINAS,256,0.0803,4.6545,129.6471,18.0769,2072.898,1.07708659302527,1.63117187415877,418.745579568204,151.156449141781,3.13382637788343,1,6,3206.89688368844,5125.886601,-18.596958449464,-46.5077071235889
Brasil,Campina Grande,QUEIMADAS,99,0.2465,2.714,151.1776,0.952,86.8975,1.04461776267467,1.60239601210485,446.682646405945,164.813839475932,2.6864406779661,5,6,404.394416302127,9459.557737,-7.39953570556753,-35.914240409118
Mexico,Veracruz,Boca del Rro,75,1.9721,3.491,60.7134,1074.3972,1960.1799,1.03851226661335,74.8436389667895,12167.0297187177,93.920455834417,3.20166987797045,2,5,38.2798062674543,6646.565827,19.1174053141518,-96.121005545955
Brasil,Belo Horizonte,LAGOA SANTA,190,0.829,4.8058,70.4673,88.5352,954.4578,1.07604326153555,8.31368594121358,2163.30303424794,152.139788529947,2.89849955869373,1,2,230.463360481513,2538.123595,-19.6283650009068,-43.885796732357
Chile,Chillan,CHILLÁN VIEJO,115,0.4367,3.1031,84.2427,7.4923,330.1705,1.08278068736571,3.01569181717471,806.553032156457,156.653312138723,2.79898989898989,5,6,263.952700825292,4752.723804,-36.6800119470756,-72.1988339236507
Brasil,Caraguatatuba,S5O SEBASTIOO,194,0.4858,3.3021,65.7141,7.071,154.0101,1.08754821700096,5.26530760882012,1323.35085261023,138.762101871762,2.52898550724637,5,2,401.496010690572,4152.336698,-23.7526436392341,-45.6063154965964
Brasil,Jundiai,CAMPO LIMPO PAULISTA,169,2.1304,3.9922,72.1142,49.5581,263.1414,1.11334624875013,16.5979297268624,4607.79174662216,164.972562235837,2.65590135055783,4,4,79.7689845533694,5105.220884,-23.2180059130741,-46.760135967594
Mexico,Toluca,Lerma,276,1.1963,2.6115,68.4701,62.6744,505.437,1.0904327347914,12.2701790824307,3687.37300049763,177.392957906897,2.6763405196241,4,4,232.025953400836,4709.988395,19.3450740469349,-99.4748581885622
