Country,L1Name,L2Name,number_of_urban_patches,patch_density,area_weigthed_mean_shape_index,area_weigthed_mean_nearest_neighbor,effective_mesh_size,area_weighted_mean_patch_size,Circuity_average,intersection_density,street_density,street_length_average,streets_per_node_average,urb_perfil,stt_perfil,area,population_density,CentLatitude,CentLongitude
Colombia,Bogota,BOGOTA D.C.,349,0.2135,5.8517,62.0585,5759.6654,28807.7649,1.05505339042833,32.2228266129915,4526.21182840909,82.3965742814994,2.94342233800065,3,1,1645.85188745104,22532.62722,4.31464619511097,-74.1807677374508
Costa Rica,San Jose,SAN JOSE,38,0.8488,3.2862,60.1121,3552.7014,3952.7349,1.05650175748854,100.699002652468,15621.9381595232,89.8713010425908,2.85273848385926,3,5,45.0451333232624,7949.488397,9.9351137208857,-84.1024680227986
El Salvador,San Salvador,SAN SALVADOR,82,1.1475,3.6278,60.8356,2528.5159,4122.6559,1.0763748999577,71.9830858536273,11489.9660563256,91.4388553024421,2.74969678593086,2,1,71.8779965966029,7029.850031,13.6934281090457,-89.2155417676254
El Salvador,San Salvador,ILOPANGO,39,1.1225,3.2264,74.5317,70.3303,330.9973,1.07987335710692,14.2744870970113,3169.38587792581,128.680280903038,2.60830860534124,4,4,34.957473190366,16046.29743,13.692344273687,-89.0954298040575
Chile,Santiago,PROVIDENCIA,6,0.4165,1.6579,60.1951,1148.1287,1284.8413,1.03640175839636,110.032010659612,16755.6105234577,90.8413656944575,3.02665186007773,2,5,14.4321637901585,10797.55745,-33.4315956820935,-70.6119948493626
Peru,Lima,SAN ISIDRO,1,0.103,1.8213,,939.4927,954.9,1.03718488736691,148.731534921923,19807.4557914449,82.5451638849046,3.24050632911392,6,5,9.75583288884699,6086.815373,-12.0989805902171,-77.0366720492595
Chile,Santiago,SANTIAGO,1,0.0432,1.4517,,2313.81,2313.81,1.01735394368523,97.8888245435007,17295.3327240168,100.639091209978,3.30866205774705,6,5,23.1997882351809,12671.56767,-33.4532655768048,-70.6566358459684
Costa Rica,San Jose,SANTA ANA,150,2.445,8.0796,63.7849,175.8051,796.6567,1.16017619603742,17.0353238750298,4528.50040126951,148.672608071504,2.45762711864406,2,4,61.7540357739842,3867.210293,9.92017468467969,-84.1889217202614
Guatemala,Guatemala City,Mixco,81,0.8976,6.0987,68.6686,1230.429,2871.1823,1.08251706731671,72.741706487343,10774.1772936061,85.9786307556253,2.66074332171893,2,1,90.7732347624936,12613.9301,14.6398541587806,-90.5872565770919
Costa Rica,San Jose,MONTES DE OCA,28,1.8007,2.6067,60.5246,512.5744,867.0205,1.06471753358688,57.3172920811909,8800.86383335996,89.7271142885532,2.62040133779264,2,1,15.6497274632127,6487.609599,9.9419249789841,-84.0189701984636
Argentina,Buenos Aires,Comuna 3,1,0.1567,1.1361,,638.01,638.01,1.00215422552313,73.4215295266757,15797.1667061842,119.814998048424,3.77542372881355,6,5,6.40139211250343,29987.46101,-34.6157339428091,-58.403399655469
Guatemala,Guatemala City,Guatemala,219,1.0196,5.9292,63.288,2502.2405,5559.4577,1.07648272496028,68.0718565403433,10572.9949644971,89.2612274262203,2.84584257206208,3,1,216.065797930502,10277.30391,14.6345316319659,-90.4793949864607
Costa Rica,San Jose,CURRIDABAT,29,1.7902,4.2495,60.4308,793.3574,1114.7259,1.08901568872172,65.7051431922517,11726.6625437488,103.21042112745,2.58637302133516,2,1,16.3000938429778,6291.43898,9.91747399297159,-84.0278171509224
Peru,Lima,LIMA,1,0.0467,2.5566,,2142.54,2142.54,1.02502856794783,127.745384134245,18449.5392623169,85.9118694815895,3.18859060402684,6,5,21.550680822306,13856.91749,-12.0510930222502,-77.0489034449147
Costa Rica,San Jose,BELEN,12,0.9635,3.2266,60.079,830.5314,1003.2204,1.10452446236675,43.4598276017103,8250.15554427337,109.019560587687,2.45075757575757,2,1,12.5403166573663,2320.084575,9.98327195112166,-84.1774375047694
Costa Rica,San Jose,FLORES,5,0.7414,2.0001,67.4649,563.2944,610.0253,1.06160100829744,49.6889478329535,9222.13218315418,110.505784444877,2.60444444444444,2,1,6.78219231232147,3503.075268,10.0066101819273,-84.1560687824985
Costa Rica,San Jose,ESCAZU,79,2.285,4.6958,62.2723,576.0363,1291.0823,1.11542270338638,34.3620501993753,7405.42638411762,121.82429966456,2.4708963911525,2,1,34.7767375074064,4085.419219,9.91457568826585,-84.1451671183554
Costa Rica,San Jose,HEREDIA,38,0.1343,3.2484,61.4818,128.9377,1851.9555,1.07168451956467,6.7302637288495,1052.77045643749,88.2470801509035,2.66214645486245,2,2,284.832820411288,6438.708695,10.1496250355821,-84.0747147419844
Argentina,Buenos Aires,Comuna 1,9,0.4958,2.3688,60.0248,1120.3671,1414.4143,1.02125756974374,84.5973705694283,14366.5387890457,96.019109855719,3.37688139674894,2,5,18.2393375776812,16966.14366,-34.6078757795351,-58.3721555387982
Brasil,Recife,RECIFE,362,1.6573,4.8678,60.7408,7464.0704,12131.5888,1.04530660104993,66.1452047113743,10398.5975828936,93.8707408469738,2.93701969260326,3,1,219.849648412976,11688.0817,-8.03922542664248,-34.9331747283796
Brasil,Vitoria,VIT5RIA,128,1.4548,4.1137,61.234,580.689,1326.3512,1.07062405027593,58.1074917746076,7361.70295554368,73.7039508783545,2.77034434293745,2,1,98.6963956772633,8950.801884,-20.3026672669392,-39.1554393726435
Colombia,Bogota,COTA,159,2.8368,3.5478,70.2782,5.4169,48.9338,1.08644136514328,7.56005556006902,2558.28692914457,203.513766041642,2.69043151969981,4,2,56.481066389954,3605.55072,4.78754115497278,-74.1250073745128
Costa Rica,San Jose,GOICOECHEA,37,1.1691,4.0921,62.4131,396.7229,1055.916,1.07873511819305,46.4543613613217,7447.17510596745,92.7526329929911,2.62234580384226,2,1,31.8592260582073,10544.95913,9.9581843224973,-83.989055052317
Peru,Lima,SANTIAGO DE SURCO,3,0.0868,2.7718,60.0013,2471.8319,2920.1424,1.05286086883804,113.437315187459,16126.54970897,86.9874832272579,2.95717199184228,2,5,34.7592852800161,10787.16812,-12.1269927176198,-76.984379960327
El Salvador,San Salvador,ANTIGUO CUSCATLAN,36,1.6738,2.5346,60.392,300.4309,758.392,1.08604186705525,50.0455158272078,8379.60045270964,97.023580347395,2.51495016611295,2,1,21.6403004764557,4538.807319,13.6742984191154,-89.2530967071323
Costa Rica,San Jose,TIBAS,8,0.9595,2.3548,60.1637,630.0311,720.9249,1.06043860467954,87.9499386027668,14069.0557959822,92.5198880964038,2.70197300103842,2,5,8.39113718240597,10669.32916,9.95865951490821,-84.0810705443448
Brasil,Rio de Janeiro,NITER0I,272,2.0333,5.2481,62.5043,411.648,1190.4379,1.10975022146778,37.6973217677978,7945.03608766019,121.639485422585,2.69969372128637,2,1,134.545367207827,10595.44038,-22.9151303880695,-43.0554290973357
Costa Rica,San Jose,ALAJUELITA,36,1.676,3.2356,62.0288,80.1746,295.8787,1.10137174181785,32.3283586445726,5782.45664546789,101.236925629472,2.47808764940239,4,1,21.6218833651596,13911.1386,9.88742187836392,-84.1146275432261
Mexico,Mexico City,Benito Julrez,1,0.0374,1.2638,,2671.38,2671.38,1.00861025037217,131.623788245619,22480.6868753185,95.2816655077924,3.46424702058504,6,5,26.8416526153096,14345.16991,19.3806423462793,-99.1611346405676
Colombia,Villavicencio,VILLAVICENCIO,564,0.4298,3.5668,92.5683,26.7487,978.3313,1.06424814458121,4.03340553581982,741.441384127939,106.545025889837,2.88627450980392,1,6,1321.46394719434,12027.88997,4.09185812995834,-73.4881161687262
Brasil,Recife,OLINDA,11,0.264,2.3312,60.0402,3772.6294,3957.3209,1.03371001658331,96.2302553969868,14706.7966144327,91.2950035820214,2.89611217335882,3,5,41.9514630128104,9713.726912,-7.99309802715358,-34.8661273887485
Peru,Lima,LA VICTORIA,1,0.1094,1.4901,,913.77,913.77,1.03018917108372,166.187853335889,22851.7789587927,82.9485695418896,3.26898734177215,6,5,9.19441444924191,20774.48373,-12.0723328386376,-77.0173856345528
Brasil,Sao Luis,S1O LU0S,707,0.847,7.2107,62.2545,1269.7425,7709.4375,1.04469213587512,20.2156666505227,3386.00964596154,99.6205454581614,2.92926193033604,3,4,840.387818700042,7414.781014,-2.63147937844282,-44.3071276369795
Argentina,Buenos Aires,Comuna 5,1,0.1501,1.3815,,666.36,666.36,1.00097576784952,74.5920867152244,15291.6147733337,115.88147816556,3.7120315581854,6,5,6.67631141492595,27807.94165,-34.619260665473,-58.4213216498695
Colombia,Bogota,FUNZA,132,1.8973,2.8704,78.4915,25.3176,256.0945,1.08120701176809,10.3799893379533,2536.16328390127,141.31212809719,2.69693769799366,4,4,70.0386075871775,9944.604379,4.74305062037632,-74.1977933346332
Colombia,Cali,CALI,304,0.55,5.6481,65.8646,2212.2588,10594.8683,1.05661524571402,36.2143816311561,5458.81919154051,88.9135948528756,3.16140074941018,3,1,556.546849405822,19447.58944,3.39995971614975,-76.5744333134343
Costa Rica,San Jose,ALAJUELA,689,1.7617,6.3975,67.7575,422.8118,2908.4282,1.10971369278684,9.85720928044281,2873.94603987947,161.601790674799,2.40082009226037,2,4,393.721984547908,4794.717152,10.0940774336972,-84.225646553042
Colombia,Barranquilla,BARRANQUILLA,118,0.7313,3.2981,67.415,3271.0341,6840.4929,1.0175537983782,60.2563670266004,9795.97376409194,92.7248285561801,3.25353706847764,3,5,162.439265475116,15377.31325,10.9855345366137,-74.8292105036531
Colombia,Valledupar,VALLEDUPAR,211,0.05,4.6306,116.7267,15.7337,2271.5563,1.05240797590103,1.31153969926331,283.917332945827,121.716069380406,3.27831982801389,1,6,4248.44173846187,13800.17582,10.3819589174455,-73.4638907293725
Brasil,Sao Paulo,S5O PAULO,943,0.62,6.6552,60.8339,46347.2997,79652.2718,1.05262947404765,67.9949644693784,11249.7305922274,98.8709605922038,2.92274425830289,3,1,1528.0543318291,13093.32944,-23.6500805401929,-46.6481108503728
Mexico,Mexico City,Cuauht moc,1,0.0308,1.3123,,3251.88,3251.88,1.01120509461696,123.136084341998,20948.3877243947,95.900128480107,3.45001193032689,6,5,32.6955337382516,16190.11157,19.4313734282856,-99.1490557562777
Peru,Lima,SURQUILLO,1,0.2163,1.7292,,462.42,462.42,1.02171500266979,192.45400277367,23716.4798396893,75.4206399747463,3.14626556016597,6,5,4.65565790831439,20100.55793,-12.1134363133338,-77.0129857545859
Peru,Lima,MIRAFLORES,1,0.1094,2.1361,,731.8359,817.92,1.02161920725754,148.566670653364,21366.9882076556,85.1464412292348,3.37571022727272,6,5,9.20125620361704,10525.60153,-12.1209111982331,-77.0289336383756
Nicaragua,Managua,Managua,608,2.262,5.8899,61.7947,3107.265,8061.0695,1.04524083800643,51.5565679222329,8084.5900335445,90.5547746804129,2.89466115405356,3,1,270.479602541317,9048.265705,12.1065995137645,-86.2523215950226
Colombia,Bogota,MOSQUERA,112,1.0538,3.7185,82.554,26.3446,331.4684,1.07265473685501,10.6064556517246,1989.01313632959,110.111170301259,2.78127233738384,4,4,107.010299884245,8606.198357,4.67290491946318,-74.2362707272944
Guatemala,Guatemala City,Santa Catarina Pinula,183,2.7202,6.8585,67.5118,113.3198,533.9473,1.15880102552705,38.6301003437229,6888.0214938529,99.3593650933175,2.33869769744986,4,1,67.6674400724084,6454.164774,14.5634970748513,-90.4650556601428
Argentina,Buenos Aires,Comuna 2,3,0.4756,2.4513,108.1727,599.2624,614.5202,1.03545453741858,66.4707144553252,13214.2902246631,116.613750240439,3.40748898678414,2,5,6.31857207255204,24503.95083,-34.5877959074651,-58.3954722472048
Chile,Concepcion,SAN PEDRO DE LA PAZ,43,0.4701,3.059,64.0198,75.5826,453.375,1.09075802297214,34.2563837975843,4651.6827979342,77.2993906934171,2.71588645418326,4,1,91.7785140012854,7239.828202,-36.8855273477824,-73.1011021430295
Brasil,Manaus,MANAUS,1172,0.1028,6.9808,64.349,408.3485,19842.0774,1.07201230504964,2.15900676715005,427.68079310732,115.030728311126,2.84043369474562,3,6,11477.4999212764,7946.048638,-2.62591938272678,-60.2596280142344
Costa Rica,San Jose,DESAMPARADOS,140,1.1728,6.0691,65.5358,302.6811,1755.2405,1.12644882172327,16.595764052223,3449.97438234948,117.861348091296,2.47910863509749,2,4,120.151141804941,10695.38563,9.81458120807963,-84.0456468038987
Chile,Santiago,LAS CONDES,39,0.3937,2.4236,60.7879,1309.4943,3497.036,1.05292971804667,44.2555774292521,6607.82028457507,88.1031877169346,2.87212423312883,2,1,99.3321125914023,7383.362985,-33.4209647421297,-70.5006747519852
Argentina,Buenos Aires,Comuna 13,13,0.8836,2.5395,60.0462,1264.0834,1359.9129,1.02610849163386,90.5714527745612,16060.2592063537,98.4546292497182,3.47383112351709,2,5,14.7618257082382,17171.62411,-34.5564456490851,-58.4547287961362
Chile,Santiago,ÑUÑOA,1,0.0593,1.3248,,1685.88,1685.88,1.02480036002967,134.743799274992,18428.9119431637,80.2374716820386,2.99245852187028,6,5,16.9061582963898,11836.01443,-33.4577743789185,-70.598814144388
Colombia,Cartagena,CARTAGENA,244,0.3871,5.4819,251.3975,331.6124,3387.1153,1.10788627735192,3.79015745747635,1063.5483429482,89.0419940585339,2.85836909871244,2,2,245.108550349928,15305.97164,10.4269214372396,-75.4760364582053
Brasil,Belem,BEL1M,591,0.5581,6.9204,61.6916,1062.1294,8643.796,1.0395453335207,11.9797077325668,2219.53008630448,108.395426899471,2.87007796632378,3,4,1066.55356584916,10788.50766,-1.24071070634369,-48.4599134326963
Guatemala,Guatemala City,Villa Nueva,129,1.4499,4.6989,63.8408,630.3108,1691.8958,1.07119444319604,58.3717943374852,8785.19502563939,87.4731903220869,2.72260790824026,2,1,89.5124102197524,16288.32187,14.5400469458351,-90.6064079593367
Costa Rica,San Jose,SANTO DOMINGO,103,4.0794,4.3087,69.4966,107.8015,330.5207,1.08156315135643,25.9143503462281,6157.02462324469,133.96322747753,2.460103626943,4,1,25.3913368928337,5347.662417,9.98553072007066,-84.0663385756409
Colombia,Pereira,DOS QUEBRADAS,61,0.8943,5.2028,61.892,137.4434,900.2718,1.10940032985999,19.9224312969141,3513.63328127243,101.715117933904,2.8890909090909,4,4,68.6663178611082,18161.04869,4.84173062095843,-75.6701543167556
El Salvador,San Salvador,SOYAPANGO,49,1.6384,4.9084,60.4088,775.4983,1450.5127,1.07392865015028,31.405861719793,6265.40283293875,112.01752620798,2.51472754050073,2,1,30.089924245079,16803.63241,13.7037976721485,-89.1434253320716
Chile,Santiago,HUECHURABA,35,0.7792,3.6251,61.0484,280.2552,993.252,1.0953147289831,47.6118371871944,6467.77438474333,79.4243726690813,2.87039937353171,2,1,45.0308185246135,6951.506257,-33.3601962216068,-70.6376352248459
Colombia,Pasto,PASTO,131,0.1093,4.7682,85.6006,18.5538,1251.6818,1.12908794607382,3.38940499420924,595.4417034129,103.269796347951,2.94451503600169,1,6,1206.40643622877,23181.52897,1.0557848325499,-77.1955147333283
Mexico,Mexico City,Naucalpan de JuIrez,78,0.4939,3.9747,61.7584,3113.5914,6822.4752,1.0684345117382,50.9319137391952,8832.23118037398,103.11152175883,2.84024098888542,3,1,158.760969426862,11513.42097,19.4712531458312,-99.2926053942199
Colombia,Medellin,ITAGÜÍ,19,0.9024,2.7376,60.3416,659.9833,1144.9139,1.06433244210068,65.4920940456411,9888.29404672352,88.611648631757,2.8518738845925,2,1,21.1933977715342,20774.63048,6.17992735502617,-75.615348074593
Chile,Santiago,ESTACIÓN CENTRAL,1,0.0696,1.4348,,1435.86,1435.86,1.02750502404663,155.969080540612,19490.880231294,75.6401624494054,3.02737520128824,6,5,14.3938785316838,9811.820094,-33.4640742839182,-70.7007236576233
Colombia,Santa Marta,SANTA MARTA,201,0.0856,4.0841,80.1605,19.8862,1348.717,1.08737627293359,2.51823978367265,440.256295525984,99.8124564968396,3.01912489133584,1,6,2362.36439380043,12943.01713,11.1214241883072,-73.8851873076553
Colombia,Bucaramanga,BUCARAMANGA,87,0.574,6.0574,64.9802,387.9255,2152.5982,1.16700081350903,31.13121572065,5682.38025895364,105.255485689028,3.00054239739649,2,1,152.612093360958,19185.96137,7.15554691752342,-73.1115704934702
Peru,Lima,LINCE,1,0.3637,1.4144,,274.95,274.95,1.00498571063124,142.121271880108,20783.3419089936,86.5527294302148,3.5187969924812,6,5,2.76524403983331,19927.2595,-12.085791398709,-77.0356666566348
Colombia,Fusagasuga,FUSAGASUGA,176,0.9021,4.0223,78.1321,32.9854,584.3825,1.07822175153182,6.6107588348137,1422.60729708723,124.224908084044,2.86840432294977,4,2,196.64913400772,11036.19556,4.32333483840791,-74.3883555189131
Brasil,Salvador,LAURO DE FREITAS,116,2.0111,5.0155,61.3889,1068.1467,2363.2934,1.09031866779313,39.2677551534176,7632.80322391834,114.942491519934,2.68461271274748,2,1,58.0374404163424,6605.639367,-12.8632312205655,-38.3272643334934
Mexico,Mexico City,0lvaro Obregzn,12,0.1252,2.4189,60.1345,4727.2343,6716.9252,1.06273945443361,56.5149467550076,10038.650747615,104.268793546404,2.82650602409638,3,1,96.3992768783288,10751.26869,19.3361755686117,-99.2468197104901
Argentina,San Nicolas de los Arroyos,San Nicolás,167,0.2472,4.0293,79.5752,57.736,1353.4707,1.02941897962203,4.5290503207426,1163.3372712346,144.094010229898,3.20368205727644,1,2,677.40470578321,5100.99748,-33.4841991641753,-60.2932469141644
Colombia,Medellin,MEDELLÍN,219,0.5893,5.1089,63.1948,1604.7076,6832.5412,1.10913688372121,36.5244231460109,6351.93330334963,101.135641433587,2.91702272586537,3,1,374.215355718567,26844.03062,6.2577320568788,-75.6114714856468
Brasil,Salvador,SALVADOR,687,0.9913,12.1955,61.5267,1778.675,8677.0818,1.08853506754953,29.0386092443647,4885.20786345609,98.1184713331631,2.61263570566948,3,1,697.485193920935,19843.78882,-12.8734085283435,-38.5146612624083
Chile,Santiago,SAN MIGUEL,1,0.104,1.2802,,961.29,961.29,1.02074418252315,106.943226494612,17875.522305353,96.8153278792308,3.24776386404293,6,5,9.64062927400027,10229.37927,-33.4990282823496,-70.6514593334581
Argentina,Buenos Aires,Comuna 7,7,0.5639,2.145,60.0694,1106.3997,1166.2599,1.01629376812366,103.894899563004,18143.3774612067,99.4603212400596,3.45434623813002,2,5,12.4548943734748,20109.53182,-34.6384490078252,-58.4526397103585
Costa Rica,San Jose,MORAVIA,55,1.8905,3.303,65.8173,154.1606,570.3782,1.0850318304859,26.9621207311454,5222.37236461928,112.844705453495,2.54347826086956,4,1,29.3003657938312,7402.108529,10.0100202434875,-84.0185086616367
Brasil,Maceio,MACEI0,300,0.5965,8.0425,70.7268,851.1864,5598.7566,1.06594009868916,26.7265584769241,4361.0070052949,95.3312053346447,2.76633616055429,2,1,506.275434290678,12634.07278,-9.52294835368029,-35.7103497616661
Colombia,Bogota,CHIA,239,2.9971,5.4611,64.9302,167.4398,865.8714,1.13866951240317,20.9117090821808,4567.48371033135,123.351167841421,2.37830264211369,4,4,80.289946335888,7262.882119,4.86563427243108,-74.0367033604373
Peru,Cusco,CUSCO,25,0.2511,4.2513,86.6656,49.5042,641.1318,1.16055455437069,8.7262761690153,2005.80807138325,136.63459196607,2.75523202911737,1,2,100.271866607533,15273.81045,-13.4918686020989,-71.9873764973976
Costa Rica,San Jose,SAN PABLO,25,2.9763,2.7995,61.734,215.2818,381.0401,1.06315716845792,46.3552578606016,7705.5604455249,93.0879052052789,2.3655737704918,4,1,8.45643014604325,6056.851466,9.99497866673423,-84.0945791204747
Argentina,Buenos Aires,Comuna 12,1,0.0642,1.4735,,1557.18,1557.18,1.01062700271496,102.376534902792,18590.8308356557,99.8916096223053,3.61910519951632,6,5,15.6090455837102,13570.68547,-34.5680948294152,-58.4910368124922
Chile,Santiago,MACUL,1,0.0779,1.2469,,1284.39,1284.39,1.02866893491061,136.651648245421,18525.7135019156,80.0138371144869,2.87862922417896,6,5,12.8794641162257,9437.398298,-33.4892629684547,-70.5998645960893
Colombia,Ibague,IBAGUE,233,0.1693,4.9659,88.5332,32.0979,1503.8258,1.18497019831406,5.83481949211956,1114.91323777389,126.57731743839,2.64747967479674,1,2,1385.64697861167,17928.6568,4.44978216274191,-75.2533736166008
Chile,Santiago,SAN RAMÓN,1,0.1593,1.3393,,627.66,627.66,1.00969009059568,217.964119297098,24236.6853485504,69.5670676067516,3.18508092892329,6,5,6.29461401456575,15774.30456,-33.540526531093,-70.6423549759538
Colombia,Bucaramanga,FLORIDABLANCA,80,0.8109,4.5895,65.7847,132.8798,1035.8991,1.24517350872422,22.0055320018463,4544.47560833868,121.780983167866,2.78260869565217,4,4,99.3386571984075,20630.54094,7.0793490071622,-73.0691850696099
Mexico,Mexico City,Tlalnepantla de Baz,27,0.336,2.6462,63.1735,3405.4141,4253.373,1.04204549035123,80.5364130843154,13949.5932384975,103.387910498499,2.92852424362531,3,5,80.7709177858438,10254.14547,19.5427453250908,-99.1701463547876
Chile,Santiago,SAN JOAQUÍN,1,0.1006,1.3839,,994.41,994.41,1.01840471093892,154.853168813553,20731.8802797521,78.9580199962965,3.04114285714285,6,5,9.97073558022572,10341.30791,-33.4960116240961,-70.6284150061309
Colombia,Monteria,MONTERIA,258,0.0833,4.1865,117.5562,11.8827,1522.7614,1.06854109104367,1.56579684621255,352.57189149807,128.398458986483,3.16922507860181,1,6,3116.62398082104,16950.89092,8.58645387697593,-75.9580582232557
Brasil,Fortaleza,FORTALEZA,154,0.4891,5.901,60.5324,18584.7275,23783.1947,1.02731619878577,102.620077519563,15516.3075912531,87.7909258466931,3.08129411441597,3,5,317.033477136067,10105.36836,-3.78565649408239,-38.5277011294772
Peru,Arequipa,JOSE LUIS BUSTAMANTE Y RIVERO,8,0.717,2.8064,60.2123,625.5705,823.6191,1.04608578120942,163.661609958743,17981.1997935511,67.2087273317928,2.98540145985401,2,5,11.2243793792758,9200.179364,-16.4314924546694,-71.5234725656456
Argentina,Buenos Aires,San Isidro,19,0.3656,1.8272,60.0126,4818.9115,4987.3324,1.08126189350693,11.5606769984448,3603.05294796118,178.094016389518,2.41830065359477,3,4,26.6420383547981,5892.589008,-34.4881708406076,-58.5377627556606
Argentina,Buenos Aires,Comuna 15,1,0.0698,1.5336,,1432.98,1432.98,1.01760255098356,101.481946407508,17379.3676783438,95.8584862606096,3.51398828887443,6,5,14.3572334940177,12719.92631,-34.5937737678165,-58.4635245714838
Colombia,Manizales,MANIZALES,117,0.2645,4.8596,76.4159,26.4046,739.8656,1.19700238406361,9.70992835117682,1753.0100396947,106.738682556013,2.96017788558722,1,2,445.523369848109,24611.18396,5.08345578106604,-75.5067309528881
Brasil,Rio das Ostras,RIO DAS OSTRAS,103,0.4499,4.2192,70.7105,103.6137,974.3342,1.05754587609234,16.3554711421312,3460.85265975221,123.349922098516,2.90382464772981,1,4,230.137057336369,4363.767812,-22.4542044899759,-41.9468066019099
Mexico,Mexico City,Venustiano Carranza,22,0.6496,2.5358,60.9122,2310.8192,2773.1009,1.02128742724988,125.084079906574,19521.2095930015,88.449820176536,3.31239054290718,2,5,34.0411026181774,15217.65475,19.4304954547241,-99.0931057950551
Mexico,Mexico City,Azcapotzalco,1,0.0298,1.3256,,3353.67,3353.67,1.01856473308015,100.30099481311,16480.1204619149,95.7016159609535,3.20993720993721,6,5,33.6985690550518,12347.13016,19.4853286108798,-99.1821069382393
Chile,Curico,CURICÓ,395,0.2964,3.2103,81.9224,21.8713,1082.9296,1.08723852215487,3.017826185348,626.917906457375,119.879861430221,2.75414364640884,1,6,1336.06104273863,5084.891252,-35.1989774318299,-70.8957960375049
Mexico,Mexico City,Gustavo A. Madero,7,0.0796,2.3643,60.0096,6820.1262,7733.985,1.06106260023429,111.580644341004,18171.794852546,94.4298367674349,3.15737917013215,3,5,88.3665805860255,15109.23008,19.5040652076401,-99.1158642067724
Colombia,Duitama,DUITAMA,97,0.4147,3.5755,68.3006,22.1778,585.2512,1.10314373266467,7.73784685258621,1403.64231479195,101.56371887266,2.76805437553101,1,2,235.595254691646,12456.7638,5.89047092922262,-73.0669128480033
Mexico,Mexico City,Cuajimalpa de Morelos,32,0.4478,4.9588,63.1475,590.8718,1896.058,1.12529781122405,24.6643516464349,5630.32567579519,131.376546561386,2.48569157392686,2,1,71.8445806077425,8368.271675,19.3246343034648,-99.31072852275
Chile,Santiago,LA FLORIDA,31,0.4378,2.8896,61.0235,1642.4225,3365.0884,1.04063829176668,98.0277409566901,11825.6487322593,72.0832947370125,2.87272059723412,2,5,71.030913617364,11133.33449,-33.5281266667047,-70.5398495953022
Brasil,Volta Redonda,VOLTA REDONDA,130,0.7125,4.5455,63.4222,516.9051,2436.0146,1.10087980833292,21.9466269116141,4128.21452691939,113.142646038834,2.84090909090909,2,4,183.353916581618,6693.50173,-22.4912335180713,-44.0885537715947
Argentina,Buenos Aires,Vicente López,5,0.1467,1.9558,60.0,3317.2982,3361.3206,1.01641309339472,111.276177273804,19064.891147932,96.4854236233335,3.39342235410484,3,5,34.1762279507715,8097.442209,-34.5278858683057,-58.5050625983436
Argentina,Buenos Aires,Lomas de Zamora,3,0.0338,1.7827,67.114,8599.2392,8690.4296,1.00981392856378,83.0820580488128,15774.0785214631,105.271116084173,3.4464991710241,3,5,88.900060656424,7081.478747,-34.756025701953,-58.4241855639547
Brasil,Rio de Janeiro,RIO DE JANEIRO,1419,1.1827,7.5711,61.7331,9619.5629,22157.9383,1.06281188680582,47.4925830663274,8635.78895911249,106.586398992112,2.77857071635115,3,1,1205.91461449916,12197.60693,-22.9231873848585,-43.4502572955339
Brasil,Sao Paulo,GUARULHOS,161,0.5052,4.5477,62.1426,6093.79,13008.5202,1.05682882619817,40.4154476665506,7509.15922005848,111.257695729224,2.88073516681094,3,1,320.149862170369,8428.416118,-23.40269298654,-46.4548742916185
Argentina,Buenos Aires,Comuna 11,1,0.0715,1.772,,1397.7,1397.7,1.00276804772973,106.913437071146,18807.9303117842,98.3009697324536,3.67729083665338,6,5,14.0019817995731,13576.59011,-34.608107964787,-58.4973157586287
Colombia,Neiva,NEIVA,154,0.1254,6.046,85.6752,47.8137,2153.1514,1.038672142879,5.1467384602389,670.772479705193,75.6898344675584,3.28791966426858,1,2,1237.28843989177,12113.60029,3.01450621695164,-75.309516373398
Mexico,Monterrey,Monterrey,159,0.4896,5.1901,60.605,7025.7748,14580.7707,1.05737662577504,74.7180057294516,11510.3021454444,91.2748251916944,3.05080976911388,3,5,326.146285116847,7218.385076,25.6447872807567,-100.310999998341
Chile,Santiago,QUILICURA,17,0.2967,2.6338,61.8518,1938.962,3301.7072,1.07049920866287,69.7070275125379,9444.52130633967,81.2851639371982,2.88571428571428,2,1,57.4834438217764,5203.929086,-33.3554762412549,-70.7353612890345
Brasil,Sao Paulo,DIADEMA,14,0.4546,2.0094,67.0979,2284.4002,2606.695,1.060167974173,107.866753098098,16212.1138455686,91.7568757786236,2.89083769633507,2,5,30.9363163732684,14729.36373,-23.6972875405385,-46.6114242052593
Colombia,Cali,YUMBO,137,0.5934,3.8111,72.1482,30.2665,437.4758,1.12894964385667,5.4704996138032,1315.44223164211,136.730661864171,2.84644670050761,4,2,232.519895767925,6514.098615,3.59609105200925,-76.5112316434283
Chile,Valdivia,VALDIVIA,269,0.2788,4.412,70.0865,18.1796,932.5873,1.12535282328546,4.41430623016492,956.114758883845,125.324236713493,2.79187238890998,1,2,967.082884016523,8442.286121,-39.8188667264123,-73.1705344884713
Argentina,Buenos Aires,Tres de Febrero,19,0.4112,2.0983,61.1922,3259.3223,3840.9086,1.01026799152614,89.7098221726652,15601.0325314399,98.5646434600341,3.43553206159503,3,5,46.3159986205617,8756.296177,-34.596789668496,-58.5795506368741
Chile,Puerto Montt,PUERTO MONTT,575,0.3436,3.7423,72.9666,30.9994,1334.6188,1.08811452789358,4.15678896535256,945.029889374856,131.870602822559,2.75841789667896,1,2,1675.33162208761,5718.298989,-41.4882224020286,-72.7954731150649
