SALID1,L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,URBAN_PROF,URBAN_PROB,TRANS_PROF,TRANS_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY
102122,Linhares,Brasil,267,0.0762,4.8797,698.2393,2.7302,121.5421,1.090185483,1.06712574,462.8420599,242.6886962,3.02379349,3,1.00E+00,1,0.999006963,-19.41666592,-40.06666551,30.14,2449.3512,148634,59.57552199,59.53977124,6.071674369,12.92995776,0,0
102123,Vitoria,Brasil,1015,0.7038,672.1077,4391.156,7.6841,65.0453,1.071350779,21.86044271,3970.798584,106.3240932,2.944382918,4,9.99E-01,3,1,-20.319444,-40.337778,22.35,22075.235,1646576,72.33221402,70.80922891,6.57057747,11.21078497,0,0
102124,Anapolis,Brasil,403,0.2642,193.1277,4104.0279,6.9747,74.3991,1.04259536,7.10782798,1503.0597,126.6881864,3.116976962,4,5.89E-01,2,0.992260061,-16.33333394,-48.96666708,23.62,7178.1151,346413,65.45433849,66.47645266,4.749956078,11.2460108,0,0
102125,Goiania,Brasil,1997,0.5712,2020.1479,17582.2905,9.6799,68.099,1.041138059,18.77453939,3593.372986,115.1568338,3.201858844,1,1.00E+00,3,1,-16.678611,-49.253889,18.84,40168.0574,2064085,70.22056906,72.14888871,4.610837548,8.059823386,1,0
102126,Rio Verde,Brasil,365,0.0436,7.2584,1792.3725,4.6431,175.1468,1.094562175,0.695138842,269.6548946,220.0502747,3.317531737,3,1.00E+00,1,0.999810957,-17.7166671,-50.93333432,22.12,3393.259,180875,58.02963673,61.79610642,4.935689346,9.490106052,0,0
102127,Caxias,Brasil,277,0.0538,5.106,1214.8182,5.0495,104.1936,1.061907133,0.52267265,160.0176909,192.785193,3.056254136,3,9.52E-01,1,0.999673495,-4.833333377,-43.34999844,63.15,2164.8658,155815,41.19435722,45.13746356,13.02102474,18.41694414,0,0
102128,Imperatriz,Brasil,366,0.1335,35.7462,2220.8435,4.9413,143.4364,1.044298472,2.23955208,488.4423631,122.995063,3.029562094,3,9.61E-01,1,0.90357672,-5.533333232,-47.48333345,42.79,4411.1784,292457,59.80220908,64.55196185,7.77331052,13.31800447,0,0
102129,Sao Luis,Brasil,1371,0.9708,1245.4506,9225.0787,9.1956,63.0288,1.037210685,17.93151992,3203.192621,105.5341315,2.94263386,4,9.40E-01,3,1,-2.514996058,-44.30099657,40.77,19066.9083,1315122,73.808505,76.45208081,9.600977174,16.9523091,0,0
102130,Cuiaba,Brasil,957,0.2106,390.0853,10507.435,10.4679,71.3419,1.058099055,5.244552318,1099.139392,123.4609798,3.056854311,4,9.97E-01,2,0.991776315,-15.61500007,-56.09300368,22.31,16867.7949,807461,71.07844058,74.26508949,5.748394095,9.574822987,0,0
102131,Rondonopolis,Brasil,399,0.0959,41.6246,3235.6232,4.7081,95.0924,1.03658977,1.848597889,436.5684634,135.8330818,3.328672194,2,9.99E-01,1,0.985945204,-16.4666671,-54.63333497,21.06,5350.59,196392,63.84387401,67.43420464,5.707525869,12.56366417,0,0
102132,Campo Grande,Brasil,762,0.0941,315.2868,13635.7246,8.2625,79.5389,1.041482807,3.132194883,669.5441458,124.5307754,3.254802009,4,1.00E+00,2,0.805586089,-20.45099705,-54.61599566,18.62,18714.339,798759,73.08045934,72.97566845,5.582547312,9.111441459,1,0
102133,Dourados,Brasil,447,0.1094,36.8447,3176.3712,5.0918,95.3594,1.034780099,1.533381707,393.3265958,138.229875,3.393827525,2,9.99E-01,1,0.99466578,-22.21666713,-54.79999914,21.03,4741.0161,199015,64.12443026,65.69882209,4.379484517,9.051206284,0,0
102134,Araguari,Brasil,249,0.0912,17.7223,1897.651,4.4487,109.7824,1.078489421,1.381473845,386.6394357,161.2335839,3.227261584,3,9.46E-01,1,0.998660743,-18.63333309,-48.18333425,17.79,2548.9881,112812,64.72440165,65.27668452,4.257534626,9.34993421,0,0
102135,Barbacena,Brasil,285,0.3754,25.2545,1066.8204,5.793,95.8811,1.126476239,3.305553389,975.2217999,178.3389187,2.77734375,2,9.98E-01,4,0.998647973,-21.23333345,-43.76666626,29.82,1797.2955,129747,61.46852421,59.44437734,10.0789323,14.43758013,0,0
102136,Belo Horizonte,Brasil,4207,0.9162,3768.3857,27454.6072,9.5725,65.944,1.073186526,17.08701278,3835.276442,131.1478996,2.973520802,1,1.00E+00,3,1,-19.85200198,-43.90900169,21.26,63029.274,4836451,68.35022594,66.52586207,5.655475205,10.28211661,1,1
102137,Conselheiro Lafaiete,Brasil,209,0.5645,97.0446,1633.1522,6.9578,74.7667,1.078984266,8.631633812,1946.58307,134.4568147,2.892557652,2,9.97E-01,2,0.934352328,-20.66666592,-43.79999905,20.57,2199.9549,119707,67.00898273,63.84456597,7.203861644,12.33824213,0,0
102138,Divinopolis,Brasil,320,0.452,141.6152,2402.4102,7.0657,77.9887,1.061878343,9.736456773,2534.825354,141.1186184,3.17285785,2,9.89E-01,3,0.578071403,-20.144425,-44.888616,14.97,4173.312,218857,64.62097849,63.43114092,3.826221128,6.223124055,0,0
102139,Governador Valadares,Brasil,215,0.0918,29.9024,1879.8551,4.9526,103.5837,1.094465232,2.344531743,528.5263927,133.6627978,3.048876497,2,7.44E-01,1,0.933710994,-18.85000028,-41.93333427,32.22,3725.5415,270920,62.39359098,61.54041723,8.257999741,14.71428366,0,0
102140,Ipatinga,Brasil,495,0.2396,65.5853,1837.1044,5.5871,69.9799,1.133138199,4.65477593,1211.742294,154.3881785,2.902369499,2,9.99E-01,4,0.973085867,-19.49999995,-42.53333271,25.44,7374.1635,551633,65.50144968,63.51133862,7.959840668,14.87883252,0,0
102141,Itabira,Brasil,170,0.1356,15.255,926.111,4.8086,80.5361,1.16998179,2.016263601,649.7738262,192.0447205,2.891223314,3,8.89E-01,4,0.968111931,-19.61666666,-43.21666706,25.51,2065.228,112794,63.78769815,63.21912034,10.07259789,16.56900583,0,0
102142,Juiz de Fora,Brasil,496,0.3454,78.1681,1862.1888,5.9904,92.6914,1.157906569,4.705116454,1335.138846,167.4651819,2.712110482,2,9.99E-01,4,0.999979052,-21.74999986,-43.33333199,19.05,6028.1856,530404,71.25418638,69.2397407,6.775666297,11.08001915,1,0
102143,Montes Claros,Brasil,268,0.0751,59.8799,3918.4958,5.7801,121.3921,1.041484023,2.57421351,531.7608691,118.2185501,3.153012401,2,9.69E-01,1,0.810589358,-16.71666708,-43.86666485,34.73,5453.7196,371840,68.02588678,69.7759901,8.023602015,16.11708825,0,0
102144,Passos,Brasil,166,0.124,21.8445,1592.9893,4.7322,92.8348,1.059290135,2.23596784,542.8931883,141.0003601,3.211293826,3,7.34E-01,1,0.92961828,-20.71666715,-46.61666482,19.47,1835.3624,109205,57.70107516,58.06988618,4.401340463,8.525398839,0,0
102145,Patos de Minas,Brasil,257,0.0806,18.07,2072.8309,4.6544,129.8159,1.077091816,1.630548218,418.715354,151.2136221,3.133521226,3,9.97E-01,1,0.994507322,-18.58333385,-46.53333268,17.99,2780.3802,142514,60.08932579,63.32135165,4.970722382,10.44261492,0,0
102146,Pocos de Caldas,Brasil,202,0.3691,68.1259,1295.6627,4.5413,84.6601,1.102412782,6.611737817,1571.481093,140.8190103,2.961455071,2,1.00E+00,2,0.946189199,-21.7999991,-46.56666547,14.41,2877.389,156615,66.89576552,65.42728242,5.117130933,8.797029205,0,0
102147,Pouso Alegre,Brasil,230,0.4234,32.7662,834.5407,4.5156,101.2835,1.085916363,7.72434518,1937.016882,145.4101234,2.989328955,2,1.00E+00,2,0.979052282,-22.21666713,-45.93333434,15.92,2132.721,134197,67.37430871,68.19895681,4.258930009,9.388661119,0,0
102148,Sete Lagoas,Brasil,339,0.6305,298.3082,3379.9196,5.1835,68.7799,1.071321904,10.89812342,2629.812463,142.8594327,3.126352093,4,9.98E-01,3,0.897389714,-19.45000071,-44.23333353,22.67,4745.5932,220025,65.1769909,65.69315733,6.614553638,13.17136715,0,0
102149,Teofilo Otoni,Brasil,157,0.0484,3.3345,846.6199,6.6748,157.0174,1.177166485,0.701517453,260.8266069,221.2632013,2.763819095,3,1.00E+00,4,0.883480774,-17.85240045,-41.50020028,42.53,1277.2735,138440,54.60064567,55.76687868,8.235361012,14.99886135,0,0
102150,Uberaba,Brasil,503,0.1112,48.1966,3716.9136,4.9368,95.5535,1.077274754,2.129255297,642.1910091,178.1943629,3.204318937,2,9.97E-01,1,0.989968791,-19.74999993,-47.91666782,15.22,5865.7345,304105,68.95888315,68.69576368,4.187948254,8.341085541,1,0
102151,Uberlandia,Brasil,947,0.2301,229.0911,7725.0759,6.7641,83.6303,1.041048318,3.96901493,929.8516534,137.0884746,3.239946845,4,1.00E+00,2,0.988671379,-18.91666586,-48.29999908,14.52,12203.6102,620577,70.30717923,71.13239857,4.139924989,8.412925739,1,0
102152,Varginha,Brasil,126,0.3186,85.6083,1602.8911,5.3731,88.3969,1.091213795,9.402489036,2007.007887,126.3215139,3.093535749,2,1.00E+00,2,0.799513151,-21.54937127,-45.43381735,17.51,2111.9364,126456,68.64879888,67.2139055,5.464508328,10.73436193,0,0
102153,Belem,Brasil,1561,0.6154,1288.6249,14156.1376,8.5301,65.7175,1.039016669,9.115940605,1807.061679,114.7540002,2.847982683,4,5.41E-01,2,0.842841443,-1.439000952,-48.49800256,38.74,23088.2827,2117767,73.14610927,74.7555054,8.557769155,14.99571655,1,0
102154,Castanhal,Brasil,240,0.2332,49.9745,1913.9415,5.593,94.5386,1.026835886,4.008427274,889.8535304,130.7440609,3.18496732,2,1.00E+00,2,0.982840438,-1.299999948,-47.91666782,50.34,2687.592,174457,57.77995001,62.76743187,7.581338611,16.41423351,0,0
102155,Maraba,Brasil,427,0.0282,1.8049,741.5077,3.338,187.195,1.095224734,0.334309521,99.16137059,167.5062985,3.030536913,3,1.00E+00,1,0.998770011,-5.349999782,-49.11666481,48.36,3682.5334,235435,54.56015991,58.97829205,10.79303559,17.90858837,0,0
102156,Parauapebas,Brasil,453,0.0658,1.7411,565.9556,3.3855,114.7738,1.079900413,0.935504971,223.3838081,137.9679885,3.199515462,3,9.97E-01,1,0.998097057,-6.067018074,-49.89224971,37.14,2118.3186,155071,65.02742762,66.60431602,8.70655772,18.46815312,0,0
102157,Santarem,Brasil,617,0.027,2.9056,1619.8694,3.5872,126.5603,1.096220757,0.213635816,80.37719208,212.1708117,3.169205658,3,1.00E+00,1,0.999513502,-2.459997067,-54.61000168,56.5,4105.3329,296806,57.23512739,63.85524857,14.59791565,19.73089233,0,0
102158,Campina Grande,Brasil,391,0.2986,123.8369,2963.3813,4.4242,87.0952,1.036026986,6.705395085,1234.025999,112.4455903,2.998794939,2,9.99E-01,2,0.987531406,-7.216666551,-35.88333503,45.19,5471.5367,471572,57.79009464,60.32557368,11.24852642,20.10424748,0,0
102159,Joao Pessoa,Brasil,862,0.6818,835.5892,7038.8941,7.2717,69.3678,1.037643112,17.03139803,3179.551484,111.8876326,3.076903434,4,1.00E+00,3,0.999999997,-7.115,-34.863056,38.89,15007.6786,1049093,64.80429182,66.44698341,8.620268516,14.26679505,1,0
102160,Apucarana,Brasil,183,0.3278,39.5551,1047.665,6.2312,94.5349,1.070970338,5.576265814,1751.1089,179.1577305,3.092031425,2,9.99E-01,2,0.821334797,-23.54768832,-51.48157463,13.68,2108.0685,124212,61.96611692,58.87173627,3.763116475,5.6994603,0,0
102161,Arapongas,Brasil,226,0.2686,57.6457,1392.2374,5.8411,79.491,1.051731131,6.228621992,1621.401981,151.7253731,3.080647883,2,1.00E+00,2,0.993664439,-23.3833331,-51.45000073,13.6,3484.2646,166424,61.82473331,58.61861016,3.807590462,7.589340426,0,0
102162,Cascavel,Brasil,404,0.1923,125.1745,4259.5967,6.4167,82.8786,1.050405808,3.319077847,922.2002964,154.3231506,3.229431183,2,9.63E-01,2,0.962262188,-24.95000075,-53.46666711,14.81,6174.1704,293999,67.8907998,65.894257,4.008181358,7.660586321,0,0
102163,Curitiba,Brasil,3689,0.7725,2880.8929,24567.9173,7.9119,66.4869,1.073134331,10.36938393,2712.265097,146.6533487,2.905966885,1,1.00E+00,3,0.903404409,-25.43000402,-49.28499866,13.16,55997.5444,2935284,72.76578986,69.76823521,4.185727161,7.133344561,1,1
102164,Foz do Iguacu,Brasil,364,0.5893,368.7032,3732.6985,4.648,65.14,1.037176719,10.40236502,2332.708637,127.4489999,3.123741206,4,1.00E+00,3,0.699253663,-25.54999908,-54.58333195,25.5,6101.6228,263062,66.32380676,64.19716575,5.70221708,10.88626556,0,0
102165,Guarapuava,Brasil,338,0.1084,29.2851,2424.5961,5.3065,91.5854,1.104548795,1.511671287,458.207675,182.41628,3.170252926,2,9.87E-01,1,0.998024364,-25.38333313,-51.45000073,29.16,3764.8806,171885,56.25440178,54.33094836,6.472566876,11.56043184,0,0
102166,Londrina,Brasil,752,0.3075,162.8731,3470.9291,6.838,86.984,1.061958011,7.049338561,1690.064454,142.9212658,3.063036947,2,5.52E-01,2,0.99432468,-23.29999907,-51.15000141,14.69,11476.8736,669378,67.89892723,65.54365537,4.275272176,7.589695864,1,0
102167,Maringa,Brasil,476,0.3846,434.2391,5493.0762,8.6832,74.2262,1.031078873,11.51749862,2704.963065,133.3497206,3.205181939,4,1.00E+00,3,0.986714052,-23.41666589,-51.91666779,10.97,9782.99,521648,67.58642612,66.26267132,3.63009339,6.498979384,0,0
102168,Paranagua,Brasil,192,0.2323,57.1053,1763.193,5.1447,75.786,1.045174523,3.055925135,696.2941809,128.1722418,2.907479046,2,1.00E+00,2,0.876590854,-25.51666629,-48.49999992,25.85,2677.056,144294,68.8690383,65.35847053,6.954418985,14.96807761,0,0
102169,Ponta Grossa,Brasil,511,0.2471,155.201,4438.4421,7.8273,76.131,1.078175227,4.25533074,1183.499662,155.7241629,3.130900436,4,8.16E-01,2,0.952447292,-25.08333391,-50.15000139,22.56,7229.8835,320097,67.85817882,63.01129708,5.287201446,11.20522912,0,0
102170,Toledo,Brasil,402,0.3358,27.3963,1198.7773,4.8396,98.7568,1.082693352,4.964013533,2025.710652,230.2123681,2.999152423,2,9.85E-01,4,0.999971342,-24.73333346,-53.74999988,14.24,2735.8914,122562,63.77537514,60.03289868,4.19935017,9.056998963,0,0
102172,Caruaru,Brasil,331,0.3595,91.2846,2245.1979,4.5402,124.3789,1.045079298,8.94703773,1609.978779,105.9907712,3.014443137,2,9.98E-01,2,0.927091109,-8.283333725,-35.96666707,40.8,3743.0142,321686,53.77398134,56.56920977,6.967718577,10.84328658,0,0
102173,Garanhuns,Brasil,143,0.3118,31.6504,1035.4713,4.9731,121.3185,1.052142701,8.229846561,1707.815346,122.173522,3.162971985,2,7.76E-01,2,0.975442081,-8.899999451,-36.48333347,52.72,1401.6574,132192,53.81231847,55.67970991,15.16278689,20.47007026,0,0
102174,Petrolina,Brasil,531,0.048,8.5237,1673.3403,4.9338,258.5153,1.068019918,1.174796625,306.903435,156.4877308,3.062977768,3,1.00E+00,1,0.997884171,-9.399999512,-40.49999989,48.85,5635.3437,508862,56.04353301,61.51948817,9.640389366,18.00472378,0,0
102175,Recife,Brasil,2129,1.1299,3724.024,19975.8195,9.5262,63.1107,1.05000431,21.04552626,3731.510871,104.0108769,2.84800134,1,1.00E+00,3,1,-8.084996968,-34.9149956,41,35128.7129,3588741,69.48018964,68.03124052,10.93887709,18.28786785,1,1
102176,Vitoria de Santo Antao,Brasil,65,0.1744,20.5579,763.9393,3.6114,186.9476,1.089177311,7.815027182,1570.621806,117.9056233,2.903244496,3,1.00E+00,2,0.960697561,-8.116666724,-35.29999906,57.09,1002.872,132770,44.5053767,48.42883428,11.72893314,22.16413272,0,0
102177,Parnaiba,Brasil,179,0.411,63.9845,1278.2731,4.0576,75.007,1.029393513,9.441598177,1910.173597,114.4551293,3.223127753,2,1.00E+00,2,0.792724952,-2.909166491,-41.77472298,52.52,2179.8978,146854,53.27190588,56.98941012,9.521603766,17.08255154,0,0
102178,Teresina,Brasil,1194,0.3808,300.3263,6754.9542,7.5915,70.9725,1.033934379,7.210392254,1478.448287,118.7242872,3.225562985,4,1.00E+00,2,0.987782609,-5.104998015,-42.80200157,41.91,13941.2634,976798,63.84667865,67.38992026,8.185444491,14.16092158,1,1
102179,Angra dos Reis,Brasil,358,0.4338,5.1418,203.4503,3.3453,76.9478,1.15011147,3.921811325,904.5994092,128.9049846,2.467317487,2,9.94E-01,4,0.999945196,-22.99999985,-44.29999911,25.32,2085.4932,170402,63.95292525,64.29523916,6.349571765,12.79204622,0,0
102180,Araruama,Brasil,680,0.6517,175.756,2373.0955,7.6363,75.1737,1.049606432,10.83688754,2582.072324,142.748412,2.838851773,4,7.10E-01,3,0.906485199,-22.88333314,-42.33333198,33.59,7727.384,210192,61.88603474,63.37186403,9.222602478,16.81678609,0,0
102181,Cabo Frio,Brasil,427,0.4725,42.6063,662.7435,4.177,79.8784,1.0425315,11.77073284,2298.325569,116.8107138,2.801500735,2,1.00E+00,3,0.969345035,-22.88333314,-42.01666631,27.71,5810.1463,303404,66.94701843,67.58148804,7.403383087,14.88750988,0,0
102182,Campos dos Goytacazes,Brasil,585,0.1453,31.7761,1963.032,4.4657,109.0971,1.083688668,2.176263993,671.5830778,183.3019222,2.90785645,2,7.08E-01,1,0.930156472,-21.761967,-41.315938,38.08,6518.07,466169,59.34961035,62.63359512,7.685849246,16.21045508,0,0
102184,Macae,Brasil,258,0.212,36.5763,1339.8516,6.7403,85.0116,1.1165858,4.010832733,1009.547646,148.0938853,2.733551555,2,9.99E-01,4,0.927012256,-22.380389,-41.791002,20.32,3321.9048,207815,72.95227538,71.84021311,5.559057436,11.3366723,0,0
102187,Nova Friburgo,Brasil,295,0.316,2.8485,203.038,4.2603,98.5131,1.241789999,3.86611873,1651.489116,234.6844922,2.316786529,2,7.16E-01,4,1,-22.26666626,-42.53333271,16.67,1309.682,183039,60.25586234,61.9902102,4.034929212,5.572146481,0,0
102188,Petropolis,Brasil,456,0.5728,0.652,35.028,2.9651,90.193,1.274037723,4.514732173,1885.748518,229.8906743,2.304873773,2,9.98E-01,4,1,-22.4999999,-43.16666782,23.27,1481.8632,297473,62.45091615,60.60651029,5.568187196,9.250785543,0,0
102189,Resende,Brasil,411,0.2954,18.3014,711.7497,4.4396,79.1533,1.160668361,3.402507111,1120.54003,196.74448,2.81203671,2,7.61E-01,4,0.999998944,-22.4666671,-44.45000071,21.89,3577.0563,166012,70.91476705,68.9329641,6.634171969,13.04216446,0,0
102190,Rio de Janeiro,Brasil,5586,1.167,9518.401,37172.154,9.761,62.4849,1.059326076,28.01322595,5733.784172,119.2910305,2.813586493,1,1.00E+00,3,1,-22.72157103,-43.45518559,24.98,122569.6878,11798818,74.3077386,71.69988154,6.58185376,11.90727468,1,1
102191,Teresopolis,Brasil,420,0.5448,7.2217,350.6219,4.5696,115.4701,1.262323701,3.5038185,1695.028809,264.0759724,2.33553719,2,9.97E-01,4,1,-22.416239,-42.973407,25.69,1587.852,164607,56.01628759,58.07579566,5.596280507,9.799228506,0,0
102192,Volta Redonda,Brasil,734,0.5298,98.2259,1862.0076,5.6618,69.9519,1.147157525,5.897343851,1640.031051,163.7928088,2.689918731,2,9.92E-01,4,0.999528026,-22.53333269,-44.11666482,22.4,7308.071,556021,71.23028227,68.32957993,7.022729022,12.42971619,0,0
102193,Mossoro,Brasil,265,0.1262,38.3606,2244.1617,5.5631,108.7599,1.029805318,4.092742949,863.7289154,123.4046004,3.096025105,2,9.97E-01,2,0.981199764,-5.19138901,-37.34472264,36.6,3589.213,267739,59.05674542,63.80169649,10.00672422,15.59151703,0,0
102194,Natal,Brasil,875,0.591,315.0392,3159.0874,4.9122,75.7308,1.047494297,19.60685569,3670.767825,112.3888469,2.974388789,4,1.00E+00,3,1,-5.805999041,-35.21099672,35.33,14764.225,1265118,67.66566377,68.65387941,8.714397831,14.28946347,1,0
102195,Caxias do Sul,Brasil,633,0.385,87.7352,2390.1938,7.3836,77.6394,1.113882129,5.72134063,1642.801628,169.9545986,2.807344922,2,9.74E-01,4,0.90813923,-29.16666591,-51.1833343,9,6035.7816,448805,72.3943178,68.58348713,3.284265145,6.633321504,1,0
102196,Passo Fundo,Brasil,266,0.3395,124.4761,2672.5183,6.278,77.231,1.074561339,5.309450971,1588.791743,168.8499016,3.045174538,2,9.98E-01,2,0.911937546,-28.26666626,-52.4000014,15.44,3648.9614,190445,72.46552671,70.68760393,3.408444615,6.836251111,0,0
102197,Pelotas,Brasil,507,0.2116,64.968,2806.0008,6.0082,129.3599,1.087165523,2.805580533,1053.512565,215.0808503,2.972299169,2,9.67E-01,4,0.978780327,-31.76666627,-52.33333204,25.4,5546.4279,363292,63.65527426,63.7840943,6.961146791,11.68535077,0,0
102198,Porto Alegre,Brasil,3931,0.8175,2537.4691,19714.3597,10.2299,64.6152,1.054106095,13.03419917,2943.670891,130.1043948,2.886803682,1,1.00E+00,3,0.999828335,-30.04000196,-51.20800169,17.18,61893.2019,3690846,73.168929,70.92427904,4.751295338,8.54756273,1,1
102199,Rio Grande,Brasil,326,0.1203,7.4983,667.3735,4.1987,83.2922,1.042312601,1.683954928,569.6325974,191.9075976,3.190815519,3,9.43E-01,1,0.998561444,-32.03578109,-52.08834006,22.5,3044.9704,203224,67.2175637,65.03456054,7.365861281,13.28741048,0,0
102200,Santa Cruz do Sul,Brasil,356,0.4857,55.8715,1591.879,5.7502,83.0405,1.108225863,3.633462241,1265.715366,196.1851333,2.863595303,2,1.00E+00,4,0.9983115,-29.7166671,-52.4333343,13.41,2572.7408,121973,67.60207969,65.67006443,5.308210895,7.147073637,0,0
102201,Santa Maria,Brasil,354,0.198,67.12,2666.7808,6.3164,71.2976,1.069322418,5.191083637,1418.679792,148.4134098,2.503064799,2,9.99E-01,4,0.589069045,-29.698895,-53.822747,17.71,4499.1984,268966,74.94241322,73.44055557,6.025740643,10.27868341,0,0
102202,Uruguaiana,Brasil,400,0.07,5.887,1486.3416,3.8602,208.5903,1.095495954,0.316988673,223.3458146,394.2559368,3.056834194,3,1.00E+00,1,0.999993066,-29.74999989,-57.08333205,33.8,2263.68,129248,69.98020541,70.07657068,7.062618773,14.06636254,0,0
102203,Ji-Parana,Brasil,220,0.0319,10.7188,2488.3647,5.7036,84.3735,1.056492067,0.419445179,145.9170127,194.4846595,3.140832328,2,9.03E-01,1,0.999797765,-10.83333285,-61.9666671,28.65,2970.55,124154,56.87781406,59.43932763,5.764647311,11.25222736,0,0
102204,Porto Velho,Brasil,901,0.022,10.7444,5012.9265,6.1441,110.6568,1.080905545,0.26959731,131.1373195,277.0559409,2.987895503,4,9.83E-01,1,0.999708294,-8.762004021,-63.9060027,25.93,8775.0192,477310,63.84541662,69.17756174,5.239766646,10.59500409,0,0
102205,Boa Vista,Brasil,392,0.0689,57.2805,4750.6157,5.4751,100.5706,1.044316116,1.491034711,467.5154692,174.3234867,3.346287829,2,9.69E-01,1,0.999161843,2.817998991,-60.66399562,34.81,6857.452,290750,68.27809191,74.70711751,7.282725955,11.72630893,0,0
102206,Balneario Camboriu,Brasil,193,0.7465,128.4483,1418.5708,5.822,64.2205,1.057812623,12.60768147,2811.475747,127.6563016,2.807146353,2,9.95E-01,3,0.999347893,-26.98333347,-48.63333497,8.58,2341.1672,173259,73.25975536,73.1884648,3.783688784,6.127556194,0,0
102207,Blumenau,Brasil,1707,1.0171,184.8633,2441.6317,7.889,71.5472,1.105709518,6.087679901,1963.427887,165.8840243,2.3417903,4,9.97E-01,4,0.997775266,-26.93333235,-49.04999912,6.24,12707.2494,494396,68.05448076,62.73187295,2.846650813,4.316061419,1,0
102208,Brusque,Brasil,541,1.1815,36.9801,507.7145,4.8603,71.5817,1.090795121,6.130007135,1832.879636,161.4671447,2.302474591,2,9.22E-01,4,0.992286533,-27.10000029,-48.93333429,6.71,3335.0486,125976,61.7871877,56.58598918,2.466295721,3.644469185,0,0
102209,Chapeco,Brasil,400,0.6389,130.9977,2399.2796,5.8544,77.0302,1.097913716,12.23337277,3405.681047,152.6384309,2.813243973,2,9.97E-01,3,0.999982101,-27.10000029,-52.59999837,11.42,3418.48,186555,66.25835193,65.73437189,3.472681403,7.615440659,0,0
102210,Criciuma,Brasil,934,0.6561,39.699,686.7765,4.4381,81.2565,1.046601858,9.138153787,2424.163312,148.8968979,2.845956354,2,9.36E-01,2,0.708471038,-28.66666585,-49.38333501,10.55,8228.6334,336741,65.29886154,60.32434304,4.02771622,8.693207781,1,0
102211,Florianopolis,Brasil,1468,0.6481,246.9043,3578.8986,7.5179,66.7889,1.077205444,7.962474411,1959.664606,134.5212909,2.556739688,4,9.98E-01,2,0.811427319,-27.595378,-48.54805,8.83,15627.0068,865996,77.50719559,76.46489963,3.873707326,6.457658891,0,0
102212,Itajai,Brasil,685,0.9805,157.7112,1386.2537,5.8337,71.5361,1.041970907,12.96334957,3115.256896,135.1637871,2.808152645,2,7.18E-01,3,0.999955903,-26.918295,-48.6617443,13.05,7947.9865,313618,65.13200898,62.45502891,4.142245574,7.91219137,0,0
102213,Jaragua do Sul,Brasil,896,0.9309,91.53,1590.7565,5.3656,75.2759,1.096992262,5.13077825,1798.77357,188.3207062,2.378083248,2,7.44E-01,4,0.999773652,-26.48333352,-49.06666546,8.19,5537.9968,196802,68.60965213,63.44975973,3.796437561,5.883483131,0,0
102214,Joinville,Brasil,844,0.5589,686.2755,7878.1127,6.5222,67.4776,1.053053754,7.387134176,1893.207327,141.8932174,2.670031005,4,1.00E+00,2,0.954064942,-26.29999912,-48.83333204,9.6,13154.162,549000,76.29260111,69.68216635,3.973554202,7.301708838,1,0
102215,Lages,Brasil,163,0.0619,27.1794,2055.902,4.3277,75.7995,1.101975164,1.652518107,520.9554692,178.7096062,2.986449864,2,7.00E-01,1,0.990869663,-27.80212896,-50.32018145,24.53,3478.8601,159310,66.54018674,63.27456962,5.592121372,10.98234114,0,0
102216,Aracatuba,Brasil,279,0.239,96.7933,2825.5624,5.9704,82.4727,1.027671063,5.280162699,1100.306198,119.6632865,3.294279176,2,9.99E-01,2,0.990110273,-21.20131644,-50.41854393,15.54,3999.5208,186968,69.4509241,67.85985686,4.660530436,8.81574975,0,0
102217,Araraquara,Brasil,404,0.3587,118.9302,2392.768,5.3179,78.2378,1.042288246,7.747032845,1664.383068,125.1234384,3.167924528,2,9.99E-01,2,0.984538297,-21.78306989,-48.16687807,13.09,5598.632,250355,70.77456951,68.2152444,5.691704871,11.6980948,0,0
102218,Araras,Brasil,242,0.3754,64.3746,1438.9066,4.8085,82.3498,1.052191698,6.41281875,1316.979553,129.7129621,3.050234427,2,1.00E+00,2,0.994744003,-22.36666674,-47.38333497,13.57,2883.8656,122370,66.64008525,62.50505848,5.018159181,11.63940584,0,0
102219,Atibaia,Brasil,635,1.0818,82.9998,1201.3881,5.2578,79.0044,1.100252635,7.688031418,2427.317497,185.7606649,2.794733045,2,9.59E-01,4,0.857294924,-23.11666667,-46.54999913,19.12,4055.237,150653,60.20539128,61.33054391,4.330886005,8.668002995,0,0
102220,Santos,Brasil,1052,0.5451,394.5275,3396.9103,5.5158,63.541,1.035264277,14.39640361,2766.630855,109.9455008,3.095351344,4,1.00E+00,3,0.999973415,-23.95469701,-46.3094906,20.69,22413.386,1664462,72.11505905,70.25929118,7.529572509,13.38568362,0,0
102221,Barretos,Brasil,310,0.198,29.953,1932.7163,4.8524,84.757,1.076479322,2.824732305,1010.469371,204.8461292,3.278489117,2,9.68E-01,4,0.773591911,-20.5499991,-48.54999906,14,2426.029,115428,67.15753165,67.95470601,4.536229271,9.373680731,0,0
