SALID1,L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,URBAN_PROF,URBAN_PROB,TRANS_PROF,TRANS_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY
102222,Bauru,Brasil,261,0.3909,309.5481,3146.5811,5.505,66.8714,1.034867879,15.16932214,2863.549886,108.1150491,3.277915178,4,9.98E-01,3,0.999997352,-22.31666749,-49.06666546,14.6,6567.9345,354144,73.07858857,70.05285442,5.22848,8.512373593,0,0
102223,Birigui,Brasil,147,0.2769,61.583,1509.4156,3.7869,77.9661,1.018083979,6.732177445,1411.390831,118.7279378,3.314196242,2,1.00E+00,2,0.984191309,-21.29999914,-50.31666546,11.11,2166.2067,111955,66.69576193,64.18367692,3.70797405,4.883060218,0,0
102224,Botucatu,Brasil,252,0.17,28.8248,1459.7689,4.8654,90.8088,1.082283305,3.470015947,1074.661202,176.9965879,3.117535381,2,8.10E-01,2,0.505861373,-22.86666669,-48.43333433,17.2,2927.8872,131107,69.38839878,67.80945936,5.342712596,10.87642966,0,0
102225,Braganca Paulista,Brasil,457,0.8916,57.9564,970.952,4.7365,82.4349,1.086099054,7.834536636,2108.531453,159.8678124,2.876182468,2,9.98E-01,2,0.959007107,-22.95000072,-46.56666547,16.38,3059.4779,151099,65.51602058,65.6263854,4.943925554,9.160943709,0,0
102226,Campinas,Brasil,4018,1.1839,817.3556,4665.471,7.3221,67.0097,1.055720344,20.79399682,4322.64809,121.9514366,2.99202959,1,1.00E+00,3,1,-22.90007967,-47.08350276,14.25,59459.5694,2898268,69.39511408,66.60148213,5.330835246,9.696220586,1,0
102227,Catanduva,Brasil,183,0.6296,173.732,1891.1128,5.8672,68.4647,1.026132833,13.35409291,2450.139089,106.3371667,3.297747307,2,9.85E-01,3,0.998961189,-21.13333308,-48.96666708,10.49,2670.1164,116168,65.20660729,62.11053655,4.220236889,6.970053254,0,0
102228,Franca,Brasil,242,0.3996,403.41,4165.6195,6.8419,66.5673,1.030179962,14.65280678,2698.440377,107.0539304,3.198707256,4,1.00E+00,3,0.999977573,-20.53333265,-47.40000142,14,5864.8458,328096,69.88392601,67.31237044,4.254785459,7.333360153,0,0
102229,Guaratingueta,Brasil,338,0.2537,31.9968,915.1141,3.9824,81.3241,1.086296238,4.466529504,1042.539234,138.0486498,2.933565419,2,9.45E-01,2,0.933944423,-22.81666745,-45.2166671,22.55,4658.3836,256403,71.56797592,69.32446395,7.116844082,11.79020241,0,0
102231,Itapetininga,Brasil,247,0.138,15.3751,1084.1017,5.2132,165.3388,1.078920048,2.165266049,627.7268849,170.0662604,3.05067645,3,1.00E+00,1,0.972679236,-23.60000028,-48.0499991,24.34,2539.0859,148662,64.12905955,63.7961996,5.954237524,12.79820448,0,0
102233,Jau,Brasil,203,0.2961,74.8622,1844.1919,5.596,82.4918,1.038899822,6.096769108,1199.741074,118.216183,3.165912177,2,1.00E+00,2,0.992982755,-22.29999905,-48.54999906,10.57,2782.8052,134929,63.39553038,59.72322962,3.330640492,5.374550166,0,0
102234,Jundiai,Brasil,1447,1.9386,721.6985,4033.4472,8.3616,69.4125,1.088971495,18.283143,4243.457055,136.9056988,2.727795377,4,1.00E+00,3,1,-23.18333225,-46.86666479,12.78,13355.6653,613839,70.11231375,65.88634704,5.364286469,9.065598261,0,0
102235,Limeira,Brasil,469,0.674,367.7076,4013.9752,6.4923,75.7359,1.051700001,11.26249753,2318.846705,121.3371463,3.053557154,4,1.00E+00,3,0.88163536,-22.56659027,-47.40077624,16.24,6374.0852,304836,65.62396287,61.24254966,4.517543783,9.296821019,0,0
102236,Marilia,Brasil,154,0.1316,110.4455,3104.4375,7.1717,72.6046,1.068437219,6.069441986,1445.855988,139.7273514,3.103874586,2,9.83E-01,2,0.994205756,-22.21503758,-49.92153457,15.81,4163.5748,223177,71.68075058,68.31101874,5.957295148,11.16349145,0,0
102237,Mogi Guacu,Brasil,558,0.4031,84.7241,1905.4075,4.9425,83.4021,1.043918191,5.317034326,1258.868402,143.3360974,3.050130939,2,1.00E+00,2,0.991412836,-22.36666674,-46.9500007,15.16,6154.8516,240732,64.45109842,61.68850837,5.640524793,11.98261341,0,0
102238,Ourinhos,Brasil,121,0.4084,152.6392,1791.3975,4.1463,70.8861,1.059393463,11.63750134,2418.293564,122.9210019,3.17032818,2,9.99E-01,3,0.94689069,-22.98333351,-49.86666485,18.06,2524.2294,106093,66.56226203,63.61914701,5.19417497,12.45445324,0,0
102240,Piracicaba,Brasil,467,0.3388,209.5612,3931.8855,7.9195,76.2888,1.068411611,7.287984052,1657.603781,132.3769563,2.933496912,4,9.62E-01,2,0.987726742,-22.71666708,-47.63333495,14.32,7346.7039,375390,68.1920697,65.49095233,4.844799956,10.03432714,0,0
102241,Presidente Prudente,Brasil,314,0.345,113.0457,2170.3033,5.1552,84.9262,1.049977444,10.71868723,2020.041788,111.0926966,3.122724714,2,1.00E+00,3,0.568132328,-22.11666665,-51.36666482,14.79,4740.3952,237982,71.3109403,69.76614344,5.844631617,10.39437409,0,0
102242,Ribeirao Preto,Brasil,438,0.6727,1149.6117,6570.1414,6.2338,63.9203,1.041561818,25.91432904,4760.6713,106.5262985,3.033347185,4,9.99E-01,3,1,-21.16666588,-47.79999912,11.32,11392.4676,622626,72.73589125,71.01711423,4.246774256,7.004882518,0,0
102243,Rio Claro,Brasil,268,0.449,189.7582,2580.0544,5.012,76.2825,1.038267646,9.134893193,1784.178333,113.3677679,3.202814991,2,9.90E-01,2,0.900934388,-22.39999953,-47.54999914,12.07,4390.0276,214056,71.15000486,65.79352887,5.420270272,9.435590437,0,0
102245,Sao Carlos,Brasil,400,0.3516,124.5377,2888.4743,5.4998,89.2325,1.047287054,5.991977195,1331.617816,131.3188994,3.10109655,2,9.99E-01,2,0.994948466,-22.01666628,-47.90000138,10.88,4905.08,228537,74.48450934,70.08013368,5.199619568,11.32977926,0,0
102246,Sao Jose do Rio Preto,Brasil,748,0.7608,418.8753,4054.7635,5.2655,71.7944,1.040576418,18.15434334,3540.970863,114.5827977,3.164552374,4,1.00E+00,3,1,-20.812949,-49.382358,11.46,10157.2416,499006,69.10555103,67.37161247,3.730317181,6.513539734,0,0
102247,Sao Jose dos Campos,Brasil,1121,0.58,155.9608,2077.0731,4.7208,71.7134,1.08199099,9.560118828,2181.298138,134.6084015,2.831975881,4,9.34E-01,2,0.649371067,-23.226409,-45.891854,16.89,14513.1386,953363,73.66317437,70.72832002,6.724427591,11.11030407,0,0
102248,Sao Paulo,Brasil,5160,0.9149,41125.5507,125647.3959,12.0105,62.7077,1.071662463,35.74948798,6742.708294,112.4557789,2.874320526,1,1.00E+00,3,1,-23.580999,-46.62299658,21.17,184608.288,19987817,71.15359686,68.95890713,6.710794373,10.81233961,1,1
102249,Sertaozinho,Brasil,169,0.4195,81.3946,1464.3732,4.6979,68.7975,1.037477288,8.893899667,2008.312994,131.7243356,3.207361327,2,1.00E+00,2,0.922003487,-21.13333308,-47.98333351,13.57,2239.0134,113341,61.22744158,60.05716164,4.878889802,9.949541078,0,0
102250,Sorocaba,Brasil,1074,1.2077,955.8543,6336.9741,8.0384,66.8035,1.06288925,19.20161323,4183.499901,126.7541473,2.853585417,4,9.98E-01,3,1,-23.48333346,-47.45000066,15.09,13414.1526,744181,71.24859293,68.16925296,6.717317742,12.77971949,1,0
102251,Tatui,Brasil,225,0.4298,42.4658,1034.3842,5.002,89.9862,1.061899658,5.084676871,1377.003112,160.5670483,3.072399728,2,1.00E+00,2,0.971949999,-23.3500003,-47.84999836,19.37,2149.29,110511,62.27696767,60.21250031,4.636141383,10.29568909,0,0
102252,Taubate,Brasil,630,0.4075,84.7514,1551.9641,4.2633,69.2909,1.062561304,7.152786692,1606.382828,132.6030344,2.906689325,2,9.99E-01,2,0.98912398,-23.03333275,-45.54999911,18.15,8442.189,480513,73.50493828,70.2590525,6.571369924,13.32605941,0,0
102253,Aracaju,Brasil,827,0.9553,223.377,2026.6288,4.0678,71.7057,1.063059915,18.78848213,3441.985048,110.6067887,2.921417399,4,9.69E-01,3,1,-10.91099699,-37.06000157,38.24,9542.0087,856846,69.11829716,70.45630858,9.3965666,16.90157632,0,0
102254,Araguaina,Brasil,328,0.082,19.4899,2195.9651,4.8648,80.8319,1.05396733,1.514963388,422.0063603,157.6162998,3.246778839,2,6.90E-01,1,0.99676069,-7.198507049,-48.19642054,32.58,3550.4032,154362,63.71510665,69.32839748,6.302400421,11.47488332,0,0
102255,Palmas,Brasil,315,0.1419,31.1385,1108.3604,4.745,90.2329,1.079999788,4.545097691,1142.751937,148.6406478,2.963480963,2,8.14E-01,2,0.944250551,-10.249091,-48.324286,23.52,6234.48,234217,75.80880006,80.38491873,5.432047545,10.46499941,0,0
102256,Tubarao,Brasil,335,0.6444,73.6138,1183.9701,5.8097,71.1842,1.079795524,7.526462335,2115.528418,156.6557115,2.699388846,2,9.99E-01,2,0.9010547,-28.47608461,-49.02190718,9.88,3232.2475,131679,69.06155619,64.53965683,3.80743942,5.613195844,0,0
102257,Bento Goncalves,Brasil,458,0.5874,23.9977,580.7868,3.8673,84.5407,1.186597484,4.869544295,1916.893993,222.1479475,2.787822497,2,1.00E+00,4,1,-29.167888,-51.53896091,5.6,3221.801,168119,67.82980947,65.91848259,3.221726998,6.299588789,0,0
102258,Caraguatatuba,Brasil,391,0.442,79.6197,1452.8969,5.8752,64.6305,1.076832405,7.27713085,1541.806321,111.8768411,2.76390561,2,9.99E-01,2,0.950439696,-23.62291527,-45.40402603,21.41,4848.0481,179969,65.14602674,66.68838949,5.774715932,10.39855155,0,0
102259,Parobe,Brasil,394,0.444,25.0805,660.9301,4.6915,72.5134,1.100586663,4.562463414,1571.600482,196.4977086,2.773599535,2,9.99E-01,4,0.997065813,-29.62516513,-50.83155417,15.15,3367.518,166567,58.39204408,56.18924741,3.772403432,5.886712127,0,0
102260,Rio das Ostras,Brasil,173,0.2508,48.601,1070.6565,4.5109,72.525,1.082356498,7.472162489,1872.738288,145.5653224,2.871361955,2,1.00E+00,2,0.977033797,-22.52482134,-41.94846881,20.04,3130.6426,141765,69.82758485,72.24586269,5.700737661,13.67404175,0,0
103101,Arica,Chile,287,0.0598,9.8919,1749.0219,4.9524,100.1117,1.079796101,1.131474059,262.7027463,125.6447122,3.014373038,3,8.82E-01,1,0.995567918,-18.48333348,-70.33333581,8.86,2712.4083,215348,87.99968321,84.43829552,17.56124165,18.3043703,0,0
103102,Iquique,Chile,140,0.0489,7.6162,864.6264,2.9482,113.8007,1.074274966,1.622316379,378.2512188,137.7903756,3.103786541,3,9.99E-01,1,0.991165384,-20.22100207,-70.14899669,6.58,2522.072,272419,91.04081019,88.34115676,14.28062932,13.5666299,0,0
103103,Antofagasta,Chile,262,0.0085,2.3645,2045.4179,4.5407,159.1956,1.110787612,0.246399905,92.84334904,184.9737847,3.024769249,3,1.00E+00,1,0.9974909,-23.64100205,-70.39899865,5.12,3550.0476,348840,91.50823681,88.39326242,10.2056527,10.90371668,0,0
103104,Calama,Chile,196,0.0126,2.3223,1341.8669,3.6005,139.2676,1.093851185,0.371418193,136.4857962,217.4420924,2.970775288,3,1.00E+00,1,0.998847771,-22.4666671,-68.93333432,4.97,2699.8216,162687,90.27658523,85.2856444,9.908088235,11.66503548,0,0
103105,Copiapo,Chile,259,0.0146,2.3087,1569.7839,5.9281,211.6383,1.129454209,0.221958876,121.457538,323.0502811,2.882439848,3,1.00E+00,1,0.996943403,-27.36000006,-70.33200259,4.62,2616.1072,155871,85.0301416,83.25824775,13.85940257,15.58669002,0,0
103106,La Serena-Coquimbo,Chile,693,0.2084,20.362,1121.2145,3.7861,86.4973,1.087437851,3.652063883,744.768129,118.9177365,2.864868575,3,8.73E-01,2,0.832571749,-29.90777769,-71.25416554,9.24,6039.4257,401009,85.07161089,83.51393915,17.59215314,16.62905162,0,0
103107,Valparaiso-Vina del Mar,Chile,420,0.3685,142.8782,1809.0051,5.0801,65.4765,1.089076502,16.15895761,2751.780093,96.22295269,2.681151126,2,9.98E-01,3,0.999999867,-33.04777901,-71.60111233,10.82,9001.524,925276,90.22920579,87.44223511,14.53660546,14.51486893,0,1
103108,Quillota,Chile,240,0.547,45.0394,808.9311,4.8067,75.8343,1.063438431,8.452713274,1671.361989,116.7911764,2.767034393,2,1.00E+00,2,0.928677899,-32.88333499,-71.26667014,14.12,2442.696,158287,80.25612822,78.88975393,14.09105529,15.3405437,0,0
103109,San Antonio,Chile,289,0.3896,9.2127,305.744,3.4396,81.8317,1.077411995,5.739610675,1431.944501,150.2857298,2.859052712,2,9.57E-01,2,0.954677047,-33.59333413,-71.62166594,7.71,2235.3283,122705,81.15909883,79.73927373,21.21058904,21.17203665,0,0
103110,Santiago,Chile,1054,0.4353,15324.0091,56153.1707,7.122,63.4101,1.052419697,42.08666132,5953.925324,82.8669388,2.945620519,1,1.00E+00,3,1,-33.47502305,-70.64751555,6.82,66078.1058,6213766,88.11663808,84.60307409,12.75542339,11.77235398,1,1
103111,Rancagua,Chile,892,0.2493,30.5724,1788.6072,4.2403,87.8278,1.097306494,2.507746712,482.9991166,111.8583721,2.740724303,2,7.88E-01,1,0.770254277,-34.16666778,-70.74999986,12.15,6115.8196,313734,83.15815394,81.27028951,11.86735511,13.4608514,0,0
103112,Talca,Chile,540,1.1376,247.9689,2726.1283,5.8558,72.8071,1.058822228,16.35119233,2688.139624,96.10500602,2.869968706,4,9.96E-01,3,0.999999595,-35.42300104,-71.6599977,13.99,4317.84,258586,81.20552677,80.39043318,16.0857202,15.81125558,0,0
103113,Curico,Chile,395,0.2963,21.8777,1083.0524,3.2114,81.9089,1.087238522,3.017826185,626.9179062,118.0462212,2.754143646,2,6.88E-01,2,0.492249364,-34.98333351,-71.2333297,15.42,2692.794,136839,77.12183797,76.3104587,12.5882647,11.68114108,0,0
103114,Concepcion,Chile,568,0.2792,177.5667,2955.3639,5.7665,64.7158,1.100667872,10.63572849,1916.380857,104.2684256,2.770027855,2,9.40E-01,3,0.821482164,-36.82600195,-73.05499764,13.4,12224.6096,994590,85.69964828,81.56415521,15.17486003,14.4312614,1,0
103115,Chillan,Chile,557,0.7554,95.5931,2027.59,4.3383,77.8001,1.060750597,7.477231827,1538.372644,115.8358678,2.722377622,2,9.98E-01,2,0.957802165,-36.612622,-72.106459,16.26,3476.4041,203974,81.38693591,79.99158131,15.62798055,14.51229183,0,0
103116,Los Angeles,Chile,1117,0.6383,16.4112,932.0212,3.5622,113.226,1.066584125,2.736837982,813.4653251,168.1707414,2.735855263,4,9.03E-01,4,0.631823721,-37.46204968,-72.35262433,19.58,3081.4679,186616,75.09458174,73.4494961,12.15390235,13.12303155,0,0
103117,Temuco,Chile,634,0.6831,91.5323,1994.7149,4.0118,74.1904,1.075697693,9.482285402,1943.898976,118.5685535,2.869458593,2,9.98E-01,2,0.75033489,-38.728998,-72.57599956,16.55,4259.1486,351759,83.6518671,79.58169761,16.07058924,13.90466953,0,0
103118,Valdivia,Chile,269,0.2784,18.1671,932.433,4.4155,70.0802,1.125126711,4.390523367,950.9064008,123.7994704,2.79541109,2,5.55E-01,4,0.907981015,-39.819586,-73.24521,9.93,1882.2468,158807,83.91774949,79.45567946,14.18855681,13.94889904,0,0
103119,Osorno,Chile,450,0.4712,44.4871,1740.8861,5.4372,94.8936,1.075278266,4.607272316,1054.335606,134.7510472,2.855905067,2,1.00E+00,2,0.950513791,-40.56666548,-73.15000137,15.8,2440.26,156253,79.08584793,73.63354177,14.42665102,13.73772968,0,0
103120,Puerto Montt,Chile,576,0.3439,31.0101,1334.9909,3.746,72.959,1.087442413,4.133509992,941.8496198,132.2342645,2.760877132,2,9.91E-01,2,0.774078855,-41.47499693,-72.9520016,11.98,3890.3616,222276,80.81350259,75.45387659,11.10511682,10.90714733,0,0
103121,Punta Arenas,Chile,186,0.0105,2.114,1463.603,3.6931,101.0942,1.090509007,0.226577692,64.89546102,166.3953359,2.987715517,3,9.77E-01,1,0.998328717,-53.16616806,-70.93465171,4.42,2565.9072,126849,87.3097615,82.48849212,9.321799945,10.54448721,0,0
104101,Apartado,Colombia,43,0.0783,3.4725,367.7264,3.1913,116.9186,1.083376661,3.040933478,445.8102714,85.44227734,2.962525667,3,9.99E-01,1,0.923892252,7.900000107,-76.65000138,0,518.8509,153319,71.31782946,67.68701707,4.532843737,4.417694854,0,0
104102,Medellin,Colombia,543,0.5699,1542.3277,10391.5472,7.5022,66.4517,1.141507644,21.32852425,4264.106849,115.2401881,2.858787537,4,9.62E-01,3,1,6.240996044,-75.59199866,0,14141.6748,3498683,81.60176007,80.21689888,6.011238293,5.290007313,1,1
104103,Barranquilla,Colombia,349,0.7059,1708.6777,7553.6585,4.0317,64.6677,1.025662496,36.24051699,5473.541203,86.27767131,3.172308156,4,9.91E-01,3,1,10.963889,-74.796389,0,11184.4728,1898007,83.1146122,81.05303391,12.15697862,10.69770933,1,0
104104,Cartagena,Colombia,301,0.3603,265.5649,3286.2795,5.783,242.2291,1.050187174,14.01156051,2252.164075,93.23566572,2.884019886,4,1.00E+00,3,0.999308529,10.41399896,-75.53400259,0,6750.527,1011830,83.3458102,81.53124614,10.79997651,10.16112508,1,0
104105,Tunja,Colombia,46,0.1193,1.9526,116.3285,3.1275,122.9436,1.089282788,6.463122678,1343.267187,121.9503276,2.910356537,3,1.00E+00,2,0.972943929,5.546996963,-73.36199664,0,647.4592,195143,87.63455871,84.52566096,8.154102836,9.171405672,0,0
104106,Manizales,Colombia,128,0.1427,13.4633,699.2786,4.8246,97.1059,1.27222144,5.473375827,1170.713081,125.7711293,2.92503044,3,9.46E-01,4,1,5.068889,-75.5175,0,1727.1936,439610,81.50328277,80.65146688,7.223834821,7.367109075,0,0
104107,Florencia,Colombia,112,0.0472,3.2418,768.0702,3.8357,185.0827,1.152320226,0.379390356,90.21700082,136.8526377,2.916820702,3,1.00E+00,1,0.879195641,1.60599601,-75.61500271,34,1002.2432,157494,68.77291263,68.96209706,9.313193691,8.791208791,0,0
104108,Yopal,Colombia,191,0.0769,4.7226,788.8295,2.9607,162.403,1.12799368,1.219931046,383.3319892,180.189941,3.070479492,3,1.00E+00,1,0.992165469,5.349999932,-72.38333121,0,1486.6294,123368,77.54384274,76.11861898,7.753082132,7.60143811,0,0
104109,Popayan,Colombia,170,0.352,38.9243,954.2424,4.251,78.6953,1.118387729,5.552003182,1068.536629,112.4834592,3.003252033,2,1.00E+00,2,0.619919713,2.420001028,-76.60400372,31.4,1969.739,265839,81.48194992,77.69209136,11.92700209,12.04281654,0,0
104110,Valledupar,Colombia,211,0.05,15.7304,2271.5563,4.6306,116.7267,1.052409441,1.310833558,283.7315798,121.7101258,3.279589472,3,9.48E-01,1,0.995952168,10.4833,-73.25,35.5,2923.4683,403444,78.22779935,77.37991382,9.875335064,8.820519381,0,0
104111,Quibdo,Colombia,76,0.0211,1.7317,709.8233,4.3536,370.1319,1.075058714,0.116658317,25.37788418,118.5818851,2.585690516,3,1.00E+00,1,0.928657145,5.699999754,-76.63333116,49.2,878.8488,114524,71.60618679,69.09525231,13.48609794,8.96348211,0,0
104112,Monteria,Colombia,258,0.0833,11.878,1522.7614,4.1865,117.5562,1.067156415,1.520555585,347.8095513,130.2404888,3.164830991,3,9.96E-01,1,0.99252402,8.748056,-75.881389,31,2416.041,409542,78.87252177,76.77621203,6.280949704,7.049184761,0,0
104113,Bogota,Colombia,1728,0.5665,3456.4248,25413.8532,6.2521,65.4451,1.066487235,21.19131231,3306.944857,91.15625116,2.898188161,1,1.00E+00,3,1,4.630220967,-74.08051163,0,41486.1696,8546797,87.03828184,85.12493664,6.608494685,6.345364024,1,0
104114,Neiva,Colombia,212,0.1035,30.5667,2073.6957,6.3797,103.2299,1.054238548,3.152132336,452.4669655,83.35714738,3.282299457,2,9.87E-01,1,0.952584149,2.928995997,-75.28400064,0,3017.8836,360268,78.7453989,78.3970488,9.428987618,6.132461161,0,0
104115,Riohacha,Colombia,135,0.0439,5.4001,1060.4336,3.1857,162.7007,1.036164563,0.857766865,205.1083613,132.4451121,3.279125384,3,1.00E+00,1,0.997436527,11.55200394,-72.89800164,45.5,1567.7145,213091,80.00320847,78.80877075,9.448468417,9.396682746,0,0
104116,Santa Marta,Colombia,298,0.0687,11.7568,1159.9342,3.8258,89.5415,1.097076559,1.645980769,315.5962908,108.3386419,3.05330772,3,9.68E-01,1,0.996392823,11.25000007,-74.18099661,0,4397.3178,578682,78.8076412,79.00104075,12.03329628,10.51873411,0,0
104117,Villavicencio,Colombia,564,0.4297,26.7392,978.3313,3.5668,92.5683,1.064004967,4.011460177,738.2844707,106.6363877,2.884197259,2,9.98E-01,2,0.931036044,4.149998972,-73.6399976,19.8,3587.6604,431521,78.73335087,78.29810149,7.171488529,6.330035177,0,0
104118,Pasto,Colombia,131,0.1093,18.5459,1251.6818,4.7682,85.6006,1.12920471,3.383602638,594.9694556,103.3215749,2.943820225,3,8.76E-01,4,0.826692331,1.213611,-77.281111,23,1775.967,411697,80.77271231,75.89394388,10.0075709,9.342010864,0,0
104119,Cucuta,Colombia,349,0.2581,152.2782,2988.3182,5.7438,76.2035,1.090589598,6.973410694,1681.665019,133.9226481,3.053486918,2,9.96E-01,2,0.983429132,7.891002001,-72.50300058,0,6890.9352,768841,71.00865578,70.83417022,4.232816936,3.405624157,0,0
104120,Armenia,Colombia,240,0.7134,69.6579,1108.8109,6.065,70.4033,1.097033888,12.10537034,1866.792538,89.231325,2.807509881,2,9.99E-01,3,0.967070965,4.530995972,-75.69800071,0,2113.464,364538,75.49170536,76.13929493,9.232176697,8.574660634,0,0
104121,Pereira,Colombia,483,0.3951,49.4,1675.637,7.1907,74.7879,1.205512034,5.011485728,1238.174835,141.5748633,2.887934505,2,9.96E-01,4,0.999999921,4.813333,-75.696111,0,3604.2426,717354,75.95013682,74.29412931,5.163405922,4.69199964,1,0
104122,Barrancabermeja,Colombia,253,0.2044,23.5927,1214.916,4.2298,82.7828,1.094416228,1.766244079,448.7925023,144.0740714,2.930943396,3,5.55E-01,1,0.983954522,7.050000223,-73.86666861,0,2403.0952,191498,78.31888259,74.11394959,12.92950198,9.801516015,0,0
104123,Bucaramanga,Colombia,494,0.4015,110.6311,2366.534,6.2084,77.1284,1.231150399,7.74818278,2089.20616,153.9850004,2.790433557,2,9.98E-01,4,0.999999982,7.125278,-73.119722,0,5751.889,1074918,79.92458103,79.02728208,6.515279232,5.605998746,1,0
104124,Sincelejo,Colombia,75,0.2673,91.7758,1499.6104,4.8163,71.6308,1.049763798,13.89746369,2190.756293,90.41088617,3.03295731,2,1.00E+00,3,0.998514455,9.306999005,-75.39200057,32.4,1716.93,256255,73.44278707,72.4786797,10.22046697,9.47040977,0,0
104125,Ibague,Colombia,233,0.1693,32.0864,1503.7798,4.9658,88.5637,1.185139118,5.813890641,1112.821379,126.7969396,2.645108696,2,9.38E-01,4,0.999996575,4.440996029,-75.24399562,17.3,2936.8718,526527,80.96694623,80.97586676,8.147147061,8.40483545,0,0
104126,Buenaventura,Colombia,215,0.0316,2.2883,969.6271,4.9579,133.5332,1.143081644,0.202666154,59.1681066,155.429916,2.643363728,3,1.00E+00,4,0.575274723,3.88333317,-77.06666553,0,1606.6735,362764,70.52555502,68.18924324,10.52537559,9.012909951,0,0
104127,Cali,Colombia,818,0.503,843.2658,9347.5104,6.0494,70.3641,1.068930197,14.26244211,2377.743772,97.94075564,3.119293425,4,1.00E+00,3,0.999643613,3.456999081,-76.52199564,0,14670.6664,2532281,83.3787471,79.68185281,6.848501867,6.082346919,1,0
104128,Cartago,Colombia,60,0.246,22.6662,656.3637,4.5997,69.7236,1.056261732,3.106445256,705.4607574,128.7552239,3.06370876,3,5.87E-01,2,0.887154072,4.733171178,-75.91626969,0,842.22,128544,70.81297849,69.62891763,7.571292184,6.48826054,0,0
104129,Palmira,Colombia,479,0.4755,22.5606,867.6149,3.4606,97.3564,1.09107555,3.927971711,996.3412826,148.5297509,3.055854643,2,9.99E-01,2,0.892686514,3.533333347,-76.2833327,0,2619.2678,294570,79.97669484,77.44375009,6.099017176,6.158220025,0,0
104130,Tulua,Colombia,90,0.1007,12.2811,898.9425,4.0963,95.6792,1.188862749,2.846900256,618.6733697,125.7440199,3.190424766,3,9.85E-01,4,0.995594938,4.089525,-76.19611,0,1221.03,199264,73.54559748,73.06747947,7.523384455,5.958391365,0,0
104131,Duitama,Colombia,141,0.228,8.9123,488.0915,3.514,81.1055,1.158627067,4.032570028,1043.525964,144.4991748,2.684132182,3,9.12E-01,4,0.999938123,5.833333544,-73.03333267,0,1129.0434,139736,84.79308166,81.52671264,5.808062532,3.492133107,0,0
104132,Girardot,Colombia,277,0.7801,11.6727,293.0015,3.3583,81.2694,1.077913704,8.082982003,1448.414372,102.8641603,2.880080137,2,9.98E-01,2,0.951023566,4.300000149,-74.81666551,0,1414.6113,139155,77.85226206,74.6233325,5.715025523,3.87168828,0,0
104133,Fusagasuga,Colombia,176,0.901,32.944,584.2883,4.0222,78.1291,1.075331709,6.46837326,1352.293786,120.7114853,2.877444589,2,9.98E-01,2,0.982284118,4.342222252,-74.36166369,0,1101.4256,121535,76.84940078,76.75654084,5.66416956,5.248812398,0,0
104134,Buga,Colombia,106,0.1272,6.9915,629.101,3.5824,116.9436,1.047766227,1.936023015,311.8421597,91.88039879,3.171206226,3,9.99E-01,1,0.997034118,3.900000142,-76.30000302,0,926.1008,116101,79.62578792,78.42594424,6.735900172,5.973931933,0,0
104135,Sogamoso,Colombia,161,0.6125,25.7836,469.4545,4.027,73.145,1.15403065,7.150776318,1780.168923,141.0628763,2.864610111,2,9.99E-01,4,0.989126722,5.716666727,-72.93333429,0,1443.6065,131355,84.10785539,79.47068612,8.667000931,8.874801902,0,0
105101,Chimbote,Peru,126,0.068,21.1708,1209.5544,4.746,101.8275,1.033207354,3.502806554,564.325948,136.0109317,3.154772019,3,9.35E-01,2,0.857154042,-8.930097026,-78.45314361,21.05,3243.6936,364471,65.39274578,61.18901104,5.472648527,4.222969262,0,0
105102,Huaraz,Peru,102,0.1328,8.6925,624.4821,4.2534,82.7493,1.379159135,1.967395651,574.9292219,200.1302995,2.961733258,3,9.65E-01,4,1,-9.533333721,-77.53333269,15.79,1069.2048,128041,63.80948893,54.93601463,6.970147705,6.074900765,0,0
105103,Arequipa,Peru,370,0.1209,216.957,7040.5389,8.8506,73.3826,1.075882711,7.539656473,1185.795743,127.4543271,3.03980516,4,1.00E+00,2,0.992869466,-16.39800007,-71.52299957,17.91,9430.19,869967,73.05743581,68.39492527,6.186176393,5.782432367,0,0
105104,Ayacucho,Peru,81,0.2588,76.2951,1381.4948,4.2411,91.0826,1.156810186,15.37857116,2685.016795,100.0629669,3.088310737,2,1.00E+00,3,0.999999914,-13.17300306,-74.22100163,45.08,1728.54,187591,63.30465656,55.323324,5.042478183,4.75192455,0,0
105105,Cajamarca,Peru,255,0.3583,30.3387,1014.398,4.3368,91.8117,1.264160896,3.523378682,1296.872526,423.5298463,3.044874008,2,9.95E-01,4,1,-7.162001931,-78.5109957,31.31,2128.689,261147,57.55494114,46.62155347,5.510320015,4.334472168,0,0
105106,Cusco,Peru,91,0.2758,291.8953,2912.281,5.8759,68.7531,1.147425022,14.68189109,3045.423886,119.8133473,2.876902035,4,9.93E-01,3,0.999999932,-13.52600105,-71.98700367,23.97,3307.3222,400582,71.63505907,66.285281,3.670273248,3.763090427,0,0
