L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG
Buenos Aires,Ensenada,Argentina,95,0.8344,121.0411,876.6141,4.6192,69.3673,1.04265625640877,15.5279804773721,3528.03412814197,130.631791963711,3.16833667334669,3,0.996149521209368,3,0.567052864,-34.844037915699,-57.9797395260895
Buenos Aires,Escobar,Argentina,502,1.6612,415.0117,2176.4097,3.9045,67.364,1.03290084414927,18.454311328854,3964.02337506851,127.328042946082,3.05584164789185,3,0.963891501869765,3,0.95032378,-34.3297674530608,-58.7712123200691
Buenos Aires,Esteban Echeverría,Argentina,126,1.0397,2239.0606,4804.0065,4.278,60.9738,1.01606825289465,42.1872460798759,8779.85238901296,116.03523662793,3.3472172351885,4,0.999612818113839,3,0.932385227,-34.8322577693571,-58.4769867280449
Buenos Aires,Exaltación de la Cruz,Argentina,730,1.1498,1.434,87.449,3.226,114.1588,1.04146975096214,2.80542140483106,1236.79412696359,258.919251252985,3.11516996448503,3,0.954667307899473,1,0.999945932,-34.2970494981848,-59.1563067751588
Buenos Aires,Ezeiza,Argentina,352,1.4806,405.6376,2527.5182,5.3981,64.406,1.03465337466962,16.9404498836728,4361.16343979051,144.345641868786,3.31201461854728,3,0.970837341296532,3,0.997945387,-34.8771471255455,-58.5648688078002
Buenos Aires,Florencio Varela,Argentina,172,0.9033,1021.8091,3689.3246,3.5086,68.1294,1.01068965653519,36.3002629355069,7423.97710597961,115.222039734074,3.38132825258573,4,0.997456432040556,3,0.998343692,-34.8787024216371,-58.258775795683
Buenos Aires,General Rodríguez,Argentina,376,1.0517,52.1562,772.9066,4.738,66.6734,1.03078131558781,12.9082718827673,3272.97569691637,143.938173334207,3.36538855854008,3,0.999671726860852,1,0.844494272,-34.6531542094965,-58.9868184886973
Buenos Aires,General San Martín,Argentina,22,0.3893,4151.7672,4796.4008,1.9107,60.2553,1.02345501294547,83.1901803919381,15623.8942489824,104.753514200636,3.50840163934426,1,0.999999854256895,5,0.999921004,-34.5537319253523,-58.564451807886
Buenos Aires,Hurlingham,Argentina,42,1.1873,1598.6003,2321.7302,2.8433,61.0083,1.01455575121244,70.9543518149728,13475.0218296644,107.157754616055,3.37672510257366,1,0.999999351753257,3,0.999489245,-34.6002259548193,-58.649792380736
Buenos Aires,Ituzaingó,Argentina,47,1.2336,2901.9364,3256.5816,2.3692,60.0989,1.01126041315515,81.7012361215096,15911.12481536,109.732344620459,3.45242480049109,1,0.999999810051318,3,0.877553824,-34.6370531796891,-58.6888816223781
Buenos Aires,José C. Paz,Argentina,116,2.3159,2949.4518,3696.9448,3.1277,60.068,1.00637352733172,97.8290051884995,16674.4042083111,95.2255230007224,3.40482112110197,1,0.999999773743963,3,0.982191982,-34.5129786664283,-58.77777035168
Buenos Aires,La Matanza,Argentina,289,0.8803,7933.3924,15776.9919,6.5192,61.1865,1.01228544687854,58.4550689854949,11065.2927102605,104.831802480397,3.42813605977192,1,0.999988600060491,5,1.0,-34.7712147809828,-58.625329150821
Buenos Aires,La Plata,Argentina,853,0.9569,1180.0796,8489.5942,7.5939,66.4869,1.02319832693896,17.0225821131268,4257.75137561871,138.413734882912,3.34171463192971,3,0.978015962681292,5,1.0,-35.0051008762272,-58.0188623947118
Buenos Aires,Lanús,Argentina,3,0.0596,4984.4839,5006.7001,1.5529,60.0003,1.00528403535302,92.6582055091177,17151.0082567084,101.667753357138,3.56876938986556,1,0.999999930777977,5,0.976057548,-34.7066521919252,-58.3948377478546
Buenos Aires,Lomas de Zamora,Argentina,3,0.0338,8599.2392,8690.4296,1.7827,67.114,1.00981392856378,83.0820580488128,15774.0785214631,105.271116084173,3.4464991710241,1,0.999999827763106,5,1.0,-34.756025701953,-58.4241855639547
Buenos Aires,Luján,Argentina,576,0.7385,25.0837,743.244,4.315,81.878,1.05017913753316,5.44904370111019,1794.65688931206,190.882966328369,3.07446808510638,1,0.999496872850925,1,0.999747664,-34.5703888440395,-59.1575367873791
Buenos Aires,Malvinas Argentinas,Argentina,49,0.7756,5552.6439,5854.5767,2.6035,60.0131,1.00917820102803,81.0662411909073,14090.8768231352,102.13077345101,3.23653352876511,1,0.999999882178791,5,1.0,-34.4883778224712,-58.7121528366
Buenos Aires,Marcos Paz,Argentina,294,0.6963,15.5332,506.9764,4.2934,90.4446,1.01274972144468,4.65345448501292,1523.42470491382,184.846307868739,3.38307030129124,1,0.994521862645657,1,0.903573449,-34.8149408921837,-58.8478588310109
Buenos Aires,Merlo,Argentina,234,1.345,2795.775,6290.3473,4.454,60.7372,1.00609413154477,48.8875041055115,10181.0235468469,114.724799252622,3.51553354344889,1,0.999801047323934,5,0.976082011,-34.711963333161,-58.7419744693496
Buenos Aires,Moreno,Argentina,457,2.4521,3174.3658,6464.5189,7.2498,61.8353,1.01201149595983,56.7487977126181,11202.9150908032,111.430095123228,3.33545197740112,1,0.999984420803304,5,0.999936741,-34.6117582946172,-58.8110860824449
Buenos Aires,Morón,Argentina,14,0.2532,4421.7825,4932.3124,1.7863,360.9641,1.00625793946833,86.0390226073063,14945.586870371,98.1411013027429,3.48372093023255,1,0.999999455591847,4,1.0,-34.6502554054005,-58.6200087491385
Buenos Aires,Pilar,Argentina,848,2.2145,478.1088,1894.0018,6.8924,62.7741,1.0321129585702,23.8017103183223,5338.44736462384,129.009949600485,3.03907145586549,4,0.858200572599333,5,0.999995719,-34.449863862797,-58.9032850918109
Buenos Aires,Presidente Perón,Argentina,112,0.9279,46.297,485.5552,3.3222,73.2421,1.0115813977931,15.8733267254049,3817.33630986357,135.168605837936,3.36847195357833,3,0.99388822456755,2,0.995491448,-34.9310322215796,-58.3984101864639
Buenos Aires,Quilmes,Argentina,33,0.3586,6112.1935,7463.1763,2.3484,60.1275,1.01259486203191,83.3836441458572,14931.8330518388,98.9239833847892,3.45371961698993,1,0.999999396456016,5,1.0,-34.7359990176819,-58.2767306016356
Buenos Aires,San Ferdo,Argentina,29,0.0291,46.8277,2126.7091,2.9181,63.9305,1.03045639977809,2.12422001450577,358.405091339087,95.3281300878644,3.24032326669502,3,0.990264001348643,1,0.54118146,-34.1524210241609,-58.5463191018763
Buenos Aires,San Isidro,Argentina,19,0.3656,4818.9115,4987.3324,1.8272,60.0126,1.08126189350693,11.5606769984448,3603.05294796118,178.094016389518,2.41830065359477,2,0.915775062600817,5,0.999998468,-34.4881708406076,-58.5377627556606
Buenos Aires,San Miguel,Argentina,63,0.7673,2400.7878,4326.2171,3.9893,61.1551,1.02074418252315,106.943226494612,17875.522305353,96.8153278792308,3.24776386404293,3,0.999999810463639,3,0.935864567,-34.5531865449024,-58.6921520067079
Buenos Aires,San Vicente,Argentina,241,0.3664,5.7974,325.5374,3.9565,92.4773,1.02277200733078,4.70954867035017,1439.84872727246,171.197583989574,3.2939787485242,1,0.99650290023421,1,0.552591587,-35.0719101845345,-58.4323572323463
Buenos Aires,Tigre,Argentina,322,0.8194,1851.3321,7713.7305,5.978,61.5145,1.02901581157853,16.7220280833514,3383.74431885715,115.567363627084,3.13108563722184,3,0.995916998486394,5,0.99946613,-34.3832782409873,-58.5998182346154
Buenos Aires,Tres de Febrero,Argentina,19,0.4112,3259.3223,3840.9086,2.0983,61.1922,1.01026799152614,89.7098221726652,15601.0325314399,98.5646434600341,3.43553206159503,1,0.999999469653352,5,0.802942716,-34.596789668496,-58.5795506368741
Buenos Aires,Vicente López,Argentina,5,0.1467,3317.2982,3361.3206,1.9558,60.0,1.01641309339472,111.276177273804,19064.891147932,96.4854236233335,3.39342235410484,3,0.999999602156245,4,0.981033502,-34.5278858683057,-58.5050625983436
Catamarca,Capital,Argentina,83,0.2095,229.3611,2785.3426,4.3633,63.1925,1.02299337347613,12.587953434717,2118.79881042264,95.1644136919382,3.33721804511278,3,0.999999255798776,3,0.999248757,-28.4264174730038,-65.8428182695517
Catamarca,Fray Mamerto Esquiú,Argentina,99,0.5497,9.6113,259.5071,3.9466,73.2082,1.07037734285505,4.36120151451096,1229.48751941122,165.130531141406,2.72918756268806,1,0.772190099471028,2,0.990634898,-28.3425906242721,-65.7436771427975
Catamarca,Valle Viejo,Argentina,83,0.1391,5.5021,445.0434,4.0822,113.4698,1.10878015305921,1.27509501516409,427.35428842166,200.672657773483,2.79295624332977,2,0.869945810560669,1,0.991134567,-28.6087407446814,-65.7148252113573
Chubut,Escalante,Argentina,568,0.0398,2.867,972.1899,3.1574,126.1183,1.14569310303334,0.713703546635303,300.101371608472,247.101405874865,3.07750840559193,3,0.999724937519305,1,0.999999993,-45.2872185304387,-67.7126854582543
Entre Ríos,Concordia,Argentina,559,0.1692,15.6216,1507.0606,3.2215,120.7034,1.03952254626601,1.48273730791874,534.283028427204,203.153867411697,3.25284355771023,3,0.998574405255184,1,0.999999968,-31.2925109635195,-58.2380691401483
Córdoba,Capital,Argentina,780,1.3991,7031.5029,17330.9107,7.2972,62.7569,1.02833906627039,47.3869785121721,8650.08764077594,104.765152027974,3.25820090905887,4,0.99981816416444,5,1.0,-31.4177385224019,-64.1847634477437
Córdoba,Colón,Argentina,1062,0.4419,30.4388,1036.0732,5.7827,84.9576,1.08417954337443,3.70471415781262,1262.63800958627,196.95896761454,3.01221522055259,1,0.945081190453533,1,0.994326117,-31.1472871124006,-64.1527659577778
Corrientes,Capital,Argentina,310,0.5519,314.7543,3684.5797,4.0633,69.7805,1.02997635209462,12.4769339508044,2323.68777963849,104.857951377413,3.27594339622641,3,0.99999453181728,3,0.980363489,-27.521560664424,-58.7647297107491
Formosa,Formosa,Argentina,358,0.056,8.5908,1749.9509,4.4193,83.5585,1.03485938284393,0.797145522593788,242.841508728515,170.263823504284,3.30304669190553,3,0.999999905035051,1,0.999939005,-25.9412774479767,-58.3765828878132
Jujuy,Dr. Manuel Belgrano,Argentina,202,0.0991,22.6174,1373.0946,4.6372,73.3727,1.10534099374174,3.46981988640266,737.854624945709,124.188145614075,3.0889423076923,4,0.992300638460899,1,0.996815198,-24.0880698281176,-65.4333860422732
Jujuy,Palpalá,Argentina,82,0.1684,6.4762,380.5541,4.1098,75.834,1.05638721103648,3.80488650545208,817.118989066872,129.214142384149,3.15903371917463,4,0.996689086846566,2,0.978840553,,
La Rioja,Capital,Argentina,260,0.0198,8.2127,2547.9585,4.9404,93.0326,1.05924398480906,0.462043657262087,135.668025444464,168.750248737584,3.19703614093452,3,0.999999982709568,1,0.999929988,-29.4593536108585,-66.3711066065006
Buenos Aires,General Pueyrredón,Argentina,765,0.5313,601.6461,8367.7196,6.727,68.6611,1.02175518184797,10.8017493113859,2583.85280241196,130.072709203361,3.50296074720713,3,0.999995848318164,5,1.0,-37.9670095279625,-57.7403258149984
Mendoza,Capital,Argentina,57,1.1692,323.2939,952.5081,2.6763,63.7873,1.05305325357318,40.3023747521275,6966.80431997455,102.172468936233,3.095,4,0.999701591411868,3,0.999826276,-32.8785671808468,-68.9021637572435
Mendoza,Godoy Cruz,Argentina,43,0.5058,771.1177,2510.5112,2.4313,63.4414,1.02307297923848,38.4219263497403,6189.48018616201,95.1962464605239,3.11841375485302,4,0.993345672354723,3,0.999682316,-32.9284807851137,-68.9021372531786
Mendoza,Guaymallén,Argentina,404,2.424,1637.5741,4303.1401,4.9269,65.2435,1.03149498684052,35.1894880944918,7283.27311792683,119.730040522731,3.05810488676996,4,0.998196906249355,3,0.991542784,-32.8884499410982,-68.7427194838874
Mendoza,Las Heras,Argentina,414,0.0472,5.335,1428.2414,3.6683,110.1676,1.09626243374443,0.40327184489254,140.557859137686,202.356272648433,2.95825381679389,3,0.947749629698819,1,0.999999527,-32.5236383839087,-69.27608359807
Mendoza,Luján de Cuyo,Argentina,741,0.1545,14.2219,1411.6428,4.4506,109.2873,1.08010453875398,0.845726361206111,297.255870908326,206.809753066041,2.74439638222571,2,0.73043517389026,1,0.999998272,-33.0372494010154,-69.4715057563991
Mendoza,Maipú,Argentina,1086,1.6219,79.5165,1044.2334,3.7151,87.2159,1.03862876654373,73.6438345570644,8909.4957066481,72.9025947551062,3.0011536072411,4,0.999992716303838,5,0.891182699,-32.9866256783845,-68.669919620852
Río Negro,Confluencia,Argentina,831,0.1151,22.8247,2048.3137,4.2891,113.4401,1.05426549032875,2.2228264444207,633.039220414369,165.003858465979,3.18032411384069,4,0.686925751586417,1,0.999998436,-38.8326268861959,-68.8018332128191
Río Negro,General Roca,Argentina,1413,0.0962,4.6746,816.0855,3.5239,144.6284,1.04492787381228,0.877650819543276,304.329651220871,200.186270562443,3.15352112676056,3,0.999996388721952,1,0.999999995,-38.5316644864393,-67.5590322256579
Entre Ríos,Paraná,Argentina,1037,0.2024,31.8222,2159.3612,4.6096,125.1056,1.05509524878429,1.92313452301714,741.267062645656,221.356190034512,3.18651747734418,3,0.979611934607408,1,0.999999752,-31.6988520772596,-60.0445814498379
Misiones,Capital,Argentina,299,0.3148,228.1105,3648.62,4.4801,66.7548,1.03485080427129,10.4079716242204,2114.15575483092,116.999193247819,3.20664000743978,3,0.999999763614013,3,0.99251575,-27.550941225012,-55.8561557290404
Chubut,Rawson,Argentina,295,0.0721,7.7229,1129.2471,3.3843,93.4898,1.05095502883143,1.48828422057227,439.928391478059,169.846879653103,3.24529744609267,3,0.999668585572933,1,0.999986185,-43.1377770427826,-65.0696367380052
Chaco,Libertad,Argentina,73,0.0701,0.119,62.0657,2.9482,312.6556,1.10407854089934,0.609285581791291,572.562279920452,548.676695364127,2.75373134328358,2,0.94907438087494,6,0.999999985,-27.3507899051465,-59.2617731760623
Chaco,San Ferdo,Argentina,373,0.1037,76.3491,4571.7541,6.9062,67.2295,1.06130488610624,2.79060725574265,678.148319802556,136.046765572635,3.13012865090403,4,0.894127543810989,3,0.51512341,-27.7213342049288,-59.115266497185
Córdoba,Río Cuarto,Argentina,1872,0.1008,5.7039,1361.2845,3.7062,227.3486,1.05436986064616,0.545413809766277,376.32845909113,398.033285638328,3.27602860592551,3,0.99998537584757,1,1.0,-33.3337945397939,-64.4953749165132
Santa Cruz,Güer Aike,Argentina,338,0.0101,0.8082,1181.4987,2.4029,154.0664,1.08934256743866,0.173555125862052,119.354641066822,392.280720420474,3.26808238863164,3,0.9999994773371,1,1.0,-51.4137442293441,-70.564300085754
Santa Fe,Rosario,Argentina,972,0.5231,947.8386,9384.1,5.8493,68.7877,1.02729329769923,12.0008825489276,2955.72996452827,139.291798900506,3.31726015919564,3,0.999926061142011,5,1.0,-33.1319020500661,-60.7074352700232
Santa Fe,San Lorenzo,Argentina,671,0.3328,42.2598,1417.3521,4.9754,93.1147,1.03353693589383,3.74202079247688,1425.1731450917,216.520613194206,3.27989728539985,1,0.867806582278329,1,0.999962168,-32.9492822082061,-60.9640085241122
Salta,Capital,Argentina,292,0.1653,220.0761,4891.9231,6.1384,70.5922,1.04671223257422,6.49642199733257,1238.10489331757,110.84140010521,3.23054379680885,1,0.99999554401238,3,0.634321044,-24.8931048859961,-65.2719595672963
Salta,Cerrillos,Argentina,186,0.3478,1.357,108.3071,2.3813,164.9788,1.05283621153883,1.58411984450658,604.17837999702,226.971155433485,2.95320447609359,3,0.993709145927754,6,0.999888492,-24.9944261437671,-65.4030478232716
Salta,La Caldera,Argentina,88,0.0837,0.0568,25.2357,2.7606,113.0288,1.15045954352725,0.563583648233996,258.621456818862,261.030617603603,2.62030075187969,2,0.987670437387597,6,0.999760712,-24.5607554445016,-65.4465708350839
Río Negro,Bariloche,Argentina,410,0.0741,4.1441,740.2788,4.4184,75.001,1.11004901142179,0.887878457130965,301.260736820731,193.826096087492,2.98767788962165,3,0.99046809430803,1,0.999811257,-41.5051896507118,-71.5304449361803
San Juan,9 de Julio,Argentina,72,0.4804,0.2191,24.5202,1.9487,223.6055,1.02056453104993,1.50248224997069,1002.66844207301,384.742682183613,2.81754385964912,3,0.999999918497867,6,0.999997161,-31.6464557583377,-68.3898695452152
San Juan,Capital,Argentina,1,0.0374,2669.6751,2673.36,1.3913,0.0,1.02748642607489,100.108454121595,17417.2516516742,102.139946425447,3.17130257801899,3,0.999999311250948,4,1.0,-31.5350167697846,-68.535083164779
San Juan,Chimbas,Argentina,91,1.441,276.3234,1037.2475,4.6992,68.4498,1.03550351338011,26.2018900208679,5181.484901419,114.586108396539,2.81923634606089,4,0.938878971902266,3,0.999679539,-31.4894421154524,-68.5228140164843
San Juan,Pocito,Argentina,511,0.8988,5.4753,207.6467,3.4963,114.199,1.0188501131191,1.7406559307885,787.146920890134,257.77688100506,2.86974110032362,3,0.980328409068355,1,0.999991307,-31.7476047632902,-68.585107584189
San Juan,Rawson,Argentina,247,0.8559,97.6859,1335.8539,2.2963,84.1909,1.01436344075482,7.40251859203114,1899.57701907192,148.989453072916,3.03135048231511,1,0.999991367916063,1,0.998975423,-31.6889195897566,-68.4679622603125
San Juan,Rivadavia,Argentina,117,0.9731,81.0202,601.1337,2.8286,73.6978,1.04744744213032,17.3411523385556,3246.52145194874,108.363027480293,2.80327245053272,3,0.989708038184055,2,0.953377724,-31.556314870649,-68.6431409371202
San Juan,Santa Lucía,Argentina,121,2.222,177.2972,793.6202,4.7604,68.6515,1.04462828221218,18.8545875344535,4691.09304072741,146.355176929915,2.78510473235065,3,0.731914838954634,3,0.999933238,-31.5345021881025,-68.4639856196016
San Luis,La Capital,Argentina,492,0.0377,4.142,1268.2123,4.0074,113.7211,1.05987352049742,0.52381262307918,193.330935346742,214.558330215927,3.14586666666666,3,0.99999993430656,1,0.999999797,-33.8182525990167,-66.5121309887669
Tucumán,Capital,Argentina,51,0.5624,5564.9107,7013.9634,2.7743,60.6778,1.01730432871386,78.5501855463868,14574.9751013706,104.692044604946,3.3067858067858,1,0.999999538470099,5,1.0,-26.8352190540383,-65.2186419411
Tucumán,Cruz Alta,Argentina,593,0.4994,11.9564,426.4538,3.2402,98.4335,1.03819518925619,2.50012849291978,921.637999748109,211.980067575575,2.98822515795519,4,0.880491177200899,1,0.999977614,-26.9183111929952,-64.9797852558006
Tucumán,Lules,Argentina,166,0.3003,4.6093,206.4427,3.3481,87.3035,1.12411171357071,2.64486230055422,821.993486488943,182.860884244495,2.90538990825688,4,0.714169263143649,2,0.505331797,-26.8662240376512,-65.4210729351011
Tucumán,Tafí Viejo,Argentina,200,0.1756,15.9291,786.2539,4.2109,74.607,1.08633093345175,2.7280640282026,710.552937070596,150.68362295345,3.01576763485477,4,0.888089519891867,1,0.94128428,-26.6633731147875,-65.446623793134
Tucumán,Yerba Buena,Argentina,84,0.5671,174.4285,1350.387,3.6198,63.9369,1.06090847187407,13.2731746430811,2726.97077907551,116.841792299885,2.9728237791932,3,0.999838127703874,3,0.962361007,-26.7918948030074,-65.3462251540318
Buenos Aires,San Nicolás,Argentina,167,0.2472,57.736,1353.4707,4.0293,79.5752,1.02941897962203,4.5290503207426,1163.3372712346,144.094010229898,3.20368205727644,1,0.997943910458063,1,0.999948057,-33.4841991641753,-60.2932469141644
Mendoza,San Rafael,Argentina,1123,0.035,1.4754,1082.1987,4.3079,162.6552,1.0989625487356,12.7871520135639,3497.49473064485,153.218643041339,2.38421052631578,2,0.978034196819885,1,1.0,-34.9459378379688,-68.3526407815882
Santa Fe,La Capital,Argentina,992,0.3336,90.9551,2600.7909,4.0469,76.4471,1.03192089968384,4.33399347558385,1143.03850025056,148.872064920869,3.2847112766872,1,0.996830845963067,1,0.987966643,-31.4789222663004,-60.6703636141906
La Pampa,Capital,Argentina,117,0.0463,27.483,2491.996,5.1582,95.7853,1.0187377256259,1.65714260511212,564.095773468446,195.193337543692,3.42230517965468,3,0.997724256244058,1,0.99996056,-36.5010464946996,-64.199126531425
La Pampa,Toay,Argentina,94,0.0184,0.1857,171.1077,3.9131,245.5638,1.02257057227718,0.168569948530202,121.341197336244,414.2854489669,3.32013201320132,3,0.999999999873118,6,0.99977768,-36.6643924266376,-64.6938840858885
Santiago del Estero,Banda,Argentina,251,0.0677,9.4628,1485.6568,4.8708,108.3215,1.03013262249712,0.850102476116528,319.887748430905,211.991430490853,3.24927953890489,3,0.999995899180237,1,0.999999292,-27.4521384663274,-64.1814909844124
Santiago del Estero,Capital,Argentina,213,0.0997,73.3387,3270.1947,3.5008,70.7106,1.03901805403435,2.95542344989628,803.193266085663,153.796423482464,3.28931555034442,4,0.913615901115969,1,0.751600896,-27.8893445350113,-64.4330270516552
Buenos Aires,Tandil,Argentina,491,0.1011,8.7158,1556.2258,3.9911,126.0122,1.07408908472557,0.743700835814555,431.771262799585,327.999138878384,3.1925759840558,3,0.999929908252486,1,0.999999996,-37.3383191875898,-59.1830770902995
San Luis,General Pedernera,Argentina,428,0.0311,2.7523,1201.533,3.7158,184.1967,1.07914720319268,0.312333608626402,193.55055041346,349.163114025048,3.33601216333622,3,0.999999986143678,1,1.0,-33.9260337732697,-65.5454944139
Buenos Aires,Campana,Argentina,395,0.4009,26.5996,981.651,3.2493,76.5596,1.06301229296608,2.81341349485429,876.395611982948,175.914569522733,3.261070720423,4,0.909411992684418,1,0.99989275,-34.1405259311655,-58.8836653851145
Buenos Aires,Zárate,Argentina,430,0.3614,14.5673,673.5,2.8387,96.3262,1.04658367918894,2.47599786132699,846.609699904524,192.905152542141,3.10827647582319,4,0.8567059899849,1,0.999975828,-33.9984809084269,-59.1282603935896
Bahia,ALAGOINHAS,Brasil,175,0.2327,38.1201,1533.6659,6.2551,81.4949,1.07384045790694,3.43064855463153,850.507782435649,149.763701868605,2.86170212765957,4,0.977727913367085,1,0.999746124,-12.1153518952634,-38.4091737443835
Goiás,AN0POLIS,Brasil,383,0.4106,315.8039,4133.7089,7.0107,72.8118,1.03995797221109,11.5754277249077,2370.32806675106,121.827183018895,3.11856594110115,3,0.999996774431076,5,0.874542882,-16.2905872519214,-48.9735964632829
Goiás,GAMELEIRA DE GOI,Brasil,20,0.0338,0.0209,23.9076,2.0326,328.9131,1.04538041409663,0.19484387731699,106.074785672331,343.214451315832,3.056,3,0.999999960651338,6,0.999999958,-16.4031546328224,-48.674121264459
