L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,URBAN_PROF,TRANS_PROF
Araruama,Brasil,680,0.6517,175.75599999999997,2373.0955,7.6363,75.1737,1.049606432,10.83688754,2582.0723239999998,142.748412,2.838851773,-22.88333314,-42.33333198,33.59,7727.384,210192.0,61.88603474,63.37186403,9.222602477999999,16.81678609,0,0,3,3
Cabo Frio,Brasil,427,0.4725,42.6063,662.7435,4.177,79.8784,1.0425315,11.77073284,2298.325569,116.8107138,2.801500735,-22.88333314,-42.01666631,27.71,5810.1463,303404.0,66.94701843,67.58148804,7.403383087000001,14.88750988,0,0,1,3
Campos dos Goytacazes,Brasil,585,0.1453,31.7761,1963.0320000000002,4.4657,109.0971,1.083688668,2.176263993,671.5830778,183.30192219999998,2.90785645,-21.761967000000002,-41.315938,38.08,6518.07,466169.0,59.34961035,62.63359512,7.685849246,16.21045508,0,0,1,2
Macae,Brasil,258,0.212,36.5763,1339.8516,6.7403,85.0116,1.1165858,4.010832733,1009.5476460000001,148.0938853,2.733551555,-22.380389,-41.791002,20.32,3321.9048,207815.0,72.95227538,71.84021311,5.559057436,11.336672300000002,0,0,1,4
Nova Friburgo,Brasil,295,0.316,2.8485,203.03799999999998,4.2603,98.5131,1.241789999,3.86611873,1651.489116,234.68449219999997,2.3167865290000003,-22.26666626,-42.53333271,16.67,1309.682,183039.0,60.25586234,61.99021020000001,4.034929212,5.572146481,0,0,1,4
Petropolis,Brasil,456,0.5728,0.652,35.028,2.9651,90.193,1.274037723,4.5147321730000005,1885.7485179999999,229.89067430000003,2.304873773,-22.4999999,-43.16666782,23.27,1481.8632,297473.0,62.45091615,60.60651029,5.568187196,9.250785543,0,0,1,4
Resende,Brasil,411,0.2954,18.3014,711.7497,4.4396,79.1533,1.160668361,3.4025071110000003,1120.5400300000001,196.74448,2.81203671,-22.4666671,-44.45000071,21.89,3577.0563,166012.0,70.91476705,68.93296409999999,6.634171969,13.04216446,0,0,1,4
Rio de Janeiro,Brasil,5586,1.167,9518.401,37172.154,9.761000000000001,62.4849,1.0593260759999998,28.01322595,5733.784172,119.29103049999999,2.8135864930000003,-22.72157103,-43.45518559,24.98,122569.6878,11798818.0,74.3077386,71.69988154,6.58185376,11.90727468,1,1,4,3
Teresopolis,Brasil,420,0.5448,7.2217,350.6219,4.5696,115.4701,1.262323701,3.5038185,1695.028809,264.0759724,2.33553719,-22.416239,-42.973407,25.69,1587.852,164607.0,56.01628759,58.07579566,5.596280507,9.799228506,0,0,1,4
Volta Redonda,Brasil,734,0.5298,98.2259,1862.0076,5.6618,69.9519,1.147157525,5.8973438510000005,1640.031051,163.79280880000002,2.689918731,-22.53333269,-44.11666482,22.4,7308.071,556021.0,71.23028227,68.32957993,7.022729022,12.42971619,0,0,1,4
Mossoro,Brasil,265,0.1262,38.3606,2244.1617,5.5631,108.7599,1.029805318,4.092742949,863.7289153999999,123.40460039999999,3.096025105,-5.19138901,-37.34472264,36.6,3589.2129999999997,267739.0,59.05674542,63.80169649,10.00672422,15.59151703,0,0,1,1
Natal,Brasil,875,0.591,315.0392,3159.0874,4.9122,75.7308,1.047494297,19.60685569,3670.767825,112.3888469,2.974388789,-5.805999041000001,-35.21099672,35.33,14764.225,1265118.0,67.66566377,68.65387941,8.714397831,14.28946347,1,0,3,3
Caxias do Sul,Brasil,633,0.385,87.7352,2390.1938,7.3836,77.6394,1.113882129,5.72134063,1642.801628,169.9545986,2.807344922,-29.16666591,-51.1833343,9.0,6035.7816,448805.0,72.3943178,68.58348713,3.284265145,6.6333215039999995,1,0,1,4
Passo Fundo,Brasil,266,0.3395,124.4761,2672.5183,6.278,77.23100000000001,1.074561339,5.309450971,1588.791743,168.84990159999998,3.045174538,-28.26666626,-52.400001399999994,15.44,3648.9614,190445.0,72.46552671,70.68760393,3.408444615,6.836251111,0,0,1,1
Pelotas,Brasil,507,0.2116,64.968,2806.0008,6.0082,129.3599,1.087165523,2.805580533,1053.512565,215.0808503,2.972299169,-31.76666627,-52.33333204,25.4,5546.4279,363292.0,63.65527426,63.7840943,6.961146791,11.68535077,0,0,1,4
Porto Alegre,Brasil,3931,0.8175,2537.4691,19714.3597,10.2299,64.6152,1.054106095,13.03419917,2943.670891,130.1043948,2.886803682,-30.04000196,-51.20800169,17.18,61893.2019,3690846.0,73.168929,70.92427904,4.751295338,8.54756273,1,1,4,3
Rio Grande,Brasil,326,0.1203,7.4983,667.3735,4.1987,83.2922,1.042312601,1.6839549280000001,569.6325973999999,191.9075976,3.1908155189999996,-32.03578109,-52.08834006,22.5,3044.9704,203224.0,67.2175637,65.03456054,7.365861281,13.28741048,0,0,2,2
Santa Cruz do Sul,Brasil,356,0.4857,55.8715,1591.879,5.7502,83.0405,1.108225863,3.633462241,1265.715366,196.18513330000002,2.8635953030000003,-29.716667100000002,-52.4333343,13.41,2572.7408,121973.0,67.60207969,65.67006443,5.308210895,7.147073637,0,0,1,4
Santa Maria,Brasil,354,0.198,67.12,2666.7808,6.3164,71.2976,1.069322418,5.191083637,1418.679792,148.4134098,2.503064799,-29.698895,-53.822747,17.71,4499.1984,268966.0,74.94241322,73.44055557,6.025740643,10.27868341,0,0,1,4
Uruguaiana,Brasil,400,0.07,5.8870000000000005,1486.3416,3.8602,208.5903,1.095495954,0.316988673,223.34581459999998,394.25593680000003,3.056834194,-29.74999989,-57.08333205,33.8,2263.68,129248.0,69.98020541,70.07657068,7.062618773,14.06636254,0,0,2,2
Ji-Parana,Brasil,220,0.0319,10.7188,2488.3647,5.7036,84.3735,1.056492067,0.419445179,145.9170127,194.4846595,3.140832328,-10.83333285,-61.966667099999995,28.65,2970.55,124154.0,56.87781406,59.43932763,5.764647311,11.25222736,0,0,1,2
Porto Velho,Brasil,901,0.022000000000000002,10.7444,5012.9265,6.1441,110.6568,1.080905545,0.26959731,131.13731950000002,277.0559409,2.9878955030000003,-8.762004021000001,-63.9060027,25.93,8775.0192,477310.0,63.84541662,69.17756174,5.2397666460000005,10.59500409,0,0,3,2
Boa Vista,Brasil,392,0.0689,57.2805,4750.6157,5.4751,100.5706,1.0443161159999998,1.491034711,467.5154692,174.3234867,3.3462878289999995,2.817998991,-60.66399562,34.81,6857.451999999999,290750.0,68.27809191,74.70711751,7.282725955,11.72630893,0,0,1,2
Balneario Camboriu,Brasil,193,0.7465,128.4483,1418.5708,5.822,64.2205,1.057812623,12.60768147,2811.475747,127.65630159999998,2.8071463530000003,-26.98333347,-48.63333497,8.58,2341.1672,173259.0,73.25975536,73.18846479999999,3.7836887839999997,6.127556193999999,0,0,1,3
Blumenau,Brasil,1707,1.0171,184.8633,2441.6317,7.888999999999999,71.5472,1.105709518,6.0876799010000004,1963.427887,165.8840243,2.3417903,-26.93333235,-49.04999912,6.24,12707.2494,494396.0,68.05448076,62.73187295,2.846650813,4.3160614189999995,1,0,3,4
Brusque,Brasil,541,1.1815,36.9801,507.7145,4.8603,71.5817,1.090795121,6.130007135,1832.879636,161.4671447,2.3024745909999997,-27.10000029,-48.93333429,6.71,3335.0486,125976.0,61.7871877,56.58598918,2.466295721,3.644469185,0,0,1,4
Chapeco,Brasil,400,0.6389,130.9977,2399.2796,5.8544,77.0302,1.0979137159999999,12.23337277,3405.681047,152.6384309,2.813243973,-27.10000029,-52.59999837,11.42,3418.48,186555.0,66.25835193,65.73437189,3.472681403,7.615440659,0,0,1,3
Criciuma,Brasil,934,0.6561,39.699,686.7765,4.4381,81.2565,1.046601858,9.138153787,2424.163312,148.8968979,2.8459563539999997,-28.66666585,-49.38333501,10.55,8228.6334,336741.0,65.29886154,60.32434304,4.02771622,8.693207781,1,0,1,1
Florianopolis,Brasil,1468,0.6481,246.9043,3578.8986,7.5179,66.7889,1.077205444,7.9624744110000005,1959.6646059999998,134.5212909,2.556739688,-27.595378000000004,-48.54805,8.83,15627.0068,865996.0,77.50719559,76.46489963,3.8737073260000003,6.457658891,0,0,3,1
Itajai,Brasil,685,0.9805,157.7112,1386.2537,5.8337,71.5361,1.041970907,12.96334957,3115.256896,135.1637871,2.808152645,-26.918295,-48.661744299999995,13.05,7947.9865,313618.0,65.13200898,62.45502891,4.1422455739999995,7.91219137,0,0,1,3
Jaragua do Sul,Brasil,896,0.9309,91.53,1590.7565,5.3656,75.2759,1.096992262,5.13077825,1798.7735699999998,188.3207062,2.3780832480000003,-26.48333352,-49.06666546,8.19,5537.9968,196802.0,68.60965213,63.44975973,3.7964375610000003,5.883483131,0,0,1,4
Joinville,Brasil,844,0.5589,686.2755,7878.1127,6.5222,67.4776,1.053053754,7.387134176,1893.2073269999999,141.8932174,2.670031005,-26.29999912,-48.83333204,9.6,13154.162,549000.0,76.29260111,69.68216635,3.973554202,7.301708838,1,0,3,1
Lages,Brasil,163,0.0619,27.1794,2055.902,4.3277,75.7995,1.101975164,1.652518107,520.9554691999999,178.7096062,2.986449864,-27.80212896,-50.32018145,24.53,3478.8601,159310.0,66.54018674,63.27456962,5.592121372,10.98234114,0,0,1,2
Aracatuba,Brasil,279,0.239,96.7933,2825.5624,5.9704,82.4727,1.0276710629999999,5.280162699,1100.306198,119.6632865,3.2942791760000003,-21.20131644,-50.41854393,15.54,3999.5208,186968.0,69.4509241,67.85985686,4.660530436,8.81574975,0,0,1,1
Araraquara,Brasil,404,0.3587,118.9302,2392.768,5.3179,78.2378,1.042288246,7.747032845,1664.3830679999999,125.12343840000001,3.167924528,-21.78306989,-48.16687807,13.09,5598.632,250355.0,70.77456951,68.2152444,5.691704871000001,11.6980948,0,0,1,1
Araras,Brasil,242,0.3754,64.3746,1438.9066,4.8085,82.3498,1.052191698,6.41281875,1316.979553,129.7129621,3.050234427,-22.36666674,-47.38333497,13.57,2883.8656,122370.0,66.64008525,62.50505848,5.018159181000001,11.63940584,0,0,1,1
Atibaia,Brasil,635,1.0818,82.9998,1201.3881,5.2578,79.0044,1.100252635,7.688031418,2427.317497,185.7606649,2.794733045,-23.11666667,-46.54999913,19.12,4055.237,150653.0,60.20539128,61.33054391,4.330886005,8.668002995,0,0,1,4
Santos,Brasil,1052,0.5451,394.5275,3396.9103,5.5158,63.541000000000004,1.035264277,14.39640361,2766.630855,109.94550079999999,3.0953513439999996,-23.95469701,-46.309490600000004,20.69,22413.386000000002,1664462.0,72.11505905,70.25929118,7.529572508999999,13.38568362,0,0,3,3
Barretos,Brasil,310,0.198,29.953000000000003,1932.7163,4.8524,84.757,1.076479322,2.824732305,1010.4693710000001,204.84612919999998,3.278489117,-20.5499991,-48.54999906,14.0,2426.029,115428.0,67.15753165,67.95470601,4.536229271,9.373680731,0,0,1,4
Bauru,Brasil,261,0.3909,309.5481,3146.5811,5.505,66.8714,1.034867879,15.16932214,2863.549886,108.1150491,3.277915178,-22.31666749,-49.06666546,14.6,6567.9345,354144.0,73.07858857,70.05285442,5.22848,8.512373593,0,0,3,3
Birigui,Brasil,147,0.2769,61.583,1509.4156,3.7869,77.9661,1.018083979,6.732177445,1411.3908310000002,118.7279378,3.314196242,-21.29999914,-50.31666546,11.11,2166.2067,111955.0,66.69576193,64.18367692,3.70797405,4.883060218,0,0,1,1
Botucatu,Brasil,252,0.17,28.8248,1459.7689,4.8654,90.8088,1.082283305,3.470015947,1074.661202,176.9965879,3.117535381,-22.86666669,-48.43333433,17.2,2927.8872,131107.0,69.38839878,67.80945936,5.342712596,10.87642966,0,0,1,1
Braganca Paulista,Brasil,457,0.8916,57.9564,970.952,4.7365,82.4349,1.086099054,7.834536636,2108.531453,159.86781240000002,2.876182468,-22.95000072,-46.56666547,16.38,3059.4779,151099.0,65.51602058,65.62638539999999,4.943925554,9.160943709,0,0,1,1
Campinas,Brasil,4018,1.1839,817.3556,4665.471,7.3221,67.0097,1.055720344,20.79399682,4322.64809,121.9514366,2.99202959,-22.90007967,-47.08350276,14.25,59459.5694,2898268.0,69.39511408,66.60148213,5.330835246,9.696220586,1,0,4,3
Catanduva,Brasil,183,0.6296,173.732,1891.1128,5.8672,68.4647,1.026132833,13.35409291,2450.1390890000002,106.33716670000001,3.297747307,-21.13333308,-48.96666708,10.49,2670.1164,116168.0,65.20660729,62.11053655,4.220236889,6.970053254,0,0,1,3
Franca,Brasil,242,0.3996,403.41,4165.6195,6.8419,66.5673,1.030179962,14.65280678,2698.440377,107.0539304,3.198707256,-20.53333265,-47.40000142,14.0,5864.8458,328096.0,69.88392601,67.31237044,4.254785459,7.333360152999999,0,0,3,3
Guaratingueta,Brasil,338,0.2537,31.9968,915.1141,3.9824,81.3241,1.086296238,4.4665295039999995,1042.539234,138.04864980000002,2.933565419,-22.81666745,-45.2166671,22.55,4658.3836,256403.0,71.56797592,69.32446395,7.116844082,11.79020241,0,0,1,1
Itapetininga,Brasil,247,0.138,15.3751,1084.1017,5.2132,165.3388,1.078920048,2.165266049,627.7268849,170.0662604,3.05067645,-23.60000028,-48.0499991,24.34,2539.0859,148662.0,64.12905955,63.7961996,5.954237524,12.79820448,0,0,2,2
Jau,Brasil,203,0.2961,74.8622,1844.1919,5.596,82.4918,1.038899822,6.096769107999999,1199.741074,118.216183,3.165912177,-22.29999905,-48.54999906,10.57,2782.8052,134929.0,63.39553038,59.72322962,3.3306404919999997,5.374550166000001,0,0,1,1
Jundiai,Brasil,1447,1.9386,721.6985,4033.4472,8.3616,69.4125,1.088971495,18.283143,4243.457055,136.9056988,2.727795377,-23.18333225,-46.86666479,12.78,13355.6653,613839.0,70.11231375,65.88634704,5.364286469,9.065598261,0,0,3,3
Limeira,Brasil,469,0.674,367.7076,4013.9752,6.4923,75.7359,1.051700001,11.26249753,2318.846705,121.3371463,3.053557154,-22.56659027,-47.40077624,16.24,6374.0852,304836.0,65.62396287,61.24254966,4.517543783,9.296821019,0,0,3,3
Marilia,Brasil,154,0.1316,110.4455,3104.4375,7.1717,72.6046,1.068437219,6.069441986,1445.855988,139.7273514,3.1038745860000003,-22.21503758,-49.92153457,15.81,4163.5748,223177.0,71.68075058,68.31101874,5.957295147999999,11.16349145,0,0,1,1
Mogi Guacu,Brasil,558,0.4031,84.7241,1905.4075,4.9425,83.4021,1.043918191,5.317034326,1258.868402,143.33609740000003,3.0501309389999998,-22.36666674,-46.950000700000004,15.16,6154.8516,240732.0,64.45109842,61.68850837,5.640524792999999,11.98261341,0,0,1,1
Ourinhos,Brasil,121,0.4084,152.6392,1791.3975,4.1463,70.8861,1.059393463,11.63750134,2418.293564,122.92100190000001,3.17032818,-22.98333351,-49.86666485,18.06,2524.2294,106093.0,66.56226203,63.61914701,5.19417497,12.45445324,0,0,1,3
Piracicaba,Brasil,467,0.3388,209.5612,3931.8855,7.9195,76.2888,1.068411611,7.2879840520000005,1657.603781,132.37695630000002,2.933496912,-22.71666708,-47.63333495,14.32,7346.7039,375390.0,68.1920697,65.49095233,4.844799956,10.03432714,0,0,3,1
Presidente Prudente,Brasil,314,0.345,113.0457,2170.3033,5.1552,84.9262,1.049977444,10.71868723,2020.041788,111.0926966,3.122724714,-22.11666665,-51.36666482,14.79,4740.3952,237982.0,71.3109403,69.76614344,5.844631617,10.39437409,0,0,1,3
Ribeirao Preto,Brasil,438,0.6727,1149.6117,6570.1414,6.2338,63.9203,1.041561818,25.91432904,4760.6713,106.52629850000001,3.033347185,-21.16666588,-47.79999912,11.32,11392.4676,622626.0,72.73589125,71.01711423,4.246774256,7.004882518,0,0,3,3
Rio Claro,Brasil,268,0.449,189.7582,2580.0544,5.012,76.2825,1.038267646,9.134893193,1784.1783329999998,113.3677679,3.2028149910000003,-22.39999953,-47.54999914,12.07,4390.0276,214056.0,71.15000486,65.79352887,5.420270272000001,9.435590437,0,0,1,1
Sao Carlos,Brasil,400,0.3516,124.5377,2888.4743,5.4998,89.2325,1.047287054,5.991977195,1331.617816,131.3188994,3.10109655,-22.01666628,-47.90000138,10.88,4905.08,228537.0,74.48450934,70.08013368,5.199619568,11.32977926,0,0,1,1
Sao Jose do Rio Preto,Brasil,748,0.7608,418.8753,4054.7635,5.2655,71.7944,1.040576418,18.15434334,3540.9708630000005,114.5827977,3.164552374,-20.812949,-49.382358,11.46,10157.2416,499006.0,69.10555103,67.37161247,3.730317181,6.513539734,0,0,3,3
Sao Jose dos Campos,Brasil,1121,0.58,155.9608,2077.0731,4.7208,71.7134,1.08199099,9.560118828,2181.298138,134.60840149999999,2.8319758810000004,-23.226409,-45.891853999999995,16.89,14513.1386,953363.0,73.66317437,70.72832002,6.724427591,11.11030407,0,0,3,1
Sao Paulo,Brasil,5160,0.9149,41125.5507,125647.3959,12.0105,62.7077,1.071662463,35.74948798,6742.708294,112.45577890000001,2.8743205260000004,-23.580999,-46.62299658,21.17,184608.288,19987817.0,71.15359686,68.95890713,6.710794373,10.81233961,1,1,4,3
Sertaozinho,Brasil,169,0.4195,81.3946,1464.3732,4.6979,68.7975,1.037477288,8.893899667000001,2008.3129940000001,131.7243356,3.207361327,-21.13333308,-47.98333351,13.57,2239.0134,113341.0,61.22744158,60.05716164,4.878889802,9.949541078,0,0,1,1
Sorocaba,Brasil,1074,1.2077,955.8543,6336.9741,8.0384,66.8035,1.06288925,19.20161323,4183.499901,126.7541473,2.8535854169999997,-23.48333346,-47.45000066,15.09,13414.1526,744181.0,71.24859293,68.16925296,6.7173177420000005,12.77971949,1,0,3,3
Tatui,Brasil,225,0.4298,42.4658,1034.3842,5.002,89.9862,1.061899658,5.084676871,1377.0031119999999,160.5670483,3.072399728,-23.3500003,-47.84999836,19.37,2149.29,110511.0,62.27696767,60.21250031,4.636141383,10.29568909,0,0,1,1
Taubate,Brasil,630,0.4075,84.7514,1551.9641,4.2633,69.2909,1.0625613040000002,7.152786692,1606.382828,132.6030344,2.906689325,-23.03333275,-45.54999911,18.15,8442.189,480513.0,73.50493828,70.2590525,6.571369924,13.32605941,0,0,1,1
Aracaju,Brasil,827,0.9553,223.377,2026.6288,4.0678,71.7057,1.063059915,18.78848213,3441.9850479999996,110.60678870000001,2.9214173989999996,-10.91099699,-37.06000157,38.24,9542.0087,856846.0,69.11829716,70.45630858,9.3965666,16.90157632,0,0,3,3
Araguaina,Brasil,328,0.08199999999999999,19.4899,2195.9651,4.8648,80.8319,1.05396733,1.5149633880000002,422.00636030000004,157.6162998,3.2467788389999996,-7.198507049,-48.19642054,32.58,3550.4032,154362.0,63.71510665,69.32839748,6.302400421000001,11.47488332,0,0,1,2
Palmas,Brasil,315,0.1419,31.1385,1108.3604,4.745,90.2329,1.079999788,4.5450976910000005,1142.751937,148.6406478,2.9634809630000003,-10.249091,-48.324286,23.52,6234.48,234217.0,75.80880006,80.38491873,5.432047545,10.46499941,0,0,1,1
Tubarao,Brasil,335,0.6444,73.6138,1183.9701,5.8097,71.1842,1.0797955240000001,7.526462335,2115.528418,156.6557115,2.699388846,-28.47608461,-49.02190718,9.88,3232.2475,131679.0,69.06155619,64.53965683,3.80743942,5.613195844,0,0,1,1
Bento Goncalves,Brasil,458,0.5874,23.9977,580.7868,3.8673,84.5407,1.186597484,4.869544295,1916.893993,222.14794750000001,2.787822497,-29.167888,-51.53896091,5.6,3221.801,168119.0,67.82980947,65.91848259,3.2217269980000003,6.2995887889999995,0,0,1,4
Caraguatatuba,Brasil,391,0.442,79.6197,1452.8969,5.8752,64.6305,1.076832405,7.27713085,1541.806321,111.87684109999998,2.76390561,-23.62291527,-45.40402603,21.41,4848.0481,179969.0,65.14602674,66.68838949,5.774715932,10.39855155,0,0,1,1
Parobe,Brasil,394,0.444,25.0805,660.9301,4.6915,72.5134,1.100586663,4.562463414,1571.600482,196.49770859999998,2.773599535,-29.62516513,-50.83155417,15.15,3367.518,166567.0,58.39204408,56.18924741,3.772403432,5.886712127000001,0,0,1,4
Rio das Ostras,Brasil,173,0.2508,48.601000000000006,1070.6565,4.5109,72.525,1.082356498,7.472162489,1872.7382879999998,145.5653224,2.871361955,-22.52482134,-41.94846881,20.04,3130.6426,141765.0,69.82758485,72.24586269,5.700737661000001,13.67404175,0,0,1,1
Arica,Chile,287,0.0598,9.8919,1749.0219,4.9524,100.1117,1.079796101,1.131474059,262.7027463,125.6447122,3.014373038,-18.48333348,-70.33333581,8.86,2712.4083,215348.0,87.99968321,84.43829552,17.56124165,18.304370300000002,0,0,2,2
Iquique,Chile,140,0.0489,7.6162,864.6264,2.9482,113.8007,1.074274966,1.6223163790000001,378.2512188,137.7903756,3.1037865410000003,-20.22100207,-70.14899669,6.58,2522.072,272419.0,91.04081019,88.34115676,14.28062932,13.5666299,0,0,2,2
Antofagasta,Chile,262,0.0085,2.3645,2045.4179,4.5407,159.1956,1.110787612,0.246399905,92.84334904,184.97378469999998,3.0247692489999998,-23.64100205,-70.39899865,5.12,3550.0476,348840.0,91.50823681,88.39326242,10.205652699999998,10.90371668,0,0,2,2
Calama,Chile,196,0.0126,2.3223,1341.8669,3.6005,139.2676,1.093851185,0.37141819299999995,136.48579619999998,217.4420924,2.970775288,-22.4666671,-68.93333432,4.97,2699.8216,162687.0,90.27658523,85.2856444,9.908088235,11.66503548,0,0,2,2
Copiapo,Chile,259,0.0146,2.3087,1569.7839,5.9281,211.6383,1.1294542090000002,0.22195887600000003,121.45753799999999,323.0502811,2.882439848,-27.36000006,-70.33200259,4.62,2616.1072,155871.0,85.0301416,83.25824775,13.85940257,15.58669002,0,0,2,2
La Serena-Coquimbo,Chile,693,0.2084,20.362000000000002,1121.2145,3.7861,86.4973,1.087437851,3.6520638830000003,744.768129,118.9177365,2.864868575,-29.90777769,-71.25416554,9.24,6039.4257,401009.0,85.07161089,83.51393915,17.59215314,16.62905162,0,0,2,1
Valparaiso-Vina del Mar,Chile,420,0.3685,142.8782,1809.0051,5.0801,65.4765,1.089076502,16.15895761,2751.780093,96.22295269,2.681151126,-33.04777901,-71.60111233,10.82,9001.524,925276.0,90.22920579,87.44223511,14.53660546,14.51486893,0,1,1,3
Quillota,Chile,240,0.547,45.0394,808.9311,4.8067,75.8343,1.063438431,8.452713274,1671.361989,116.7911764,2.7670343930000003,-32.88333499,-71.26667014,14.12,2442.696,158287.0,80.25612822,78.88975393,14.09105529,15.340543700000001,0,0,1,1
San Antonio,Chile,289,0.3896,9.2127,305.744,3.4396,81.8317,1.077411995,5.739610675,1431.944501,150.2857298,2.859052712,-33.59333413,-71.62166594,7.71,2235.3283,122705.0,81.15909883,79.73927373,21.21058904,21.17203665,0,0,1,1
Santiago,Chile,1054,0.4353,15324.0091,56153.1707,7.122000000000001,63.4101,1.052419697,42.08666132,5953.925324,82.86693879999999,2.9456205189999998,-33.47502305,-70.64751555,6.82,66078.1058,6213766.0,88.11663808,84.60307409,12.75542339,11.77235398,1,1,4,3
Rancagua,Chile,892,0.2493,30.5724,1788.6072,4.2403,87.8278,1.0973064940000001,2.507746712,482.99911660000004,111.8583721,2.740724303,-34.16666778,-70.74999986,12.15,6115.8196,313734.0,83.15815394,81.27028951,11.86735511,13.4608514,0,0,1,2
Talca,Chile,540,1.1376,247.9689,2726.1283,5.8558,72.8071,1.058822228,16.35119233,2688.139624,96.10500602,2.8699687060000003,-35.42300104,-71.6599977,13.99,4317.84,258586.0,81.20552677,80.39043318,16.085720199999997,15.81125558,0,0,3,3
Curico,Chile,395,0.2963,21.8777,1083.0524,3.2114,81.9089,1.087238522,3.017826185,626.9179062000001,118.0462212,2.754143646,-34.98333351,-71.2333297,15.42,2692.7940000000003,136839.0,77.12183797,76.31045870000001,12.5882647,11.68114108,0,0,1,1
Concepcion,Chile,568,0.2792,177.5667,2955.3639,5.7665,64.7158,1.100667872,10.63572849,1916.380857,104.2684256,2.770027855,-36.82600195,-73.05499764,13.4,12224.6096,994590.0,85.69964828,81.56415521,15.17486003,14.4312614,1,0,1,3
Chillan,Chile,557,0.7554,95.5931,2027.59,4.3383,77.8001,1.060750597,7.477231827000001,1538.372644,115.8358678,2.7223776219999998,-36.612621999999995,-72.106459,16.26,3476.4041,203974.0,81.38693591,79.99158131,15.62798055,14.51229183,0,0,1,1
Los Angeles,Chile,1117,0.6383,16.4112,932.0212,3.5622,113.226,1.066584125,2.736837982,813.4653251,168.1707414,2.735855263,-37.46204968,-72.35262433,19.58,3081.4679,186616.0,75.09458174,73.44949609999999,12.15390235,13.12303155,0,0,3,4
Temuco,Chile,634,0.6831,91.5323,1994.7149,4.0118,74.1904,1.075697693,9.482285402,1943.8989760000002,118.5685535,2.869458593,-38.728998,-72.57599956,16.55,4259.1486,351759.0,83.6518671,79.58169761,16.07058924,13.90466953,0,0,1,1
Valdivia,Chile,269,0.2784,18.1671,932.433,4.4155,70.0802,1.1251267109999998,4.390523367,950.9064007999999,123.79947040000002,2.79541109,-39.819586,-73.24521,9.93,1882.2468,158807.0,83.91774949,79.45567946,14.18855681,13.94889904,0,0,1,4
Osorno,Chile,450,0.4712,44.4871,1740.8861,5.4372,94.8936,1.075278266,4.607272316,1054.335606,134.7510472,2.8559050669999997,-40.56666548,-73.15000137,15.8,2440.26,156253.0,79.08584793,73.63354177,14.42665102,13.73772968,0,0,1,1
Puerto Montt,Chile,576,0.3439,31.0101,1334.9909,3.7460000000000004,72.959,1.087442413,4.133509992,941.8496197999999,132.2342645,2.760877132,-41.47499693,-72.95200159999999,11.98,3890.3616,222276.0,80.81350259,75.45387659,11.10511682,10.90714733,0,0,1,1
Punta Arenas,Chile,186,0.0105,2.114,1463.6029999999998,3.6931,101.0942,1.090509007,0.226577692,64.89546102,166.39533590000002,2.987715517,-53.16616806,-70.93465171,4.42,2565.9072,126849.0,87.3097615,82.48849212,9.321799945,10.54448721,0,0,2,2
Apartado,Colombia,43,0.0783,3.4725,367.7264,3.1913,116.9186,1.083376661,3.040933478,445.8102714,85.44227734,2.962525667,7.900000107,-76.65000138,0.0,518.8509,153319.0,71.31782946,67.68701707,4.532843737,4.417694854,0,0,2,2
Medellin,Colombia,543,0.5699,1542.3277,10391.5472,7.5022,66.4517,1.141507644,21.32852425,4264.106849,115.24018810000001,2.858787537,6.240996044,-75.59199866,0.0,14141.6748,3498683.0,81.60176007,80.21689888,6.011238293,5.290007313,1,1,3,3
Barranquilla,Colombia,349,0.7059,1708.6777,7553.6585,4.0317,64.6677,1.025662496,36.24051699,5473.541203,86.27767131,3.172308156,10.963889,-74.796389,0.0,11184.4728,1898007.0,83.1146122,81.05303391,12.15697862,10.69770933,1,0,3,3
Cartagena,Colombia,301,0.3603,265.5649,3286.2795,5.7829999999999995,242.2291,1.0501871740000002,14.01156051,2252.164075,93.23566572,2.8840198860000004,10.41399896,-75.53400259,0.0,6750.526999999999,1011830.0,83.3458102,81.53124614,10.79997651,10.16112508,1,0,3,3
Tunja,Colombia,46,0.1193,1.9526,116.3285,3.1275,122.9436,1.089282788,6.4631226779999995,1343.267187,121.95032759999998,2.9103565369999997,5.546996963,-73.36199664,0.0,647.4592,195143.0,87.63455871,84.52566096,8.154102836,9.171405672,0,0,2,1
Manizales,Colombia,128,0.1427,13.4633,699.2786,4.8246,97.1059,1.27222144,5.473375827000001,1170.713081,125.77112930000001,2.92503044,5.0688889999999995,-75.5175,0.0,1727.1936,439610.0,81.50328277,80.65146688,7.2238348210000005,7.367109075,0,0,2,4
Florencia,Colombia,112,0.0472,3.2418,768.0702,3.8357,185.0827,1.1523202259999998,0.37939035600000004,90.21700082,136.85263769999997,2.916820702,1.60599601,-75.61500271,34.0,1002.2432,157494.0,68.77291263,68.96209706,9.313193691,8.791208791,0,0,2,2
