COUNTRY,L1,BECTUAREA,BECNURBPTCH,BECPTCHDENS,BECAWMNSHPINDX,BECAWMNNNGH,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECTPOP,BECPOPDENS,BECPRSBRT,BECPRSSUBWAY,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,LAT,LONG,POP,AREA,DENSPOP,BRT,SUBWAY,PM2.5,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,URBAN_PROF,TRANS_PROF
Brasil,Porto Seguro,729.81,53,3.6622,3.2827,61.5912,98.1956,194.72,60401.46088,8276.326835,0,0,1.03619763,11.49908767,1623.472346,84.05296152,2.973880597,-16.43333232,-39.08333205,60401.46088,729.81,8276.326835,0,0,2.981898239,,,,,,,,,,,1,1
Brasil,Salvador,17512.896,636,1.9969,10.2384,60.7527,4744.0056,8627.455,2913784.276,16637.912330000003,1,0,1.087655797,8.724884832999999,1459.047564,97.76384073,2.622962791,-12.99300301,-38.48100264,2913784.276,17512.896,16637.912330000003,1,0,5.8183421520000005,,,,,,,,,,,3,5
Brasil,Teixeira de Freitas,2039.76,30,0.9044,5.5988,60.2799,1166.3128,1896.5963,136318.1574,6683.04886,0,0,1.018170179,13.51107661,1934.291402,82.63673574,3.295094153,-17.51279411,-39.70826834,136318.1574,2039.76,6683.04886,0,0,3.448275862,,,,,,,,,,,1,3
Brasil,Vitoria da Conquista,3651.1238,82,1.3568,6.0709,60.9337,1832.6967,3033.6985,255863.6854,7007.813641,0,0,1.017091811,13.22924681,1961.5004440000002,89.88374808,3.208070075,-14.84680876,-40.84855655,255863.6854,3651.1238,7007.813641,0,0,2.1818181819999998,,,,,,,,,,,2,3
Brasil,Fortaleza,36137.1929,899,1.5046,9.4863,60.5741,14710.9289,24323.2777,3113381.144,8615.456068000001,1,1,1.027951735,9.493412424,1534.238325,94.27656295,3.048260209,-3.782997054,-38.58900257,3113381.144,36137.1929,8615.456068000001,1,1,4.415464867,,,,,,,,,,,4,2
Brasil,Juazeiro do Norte,4260.8667,131,1.7404,6.3277,60.4212,1230.5419,2173.8195,341418.3781,8012.879484,0,0,1.013325038,10.91911196,1735.7047969999999,91.44838638,3.20438846,-7.199999683,-39.33333203,341418.3781,4260.8667,8012.879484,0,0,2.43597561,,,,,,,,,,,2,2
Brasil,Sobral,1230.39,36,1.7076,4.125,60.3364,536.696,919.6185,133235.5879,10828.72812,0,0,1.028425856,14.64592144,1999.4058329999998,80.06285983,3.216715976,-3.699999885,-40.34999839,133235.5879,1230.39,10828.72812,0,0,3.507188039,,,,,,,,,,,1,3
Brasil,Brasilia,27106.3395,1035,2.1577,7.1069,60.8648,3258.1633,5765.5712,1678663.108,6192.891421,1,1,1.067004283,8.843593002999999,1394.430575,95.97830944,2.731040728,-15.79211094,-47.89774766,1678663.108,27106.3395,6192.891421,1,1,5.762704276,,,,,,,,,,,3,1
Brasil,Cachoeiro de Itapemirim,1369.4384,68,2.0947,4.8941,62.6034,169.9311,402.827,132116.3558,9647.473113,0,0,1.093627156,11.23641025,1919.529965,105.65820729999999,2.8575757580000003,-20.85000031,-41.09999843,132116.3558,1369.4384,9647.473113,0,0,6.304635762,,,,,,,,,,,1,1
Brasil,Guarapari,1690.9209,69,2.1885,4.2014,60.9848,244.1508,455.2292,79409.54277,4696.232984,0,0,1.0374122129999999,8.006314785,1312.190786,95.17014835,2.955659277,-20.66666592,-40.49999989,79409.54277,1690.9209,4696.232984,0,0,5.1745098039999995,,,,,,,,,,,1,1
Brasil,Linhares,1752.0296,46,1.5043,3.6046,60.3204,506.7528,884.442,110856.4895,6327.316857,0,0,1.015059798,9.447219106,1526.644166,90.64143841,3.216420598,-19.41666592,-40.06666551,110856.4895,1752.0296,6327.316857,0,0,4.190332326,,,,,,,,,,,1,2
Brasil,Vitoria,11599.2828,252,1.3408,8.5551,60.3803,4534.2981,7347.2791,911780.5535,7860.6583120000005,0,0,1.04560528,10.78187125,1608.942012,87.70673525,2.9371282510000003,-20.319444,-40.337778,911780.5535,11599.2828,7860.6583120000005,0,0,6.7299444,,,,,,,,,,,3,1
Brasil,Anapolis,6673.4064,179,1.5498,6.8574,60.7219,2493.8745,4316.1259,318875.9222,4778.305577,0,0,1.026722004,9.600432977,1655.873136,103.08963709999999,3.146970905,-16.33333394,-48.96666708,318875.9222,6673.4064,4778.305577,0,0,6.916018662999999,,,,,,,,,,,2,2
Brasil,Goiania,35191.2756,988,1.6808,10.2823,62.2246,12113.0309,20233.3965,1817107.235,5163.518542,1,0,1.032779959,9.901975992,1692.0932559999999,102.5427027,3.2206428660000004,-16.678611,-49.253889,1817107.235,35191.2756,5163.518542,1,0,7.094932432,,,,,,,,,,,4,2
Brasil,Rio Verde,2803.8592,58,1.2806,5.6017,60.446999999999996,1484.5528,2397.9955,147335.3723,5254.7335570000005,0,0,1.018170899,11.67144775,1940.9558690000001,93.80890398,3.4537634410000004,-17.7166671,-50.93333432,147335.3723,2803.8592,5254.7335570000005,0,0,7.238268665,,,,,,,,,,,2,2
Brasil,Caxias,1862.6424,68,2.1427,6.2838,60.523,988.2410000000001,1683.7725,130263.9416,6993.511444,0,0,1.025338367,8.729011949,1453.2608400000001,98.67635583,3.068054444,-4.833333377,-43.34999844,130263.9416,1862.6424,6993.511444,0,0,6.1643672689999995,,,,,,,,,,,1,2
Brasil,Imperatriz,3326.22,75,1.3823,6.0866,60.8526,1927.1924,3143.5376,216306.8807,6503.084003,0,0,1.016866241,9.087150514,1505.636258,92.79754977,3.086900685,-5.533333232,-47.48333345,216306.8807,3326.22,6503.084003,0,0,6.855480984,,,,,,,,,,,2,2
Brasil,Sao Luis,15092.4536,563,2.1,11.5299,60.5337,6543.340999999999,11623.0985,1046921.915,6936.721484999999,0,0,1.032509565,9.540559757999999,1534.683873,95.84631857,2.975967673,-2.514996058,-44.30099657,1046921.915,15092.4536,6936.721484999999,0,0,6.384436702,,,,,,,,,,,3,1
Brasil,Cuiaba,16083.9982,458,1.6444,9.1544,60.9545,4996.602,8652.3405,762331.4671,4739.691253,0,0,1.0398522,9.081997761,1544.1724179999999,100.22256690000002,3.0819276089999996,-15.61500007,-56.09300368,762331.4671,16083.9982,4739.691253,0,0,9.655939299,,,,,,,,,,,3,1
Brasil,Rondonopolis,4960.9746,162,2.0168,4.6124,60.9882,2193.9882,3552.3249,179902.66199999998,3626.3533020000004,0,0,1.020252288,9.808598802999999,1703.415225,100.24948590000001,3.361299639,-16.4666671,-54.63333497,179902.66199999998,4960.9746,3626.3533020000004,0,0,8.146924829,,,,,,,,,,,2,2
Brasil,Campo Grande,17981.1775,365,1.3074,8.5804,61.195,8927.7199,13861.4681,767181.7757,4266.579552,1,0,1.023053114,9.845817091,1675.17491,98.62685672,3.280699653,-20.45099705,-54.61599566,767181.7757,17981.1775,4266.579552,1,0,6.065387349,,,,,,,,,,,3,2
Brasil,Dourados,4161.1479,91,1.3684,5.0635,60.643,2087.2922,3335.6947,173782.4991,4176.309413,0,0,1.010791459,9.140174636,1683.9745070000001,101.2749944,3.4342545330000003,-22.21666713,-54.79999914,173782.4991,4161.1479,4176.309413,0,0,6.932643935,,,,,,,,,,,2,2
Brasil,Araguari,2269.89,20,0.5637,4.6717,60.5089,1356.0999,2119.5076,99708.15415,4392.642557,0,0,1.018222524,10.3827279,1693.1084079999998,94.19684251,3.33282767,-18.63333309,-48.18333425,99708.15415,2269.89,4392.642557,0,0,8.272571673,,,,,,,,,,,1,2
Brasil,Barbacena,1434.6891,47,1.8389,6.2671,60.4237,718.413,1279.8125,102237.4848,7126.102839,0,0,1.0607762840000001,8.478900533,1496.431185,107.0077213,2.9106561189999995,-21.23333345,-43.76666626,102237.4848,1434.6891,7126.102839,0,0,7.8612368020000005,,,,,,,,,,,1,1
Brasil,Belo Horizonte,46416.7488,752,1.0888,8.0333,60.505,20533.5197,30554.5503,3904065.686,8410.892971,1,1,1.042005714,8.859135149,1576.675224,105.0397441,3.0354757789999995,-19.85200198,-43.90900169,3904065.686,46416.7488,8410.892971,1,1,6.817929293,,,,,,,,,,,4,1
Brasil,Conselheiro Lafaiete,2019.6869,77,2.2449,5.2181,60.8117,895.2609,1520.3997,105827.9275,5239.810443,0,0,1.042036198,9.009068097,1480.805815,96.89158882,2.9551902,-20.66666592,-43.79999905,105827.9275,2019.6869,5239.810443,0,0,7.2786377710000005,,,,,,,,,,,1,1
Brasil,Divinopolis,3743.46,120,1.7622,7.2872,64.1016,1424.4123,2591.1606,195600.8187,5225.1344659999995,0,0,1.025127517,8.575456335,1512.210892,95.82343612,3.2866432339999996,-20.144425,-44.888616,195600.8187,3743.46,5225.1344659999995,0,0,8.744680851,,,,,,,,,,,1,2
Brasil,Governador Valadares,3445.5564,92,1.5909,5.2752,61.0773,1209.1554,2029.3875,248859.4972,7222.613951,0,0,1.041961747,9.665255757999999,1538.316302,95.19368972,3.1322410769999998,-18.85000028,-41.93333427,248859.4972,3445.5564,7222.613951,0,0,5.166832669,,,,,,,,,,,1,1
Brasil,Ipatinga,3704.7573,73,1.1711,5.6553,61.0001,1757.2174,2956.5853,255618.4419,6899.7301290000005,0,0,1.0584011229999999,7.857288507000001,1407.979842,108.3858176,3.023336214,-19.49999995,-42.53333271,255618.4419,3704.7573,6899.7301290000005,0,0,6.135802469,,,,,,,,,,,2,1
Brasil,Itabira,1453.9502,41,1.7047,5.1718,61.0323,812.6114,1344.2418,74049.26952,5092.972215,0,0,1.073536593,8.979169014,1445.493541,96.89177167,2.9889741130000003,-19.61666666,-43.21666706,74049.26952,1453.9502,5092.972215,0,0,5.535747447,,,,,,,,,,,1,1
Brasil,Juiz de Fora,5052.424,169,1.8142,6.6533,61.0547,1284.2123,2367.8251,431558.8967,8541.627511,1,0,1.094819755,6.398531005,1262.247951,118.2447594,2.792253521,-21.74999986,-43.33333199,431558.8967,5052.424,8541.627511,1,0,8.342147436,,,,,,,,,,,2,5
Brasil,Montes Claros,5122.6196,106,1.2587,6.1288,61.9756,2540.8495,4177.0141,348171.0809,6796.738405,0,0,1.018455356,11.43159133,1810.18967,91.23818182,3.231110101,-16.71666708,-43.86666485,348171.0809,5122.6196,6796.738405,0,0,3.1665011589999996,,,,,,,,,,,2,2
Brasil,Passos,1711.17,20,0.6994,4.8102,60.3669,1011.3323,1690.0043,101763.2943,5947.000839,0,0,1.02031022,11.26249911,1748.873752,90.61405417,3.274023769,-20.71666715,-46.61666482,101763.2943,1711.17,5947.000839,0,0,9.720448662999999,,,,,,,,,,,1,2
Brasil,Patos de Minas,2507.9388,53,1.3059,4.7462,61.6695,1417.3798,2293.7178,126886.6544,5059.397529999999,0,0,1.01737584,11.41732888,1746.45126,90.62219444,3.223702999,-18.58333385,-46.53333268,126886.6544,2507.9388,5059.397529999999,0,0,6.392817882,,,,,,,,,,,1,2
Brasil,Pocos de Caldas,2025.6311,43,1.2368,5.6069,63.875,1052.0186,1805.5906,110080.2262,5434.369862,0,0,1.051739115,7.792727137000001,1329.6161339999999,101.94275379999999,2.970588235,-21.7999991,-46.56666547,110080.2262,2025.6311,5434.369862,0,0,11.18987342,,,,,,,,,,,1,1
Brasil,Pouso Alegre,1700.82,50,1.5982,6.4311,62.7693,776.1276,1427.6509,105433.1329,6198.958906,0,0,1.029178516,11.54167843,1651.526849,83.16820397,3.016182117,-22.21666713,-45.93333434,105433.1329,1700.82,6198.958906,0,0,11.41894737,,,,,,,,,,,1,1
Brasil,Sete Lagoas,4105.1718,79,1.2439,5.2533,60.4131,2490.0556,3852.1537,187916.2045,4577.549882,0,0,1.0217061040000002,8.568915963,1530.144484,105.3567282,3.227981373,-19.45000071,-44.23333353,187916.2045,4105.1718,4577.549882,0,0,7.255411255,,,,,,,,,,,2,2
Brasil,Teofilo Otoni,1124.4596,44,1.9873,7.1808,60.8225,482.8419,950.7278,120244.0306,10693.49115,0,0,1.06373596,9.070393178,1591.290568,105.9434406,2.861622698,-17.85240045,-41.50020028,120244.0306,1124.4596,10693.49115,0,0,3.082340195,,,,,,,,,,,1,1
Brasil,Uberaba,5236.2888,94,1.1201,5.4562,62.523,2609.6091,4182.2101,268838.4052,5134.138964,1,0,1.0230832159999999,11.78795741,1894.2946989999998,94.95505302,3.2670947389999996,-19.74999993,-47.91666782,268838.4052,5236.2888,5134.138964,1,0,9.614930734,,,,,,,,,,,2,2
Brasil,Uberlandia,10928.893,307,1.8503,6.1507,60.3534,5461.1891,8290.9047,541553.3444,4955.250167,1,0,1.021210487,9.48781959,1709.9672059999998,105.5805551,3.2834410739999997,-18.91666586,-48.29999908,541553.3444,10928.893,4955.250167,1,0,8.846589301,,,,,,,,,,,3,2
Brasil,Varginha,1981.71,36,1.0641,5.0957,61.5875,993.1489,1695.4209,116381.5849,5872.785871,0,0,1.0342713620000001,10.83929039,1693.841684,93.10182636,3.141193595,-21.54937127,-45.43381735,116381.5849,1981.71,5872.785871,0,0,9.32173913,,,,,,,,,,,1,2
Brasil,Belem,19266.183,543,1.8452,9.4244,60.355,11080.5857,16924.4353,1819187.648,9442.374231,1,0,1.033664117,8.156717856,1397.584417,99.91038258,2.8792584310000002,-1.4390009519999998,-48.49800256,1819187.648,19266.183,9442.374231,1,0,9.641918902999999,,,,,,,,,,,3,1
Brasil,Castanhal,2344.4964,81,2.0438,5.1175,60.4867,1139.6655,1926.5377,151012.7524,6441.1496,0,0,1.010819294,10.22486883,1725.199197,96.28961689,3.254672245,-1.299999948,-47.91666782,151012.7524,2344.4964,6441.1496,0,0,8.958083832,,,,,,,,,,,1,2
Brasil,Maraba,2509.02,72,1.6971,4.3228,64.0193,615.3478,1040.4935,161088.7671,6420.385932,0,0,1.0229921370000001,9.080405283,1600.932912,100.76937420000002,3.0892410339999996,-5.349999782,-49.11666481,161088.7671,2509.02,6420.385932,0,0,6.148582996,,,,,,,,,,,1,2
Brasil,Parauapebas,1513.8912,48,1.8333,3.9497,60.9313,454.4678,786.0043,108641.9912,7176.346445,0,0,1.020651845,11.36149377,1885.9558579999998,95.20152348,3.217972521,-6.067018074,-49.89224971,108641.9912,1513.8912,7176.346445,0,0,6.045187689,,,,,,,,,,,1,2
Brasil,Santarem,3233.7867,93,1.8466,3.6642,60.7364,1330.6860000000001,2072.4126,228836.5159,7076.418564,0,0,1.0123639229999999,9.360570333,1660.891691,102.083634,3.320138545,-2.4599970669999998,-54.61000168,228836.5159,3233.7867,7076.418564,0,0,9.26671737,,,,,,,,,,,1,2
Brasil,Campina Grande,4173.84,68,1.079,4.9845,60.672,2565.5769,3873.7025,338539.9924,8110.995927,0,0,1.023403088,12.35017082,1875.815569,90.16362158,3.100014391,-7.216666551,-35.88333503,338539.9924,4173.84,8110.995927,0,0,2.9363891489999996,,,,,,,,,,,2,3
Brasil,Joao Pessoa,13445.8212,399,1.7936,7.9266,60.637,4670.3629,7727.2095,991085.2836,7370.9545689999995,1,0,1.026651879,10.16569693,1616.980991,95.98053109,3.099823633,-7.115,-34.863056,991085.2836,13445.8212,7370.9545689999995,1,0,4.591304348,,,,,,,,,,,3,2
Brasil,Apucarana,1887.0282,67,1.8844,6.4241,60.7057,633.9408,1194.4403,109649.0927,5810.670349,0,0,1.019696627,8.618257468,1528.911497,102.1654055,3.2127588510000002,-23.54768832,-51.48157463,109649.0927,1887.0282,5810.670349,0,0,8.425149701,,,,,,,,,,,1,2
Brasil,Arapongas,1868.491,61,1.931,5.3698,60.4849,948.6273,1603.8157,93423.89237,4999.967479999999,0,0,1.021742698,8.71583944,1496.377772,100.884,3.142270351,-23.3833331,-51.45000073,93423.89237,1868.491,4999.967479999999,0,0,8.588394062,,,,,,,,,,,1,2
Brasil,Cascavel,5675.3142,106,1.1437,6.9344,60.8603,2929.1333,4783.3515,268750.437,4735.431844,0,0,1.015028708,7.211209282,1467.3579630000002,111.6816132,3.299924528,-24.95000075,-53.46666711,268750.437,5675.3142,4735.431844,0,0,6.813397129,,,,,,,,,,,2,4
Brasil,Curitiba,47451.3863,1073,1.4822,7.7801,61.1536,18419.6142,28101.1978,2525278.273,5321.818131,1,1,1.033440701,6.716535744,1259.4356970000001,105.0960919,2.8990771060000005,-25.43000402,-49.28499866,2525278.273,47451.3863,5321.818131,1,1,8.812631088,,,,,,,,,,,4,4
Brasil,Foz do Iguacu,5494.951,154,1.7652,4.505,61.5358,2031.0904,3224.7614,237639.8496,4324.695393999999,0,0,1.025890982,7.2053455,1468.271451,116.1988709,3.176442385,-25.54999908,-54.58333195,237639.8496,5494.951,4324.695393999999,0,0,11.00456621,,,,,,,,,,,2,4
Brasil,Guarapuava,3145.6816,62,1.2505,5.6505,60.6887,1813.9955,2859.2019,140169.9181,4455.949686,0,0,1.02488907,8.122454786,1417.151866,98.71482441,3.22113943,-25.38333313,-51.45000073,140169.9181,3145.6816,4455.949686,0,0,6.067929925,,,,,,,,,,,2,2
Brasil,Londrina,9950.31,270,1.5843,7.3208,62.1118,2338.5597,4005.4543,577966.5056,5808.52763,1,0,1.023649496,9.342017831,1593.996619,102.692603,3.119495184,-23.29999907,-51.15000141,577966.5056,9950.31,5808.52763,1,0,9.255447381,,,,,,,,,,,2,2
Brasil,Maringa,8272.251,195,1.3889,8.8748,61.1292,3874.1261,6575.4012,425036.1808,5138.0902049999995,0,0,1.014506607,8.748422612999999,1654.042257,107.2765351,3.2868018130000003,-23.41666589,-51.91666779,425036.1808,8272.251,5138.0902049999995,0,0,9.550500455,,,,,,,,,,,3,2
Brasil,Paranagua,2545.019,85,1.9131,5.3808,62.0019,1073.2893,1873.7207,136146.1822,5349.513252000001,0,0,1.022822178,5.857029539,1072.768374,103.70005809999999,2.9263306310000003,-25.51666629,-48.49999992,136146.1822,2545.019,5349.513252000001,0,0,11.72413793,,,,,,,,,,,1,4
Brasil,Ponta Grossa,6308.3776,214,2.022,7.9817,61.3613,2936.6189,4926.8901,276263.2975,4379.313475,0,0,1.027450582,7.512066967999999,1397.481912,103.8962946,3.191325898,-25.08333391,-50.15000139,276263.2975,6308.3776,4379.313475,0,0,8.051490515,,,,,,,,,,,2,4
Brasil,Toledo,2322.0904,74,1.7876,4.8461,61.2242,814.8124,1452.5521,102084.945,4396.252728,0,0,1.015324837,10.37006949,1629.909242,89.50402137,3.2334519569999998,-24.73333346,-53.74999988,102084.945,2322.0904,4396.252728,0,0,7.370892018999999,,,,,,,,,,,1,2
Brasil,Caruaru,3102.48,62,1.2332,5.4008,61.6841,1637.485,2653.5029,267114.9297,8609.722856,0,0,1.022848717,15.65609602,2147.126888,81.42837259999999,3.088343212,-8.283333725,-35.96666707,267114.9297,3102.48,8609.722856,0,0,2.941952507,,,,,,,,,,,2,3
Brasil,Garanhuns,1251.8086,34,1.5062,5.4367,60.9214,639.2873,1152.7763,117481.5116,9384.931546,0,0,1.015121371,14.01205601,1929.4736070000001,81.90860307,3.2224244630000003,-8.899999451000001,-36.48333347,117481.5116,1251.8086,9384.931546,0,0,2.507894737,,,,,,,,,,,1,3
Brasil,Petrolina,4462.29,100,1.2508,6.1326,62.6495,1197.2979,2145.2161,400787.5488,8981.656251999999,0,0,1.0171951940000001,14.649384099999999,2088.763405,86.55039853,3.157055698,-9.399999512,-40.49999989,400787.5488,4462.29,8981.656251999999,0,0,3.212434095,,,,,,,,,,,1,3
Brasil,Recife,31895.4018,849,1.704,9.7008,60.3455,13222.4,20654.3265,3305128.012,10362.40687,1,1,1.043528873,9.142997155,1446.283613,93.35773569,2.870460925,-8.084996967999999,-34.9149956,3305128.012,31895.4018,10362.40687,1,1,5.50257732,,,,,,,,,,,3,1
Brasil,Vitoria de Santo Antao,898.6505,11,0.7759,3.8486,60.0855,548.6204,865.54,115604.0847,12864.194590000001,0,0,1.024012912,17.28056764,2073.8301149999998,70.4083021,2.908938313,-8.116666724,-35.29999906,115604.0847,898.6505,12864.194590000001,0,0,3.006557377,,,,,,,,,,,1,3
Brasil,Parnaiba,1958.307,65,1.8413,4.2763,60.8601,778.6163,1403.5418,131811.4944,6730.879913,0,0,1.014347785,10.97931258,1818.0621190000002,94.37031,3.305965741,-2.909166491,-41.77472298,131811.4944,1958.307,6730.879913,0,0,5.805633802999999,,,,,,,,,,,1,2
Brasil,Teresina,12788.1793,269,1.2687,6.2128,60.6169,3195.5189,5298.3755,855654.0337,6690.970604,1,1,1.01438733,10.97371333,1773.173354,93.75668291,3.2597963739999996,-5.104998015,-42.80200157,855654.0337,12788.1793,6690.970604,1,1,6.353954581,,,,,,,,,,,3,2
Brasil,Angra dos Reis,671.2188,42,2.6938,4.0231,61.7347,149.3933,347.0219,53742.77861,8006.730820999999,0,0,1.0788298570000001,8.381641904,1259.50887,86.05010299,2.5936896330000003,-22.99999985,-44.29999911,53742.77861,671.2188,8006.730820999999,0,0,10.80972222,,,,,,,,,,,1,5
Brasil,Araruama,4595.8446,174,1.579,8.4537,61.6917,1419.1152,3402.7361,130875.9804,2847.699128,0,0,1.033951029,6.544722494,1233.181627,111.9080557,2.857047695,-22.88333314,-42.33333198,130875.9804,4595.8446,2847.699128,0,0,12.01002227,,,,,,,,,,,2,4
Brasil,Cabo Frio,2509.9227,81,1.7202,5.0284,60.7243,469.5105,880.8542,133726.5016,5327.918882,0,0,1.031929385,9.117137495,1412.0789029999999,93.99621442,2.899468454,-22.88333314,-42.01666631,133726.5016,2509.9227,5327.918882,0,0,12.77030812,,,,,,,,,,,1,1
Brasil,Campos dos Goytacazes,4477.049,58,0.7678,5.7513,61.5648,1912.2593,3226.7189,316872.6784,7077.711404000001,0,0,1.024914994,8.707962558,1476.5960630000002,100.3607838,2.97553935,-21.761967000000002,-41.315938,316872.6784,4477.049,7077.711404000001,0,0,8.325101685,,,,,,,,,,,2,1
Brasil,Macae,2348.8203,51,1.1893,7.11,60.7319,931.1783,1700.0479,142806.4598,6079.923529,0,0,1.03784204,8.530947693,1341.193787,94.24682477,2.830579596,-22.380389,-41.791002,142806.4598,2348.8203,6079.923529,0,0,9.867537313,,,,,,,,,,,1,1
Brasil,Nova Friburgo,1143.3569,203,3.3235,4.7683,66.8194,45.5633,243.4038,158368.6996,13851.1667,0,0,1.165667228,3.821570698,916.9120987,137.5835746,2.47357513,-22.26666626,-42.53333271,158368.6996,1143.3569,13851.1667,0,0,8.614443084,,,,,,,,,,,4,5
Brasil,Petropolis,724.944,120,4.2256,3.5239999999999996,66.9437,14.0909,55.1986,144331.2622,19909.13335,0,0,1.128571596,6.43791329,1152.6605439999998,110.0608009,2.451456311,-22.4999999,-43.16666782,144331.2622,724.944,19909.13335,0,0,8.084165478,,,,,,,,,,,4,5
Brasil,Resende,1806.0319,67,1.9659,5.7312,62.7971,663.3404,1251.7753,96356.65294,5335.274217,0,0,1.0587600940000002,7.241239408999999,1283.460556,108.12731809999998,2.992083333,-22.4666671,-44.45000071,96356.65294,1806.0319,5335.274217,0,0,10.77459016,,,,,,,,,,,1,1
Brasil,Rio de Janeiro,83100.8475,1395,1.1309,11.0857,60.5213,31228.5659,46352.9657,8908528.693,10720.1389,1,1,1.045203844,8.323533792000001,1461.590469,103.0971662,2.823767223,-22.72157103,-43.45518559,8908528.693,83100.8475,10720.1389,1,1,13.82273052,,,,,,,,,,,4,1
Brasil,Teresopolis,1327.7688,237,3.5496,5.0863,65.0965,83.6686,420.7308,135672.2152,10218.050959999999,0,0,1.220652806,2.9287293830000003,827.9128795,157.60978899999998,2.419392984,-22.416239,-42.973407,135672.2152,1327.7688,10218.050959999999,0,0,8.111275963999999,,,,,,,,,,,4,5
Brasil,Volta Redonda,5355.3565,169,1.8071,6.6206,60.618,1486.1963,2595.2737,383173.3326,7154.950042,0,0,1.100284066,6.309735797999999,1155.488974,110.62335959999999,2.805199025,-22.53333269,-44.11666482,383173.3326,5355.3565,7154.950042,0,0,10.98268755,,,,,,,,,,,2,5
Brasil,Mossoro,3184.5583,77,1.3827,6.3432,60.9231,1475.3226,2579.8549,237088.7691,7444.945898000001,0,0,1.02234406,14.05846009,2032.461682,85.9305376,3.176953526,-5.19138901,-37.34472264,237088.7691,3184.5583,7444.945898000001,0,0,4.011183049,,,,,,,,,,,2,3
Brasil,Natal,12038.5896,248,1.0816,5.2645,61.5718,2025.9198,3858.5805,1052842.754,8745.572599,1,0,1.04040021,12.554210099999999,1839.563266,87.56468549,3.041086524,-5.805999041000001,-35.21099672,1052842.754,12038.5896,8745.572599,1,0,4.093080725,,,,,,,,,,,2,3
Brasil,Caxias do Sul,5273.3667,219,2.2889,7.6153,61.1904,1633.0927,2963.1074,383193.2689,7266.572779000001,1,0,1.0383196129999999,8.483160235,1399.6235880000002,95.71238366,2.879916272,-29.16666591,-51.1833343,383193.2689,5273.3667,7266.572779000001,1,0,5.249009247,,,,,,,,,,,2,1
Brasil,Passo Fundo,3484.8912,112,1.9694,5.8552,60.3213,1786.2928,2915.0143,174947.3499,5020.168495,0,0,1.024109973,6.598564282000001,1295.861547,110.87203319999999,3.129827236,-28.26666626,-52.400001399999994,174947.3499,3484.8912,5020.168495,0,0,6.107391911000001,,,,,,,,,,,2,4
Brasil,Pelotas,4110.6592,73,1.0958,7.5095,60.5569,2447.1879,3966.0581,270587.6766,6582.584709000001,0,0,1.0249516440000002,6.86736648,1217.010345,101.2432983,2.9937487789999997,-31.76666627,-52.33333204,270587.6766,4110.6592,6582.584709000001,0,0,6.1258249010000005,,,,,,,,,,,2,4
Brasil,Porto Alegre,54695.195,1370,1.5603,11.3993,60.6394,14264.3874,22899.444,3313128.703,6057.4340600000005,1,1,1.033729798,6.724855196,1191.8180960000002,102.48509240000001,2.91765496,-30.04000196,-51.20800169,3313128.703,54695.195,6057.4340600000005,1,1,9.693131133,,,,,,,,,,,4,4
Brasil,Rio Grande,2365.6545,165,2.8988,4.4596,62.2602,339.702,817.3526,153001.0046,6467.609519,0,0,1.022358059,5.831105322000001,997.7221194,96.40143499,3.157997763,-32.03578109,-52.08834006,153001.0046,2365.6545,6467.609519,0,0,5.674670797999999,,,,,,,,,,,1,4
Brasil,Santa Cruz do Sul,2153.972,59,1.5811,6.6554,61.1531,1036.8437,1796.2051,102718.6701,4768.806904,0,0,1.034630487,5.791624415,1110.54369,109.4633412,2.9775093710000005,-29.716667100000002,-52.4333343,102718.6701,2153.972,4768.806904,0,0,8.631349782000001,,,,,,,,,,,1,4
Brasil,Santa Maria,4192.1055,121,1.7419,6.5948,60.6865,1761.6721,2919.0754,246575.9814,5881.906282,0,0,1.0398133440000001,9.076013134,1414.032725,86.32060517,2.7085510389999996,-29.698895,-53.822747,246575.9814,4192.1055,5881.906282,0,0,7.823741007000001,,,,,,,,,,,2,1
Brasil,Uruguaiana,1830.2411,23,0.7894,4.8916,60.3943,1103.3193,1756.3806,105044.5312,5739.385613,0,0,1.024177304,5.739649517,1146.931308,111.22863020000001,3.130434783,-29.74999989,-57.08333205,105044.5312,1830.2411,5739.385613,0,0,6.662607717999999,,,,,,,,,,,1,4
Brasil,Ji-Parana,2758.7696,76,1.7165,6.0189,60.2875,1682.7586,2700.7691,114372.5955,4145.782195000001,0,0,1.01644927,6.323952287999999,1358.596609,120.29006480000001,3.2422941869999997,-10.83333285,-61.966667099999995,114372.5955,2758.7696,4145.782195000001,0,0,8.939240063,,,,,,,,,,,2,4
Brasil,Porto Velho,6777.5444,101,0.991,6.8928,60.4387,4130.5135,6211.3476,374384.7259,5523.90286,0,0,1.02934272,8.528259842,1673.034946,113.1294082,3.0538650310000004,-8.762004021000001,-63.9060027,374384.7259,6777.5444,5523.90286,0,0,9.713388125,,,,,,,,,,,3,1
