L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG
PiauÌ,PARNA0BA,Brasil,178,0.4089,64.0072,1278.3259,4.0577,75.0311,1.029393513,9.441598174,1910.173596,114.4551293,3.223127753,1,1.0000,1,0.9989,-2.9600777391569,-41.7534849588486
Rio Grande do Sul,IGREJINHA,Brasil,98,0.7215,21.163,409.0836,4.9356,67.4727,1.092388039,7.364391556,2143.404381,165.3729242,2.752307692,2,0.6051,2,0.9589,-29.5604151910803,-50.7944784979692
Rio Grande do Sul,PAROB5,Brasil,95,0.8746,66.7888,722.9063,4.4059,66.4437,1.046686827,10.85126797,2480.155364,131.06415,2.801619433,3,0.9999,3,0.3727,-29.6590022430069,-50.8559261822050
Rio Grande do Sul,TAQUARA,Brasil,162,0.3541,22.3034,884.6881,3.9534,81.8415,1.107692476,2.679404966,1161.062029,253.4095729,2.839654025,2,0.9540,1,0.9884,-29.6713946923460,-50.7636317097719
Rio Grande do Sul,TR2S COROAS,Brasil,61,0.3292,9.9697,363.7826,6.2351,74.0338,1.12429376,3.47504817,1323.749398,216.1943679,2.642285714,2,0.9906,2,0.6517,-29.4773287601581,-50.7705909050743
Rio Grande do Sul,PASSO FUNDO,Brasil,266,0.3397,124.5438,2672.5183,6.278,77.231,1.074971706,5.313266148,1589.98164,168.7482895,3.042836647,1,0.9997,1,0.9904,-28.2689733566593,-52.4524664648376
Minas Gerais,PASSOS,Brasil,166,0.1241,21.8568,1592.9893,4.7322,92.8348,1.062649844,2.244890891,558.9064251,144.572989,3.206726319,4,0.5642,1,1.0000,-20.7185801537614,-46.6219934558225
Minas Gerais,PATOS DE MINAS,Brasil,256,0.0803,18.0769,2072.898,4.6545,129.6471,1.077086593,1.631171874,418.7455796,151.1564491,3.133826378,3,0.9996,1,1.0000,-18.5969584494640,-46.5077071235889
Rio Grande do Sul,CAP4O DO LEPO,Brasil,134,0.1707,0.7288,123.6842,2.7262,123.622,1.14046928,0.798502385,441.5937183,325.0974304,2.937244202,3,0.9192,6,0.9997,-31.8336578785936,-52.5381684749068
Rio Grande do Sul,PELOTAS,Brasil,373,0.2318,96.3427,3050.0765,6.3068,130.2858,1.078439837,3.798793018,1348.369624,202.9070945,2.9745751,1,0.9510,1,1.0000,-31.5811676794800,-52.3411558314504
Bahia,JUAZEIRO,Brasil,264,0.0406,3.1103,861.5816,4.0654,364.4993,1.059917782,0.781123785,207.0556666,158.2393149,3.04607721,3,1.0000,1,1.0000,-9.5445008168570,-40.2731068412295
Bahia,PETROLINA,Brasil,270,0.0592,6.4721,897.6335,3.6186,193.425,1.073459883,1.735083346,448.9743575,155.3705737,3.074009729,3,0.9990,1,1.0000,-9.0197948531175,-40.5723591911142
Rio de Janeiro,PETR9POLIS,Brasil,456,0.5732,0.6524,35.0342,2.9654,89.8897,1.274121952,4.513481556,1885.871273,229.9406966,2.304927231,2,0.9739,1,0.9788,-22.3985525685099,-43.1573064685489
S„o Paulo,PIRACICABA,Brasil,467,0.3389,209.6316,3931.8855,7.9195,76.2888,1.068600134,7.302424281,1659.578355,132.2524958,2.932146173,1,0.9999,5,0.9993,-22.7262996241797,-47.7839700191342
Minas Gerais,PO5OS DE CALDAS,Brasil,202,0.3693,68.1576,1295.8218,4.5416,84.6497,1.102412782,6.611737817,1571.481093,140.8190103,2.961455071,1,0.9983,1,1.0000,-21.8080013534338,-46.5632380147316
Paran·,PONTA GROSSA,Brasil,511,0.2472,155.2515,4438.4421,7.8273,76.131,1.078211059,4.255812332,1183.959976,155.7551212,3.131495438,1,0.9977,5,0.9987,-25.1412402486423,-50.0816268868558
Rio Grande do Sul,PORTO ALEGRE,Brasil,729,1.4684,5930.3635,15530.3761,8.0752,62.0375,1.047146729,41.60349519,7112.8547,97.48023348,2.786784141,4,0.9996,5,1.0000,-30.0953889830119,-51.1650672075482
Rio Grande do Sul,ALVORADA,Brasil,105,1.4724,951.9708,2474.718,2.8245,61.5945,1.025196403,33.16480066,6765.064827,119.9336779,3.0189099,4,0.9974,3,0.9999,-29.9951655380455,-51.0374924996220
Rio Grande do Sul,ARARIC7,Brasil,60,1.702,1.1986,29.1054,2.5864,85.4781,1.066116238,4.461660658,1785.931001,235.9882789,2.613953488,1,0.6780,6,0.8506,-29.6350660660578,-50.9344350776739
Rio Grande do Sul,CACHOEIRINHA,Brasil,105,2.3852,817.5202,1659.9505,4.4968,62.294,1.035088239,54.56576587,9812.792037,106.1215657,2.993452164,4,1.0000,3,1.0000,-29.9209632300056,-51.0952604802242
Rio Grande do Sul,CAMPO BOM,Brasil,152,2.5119,428.3362,1446.4684,5.7198,61.5766,1.029651753,30.23844816,5514.031595,107.6866101,3.032977692,4,0.9929,3,1.0000,-29.6724860772594,-51.0491284118375
Rio Grande do Sul,CANOAS,Brasil,112,0.8544,3220.3786,6310.5626,4.4503,61.3912,1.031999707,38.36823935,8165.157936,122.5529176,2.98383529,4,0.9990,5,0.9972,-29.9123425220186,-51.1796492687759
Rio Grande do Sul,CAPELA DE SANTANA,Brasil,38,0.2069,0.5337,49.7202,3.9795,195.3606,1.063723425,1.431772862,870.9184978,370.0135136,2.755417957,3,0.7342,6,0.9992,-29.7056874589182,-51.3569196950224
Rio Grande do Sul,DOIS IRMDOS,Brasil,117,1.7957,68.5809,554.3128,5.4079,65.9916,1.046346299,11.51711335,2642.2612,131.2717253,2.702647658,3,0.9997,2,0.6793,-29.5989297470298,-51.0904810457899
Rio Grande do Sul,ELDORADO DO SUL,Brasil,187,0.367,2.3538,173.4617,2.6138,88.436,1.073472661,1.900527799,909.2380776,274.5087851,2.937770095,3,0.9496,6,0.9692,-30.0782655836102,-51.4989438224630
Rio Grande do Sul,EST7NCIA VELHA,Brasil,90,1.7257,104.7367,507.7288,5.1733,68.161,1.028254888,23.71638873,4868.691425,118.8812329,2.914438503,4,0.8248,3,0.6957,-29.6477588860738,-51.1883637843468
Rio Grande do Sul,ESTEIO,Brasil,30,1.0838,750.7202,1369.914,2.4788,61.0759,1.02720446,50.80938581,9404.681195,110.4322706,2.974675726,4,1.0000,3,0.9998,-29.8517472740068,-51.1767972444296
Rio Grande do Sul,GRAVATA,Brasil,514,1.1093,242.3141,2261.9774,4.2854,69.0211,1.053325762,9.564084346,2610.657199,156.1402887,2.858946213,1,0.9996,3,0.6819,-29.8907785665921,-50.9473961896149
Rio Grande do Sul,IVOTI,Brasil,77,1.2194,51.8975,467.1237,4.6667,72.2943,1.050655061,11.70914343,2856.923412,139.5845662,2.893289329,3,0.9999,2,0.9974,-29.5806403484188,-51.1570776383874
Rio Grande do Sul,LINDOLFO COLLOR,Brasil,30,0.9101,0.4707,17.0878,2.1239,199.0375,1.105097235,3.564473452,1162.030751,195.2711203,2.640522876,2,0.9859,6,1.0000,-29.5829890442383,-51.2196604136269
Rio Grande do Sul,NOVA HARTZ,Brasil,43,0.688,10.6249,185.7654,4.2422,76.3266,1.099052228,7.391528232,2490.31305,195.9001613,2.739424704,2,0.8709,2,0.9920,-29.5856779562534,-50.8982162214624
Rio Grande do Sul,NOVA SANTA RITA,Brasil,181,0.8311,1.3286,52.5574,3.3141,84.2725,1.087613908,2.502151419,1269.895678,300.7738554,2.826219512,2,0.8712,6,0.9754,-29.8444338777912,-51.2886194720480
Rio Grande do Sul,NOVO HAMBURGO,Brasil,293,1.3091,873.4361,4003.3884,3.3506,68.086,1.048176902,20.57545442,4314.470389,122.9355802,3.025934401,3,0.5721,3,0.9954,-29.7349741639264,-51.0489966886507
Rio Grande do Sul,PORT8O,Brasil,121,0.7567,18.4899,376.9454,5.0395,69.919,1.071258353,5.503493433,1687.26491,179.1600031,2.89373814,1,0.9947,2,0.9692,-29.7004716469924,-51.2489871255902
Rio Grande do Sul,S3O LEOPOLDO,Brasil,181,1.7621,1575.8751,3784.9986,7.1169,61.0825,1.025647583,48.36551717,8202.846762,99.3691275,3.06294835,4,0.9996,3,0.9945,-29.7553864407188,-51.1449776475857
Rio Grande do Sul,S3O SEBASTIOO DO CAE,Brasil,124,1.1135,5.9557,144.0722,3.8839,81.1785,1.113458796,6.072250938,1945.361478,184.0360481,2.855608592,1,0.7351,2,0.8825,-29.5890367236954,-51.3380274747832
Rio Grande do Sul,SAPIRANGA,Brasil,139,1.0051,190.0979,1498.3834,5.2391,62.3693,1.086696105,14.16517545,3281.471817,136.7274145,2.979519145,3,0.9954,3,0.9981,-29.6142522377773,-50.9957948890786
Rio Grande do Sul,SAPUCAIA DO SUL,Brasil,98,1.6808,663.8396,1777.2345,4.0386,62.9245,1.033008748,40.96921327,7164.611413,103.1199041,2.956521739,4,0.9998,3,1.0000,-29.8233454533296,-51.1337122474866
Rio Grande do Sul,VIAM0O,Brasil,663,0.443,28.0527,1021.875,3.717,78.8313,1.089893238,2.591183292,1060.086914,239.0433887,2.753748203,2,0.9884,1,0.9998,-30.1671407318333,-50.8695473685603
Bahia,PORTO SEGURO,Brasil,339,0.1408,1.2602,187.6894,3.6829,95.93,1.105490774,1.315095481,393.110712,174.8835308,2.867616034,3,0.5497,1,0.8576,-16.6190793581184,-39.2900160107882
RondÙnia,CANDEIAS DO JAMARI,Brasil,147,0.0215,0.2082,240.5369,2.4853,239.8301,1.053424041,0.082174399,112.695805,750.7011889,3.103139013,3,1.0000,6,0.9998,-8.8869938895733,-63.3256206265396
RondÙnia,PORTO VELHO,Brasil,755,0.0221,12.8603,5358.3567,6.4094,102.1929,1.085771645,0.307217946,134.3120147,249.639065,2.981429148,3,0.9880,5,0.9684,-9.1534047621918,-64.3066985100558
Minas Gerais,POUSO ALEGRE,Brasil,230,0.4237,32.7842,834.5407,4.5156,101.2835,1.088520952,7.955250872,2048.706489,149.2566986,2.971490794,1,0.9986,1,0.9999,-22.2649009390189,-45.9399711993624
S„o Paulo,3LVARES MACHADO,Brasil,68,0.1958,2.0235,187.9973,3.3981,103.8602,1.069252463,2.77898212,783.6865445,167.8188604,2.920564872,4,0.9279,6,0.9899,-22.1319422331231,-51.5151502059683
S„o Paulo,PRESIDENTE PRUDENTE,Brasil,248,0.4409,181.5938,2339.1727,5.301,84.3484,1.045710468,15.61742161,2717.602826,102.7316155,3.146682066,3,0.9997,1,0.9878,-21.9935005606861,-51.3431101652832
Pernambuco,RECIFE,Brasil,362,1.6573,7464.0704,12131.5888,4.8678,60.7408,1.045306601,66.14520471,10398.59758,93.87074085,2.937019693,1,1.0000,5,1.0000,-8.0392254266425,-34.9331747283796
Pernambuco,ABREU E LIMA,Brasil,87,0.6901,61.0146,781.5288,5.0538,73.2637,1.04345435,9.006953373,1862.854941,116.4403345,2.542467452,1,1.0000,1,0.9105,-7.8793096020683,-35.0193400932444
Pernambuco,CABO DE SANTO AGOSTINHO,Brasil,482,1.0747,24.2613,421.6481,3.9347,70.5934,1.079272548,7.610146313,1557.141237,120.7309455,2.75259434,1,0.9559,1,0.9914,-8.2694806965200,-35.0848124085002
Pernambuco,CAMARAGIBE,Brasil,348,6.7909,313.8826,1027.8445,5.0347,61.8544,1.056378934,48.65357446,8469.626146,102.3761514,2.741966274,4,0.9997,3,1.0000,-7.9868343782631,-34.9957625160923
Pernambuco,IGARASSU,Brasil,275,0.9004,33.3839,623.8384,4.8634,82.7645,1.075562306,6.753507103,1530.242334,131.4939131,2.767450829,1,0.9628,1,0.8323,-7.8177301977159,-34.9604681068442
Pernambuco,ITAPISSUMA,Brasil,75,1.0105,2.9647,71.054,2.5978,80.2921,1.050091266,6.932770766,1719.030729,146.6231188,2.871753247,1,1.0000,6,0.9810,-7.7458446891425,-34.9073409079209
Pernambuco,JABOAT1O DOS GUARARAPES,Brasil,309,1.1946,393.0839,1830.0785,5.6929,62.0201,1.054657563,24.8264404,4473.255612,104.7854882,2.768051434,4,0.8516,3,0.9983,-8.1521582199933,-35.0033608883884
Pernambuco,OLINDA,Brasil,11,0.264,3772.6294,3957.3209,2.3312,60.0402,1.033710017,96.2302554,14706.79661,91.29500358,2.896112173,1,1.0000,5,0.8581,-7.9930980271536,-34.8661273887485
Pernambuco,PAULISTA,Brasil,147,1.5111,742.5471,1737.7921,4.0765,60.9374,1.031216301,43.83169372,7418.928275,99.05000127,2.909413155,4,0.9995,3,0.9999,-7.9281548374336,-34.8832624208879
Pernambuco,S6O LOURENOO DA MATA,Brasil,118,0.4505,21.804,614.6488,5.9719,66.6129,1.066456197,6.425238752,1347.899475,125.0722829,2.772727273,1,0.9947,1,0.6709,-8.0235695621110,-35.1040909736885
Rio de Janeiro,ITATIAIA,Brasil,125,0.5099,5.295,183.4077,3.4408,70.0757,1.163684636,3.913649012,1248.746096,189.7519678,2.699585062,2,0.9749,2,0.6753,-22.4417803836609,-44.5883206753641
Rio de Janeiro,PORTO REAL,Brasil,83,1.6376,15.4491,126.1601,2.9493,69.5926,1.07154499,14.0417401,3476.702377,148.974743,2.811032864,3,0.8377,2,0.9993,-22.4410561909099,-44.3260413996268
Rio de Janeiro,RESENDE,Brasil,205,0.1873,20.9631,1020.5992,5.0502,85.1427,1.173685761,2.795132388,943.4892005,202.6732941,2.849819895,2,0.7217,1,0.9999,-22.4407214858111,-44.4849417001953
S„o Paulo,RIBEIR2O PRETO,Brasil,438,0.6731,1150.2207,6570.1414,6.2338,63.9203,1.041649213,25.95101541,4764.430964,106.4684001,3.032672959,4,0.8670,5,0.9928,-21.2108498000416,-47.8213074808284
Acre,RIO BRANCO,Brasil,567,0.0642,17.9892,2820.9598,6.9273,70.2329,1.073065815,0.856446044,232.4699709,157.2686843,2.828190517,3,0.8579,1,0.9726,-10.0661478311005,-68.3710447619058
S„o Paulo,RIO CLARO,Brasil,237,0.4757,225.9343,2864.7551,5.2877,73.9268,1.033424109,9.923937114,1914.272419,111.669823,3.209818929,1,1.0000,3,0.8913,-22.3739175855202,-47.5798943947508
S„o Paulo,SANTA GERTRUDES,Brasil,39,0.397,6.9965,149.2939,2.626,98.5172,1.035077506,5.447558788,972.8608709,108.0760156,3.128472222,4,0.9999,6,0.9570,-22.4750897098831,-47.5213396089538
Rio de Janeiro,CASIMIRO DE ABREU,Brasil,83,0.1802,3.429,226.7851,2.9739,83.4532,1.124250916,3.090920662,1037.605137,197.6867745,2.798185941,2,0.9819,2,0.5489,-22.4821997557494,-42.1442166925567
Rio de Janeiro,RIO DAS OSTRAS,Brasil,103,0.4499,103.6137,974.3342,4.2192,70.7105,1.057545876,16.35547114,3460.85266,123.3499221,2.903824648,3,0.9916,1,0.9279,-22.4542044899759,-41.9468066019099
Rio de Janeiro,RIO DE JANEIRO,Brasil,1419,1.1827,9619.5629,22157.9383,7.5711,61.7331,1.062811887,47.49258307,8635.788959,106.586399,2.778570716,4,0.9977,5,1.0000,-22.9231873848585,-43.4502572955339
Rio de Janeiro,BELFORD ROXO,Brasil,31,0.3984,4623.5526,5978.2311,2.4512,60.2573,1.048324449,81.5398209,13449.72247,97.90829268,2.85313575,1,1.0000,5,1.0000,-22.7290618479780,-43.3768700695297
Rio de Janeiro,DUQUE DE CAXIAS,Brasil,419,0.8962,2405.3883,9676.8395,8.0416,61.3429,1.046137219,24.71063075,5201.452067,121.2824437,2.862350188,4,0.9191,5,1.0000,-22.6325582714729,-43.2999009501709
Rio de Janeiro,ITABORA,Brasil,540,1.255,172.2178,1428.1096,5.3705,65.3316,1.056867269,13.84343988,3780.749716,159.1842803,2.938239909,3,0.9955,3,0.4744,-22.7496910426134,-42.8546318817923
Rio de Janeiro,ITAGUA7,Brasil,214,0.7764,74.7193,982.616,4.9406,67.9744,1.058265354,7.771523885,2106.467379,159.0412815,2.956713427,1,1.0000,1,0.7874,-22.8443825006048,-43.8172320501106
Rio de Janeiro,JAPERI,Brasil,156,1.9056,48.3987,355.7163,3.5344,68.9266,1.063202747,19.99787547,4973.914172,143.7119434,2.856857855,3,0.5877,2,0.9984,-22.6618875279944,-43.6058168549587
Rio de Janeiro,MAG2,Brasil,717,1.8459,87.1185,786.7884,3.6543,63.0647,1.070076032,10.75983477,2834.701841,152.6837481,2.724662162,3,0.6539,5,0.9654,-22.6135927205462,-43.1131356878854
Rio de Janeiro,MARIC0,Brasil,704,1.942,104.3597,766.8285,5.6022,62.9953,1.069934027,15.82324306,3953.530196,145.4275722,2.889002483,3,0.9626,5,0.9910,-22.9154106996073,-42.8168870617818
Rio de Janeiro,MESQUITA,Brasil,2,0.0512,467.3667,1350.99,1.8576,134.1641,1.034553861,40.2583386,6721.089136,98.09572733,2.985132159,4,0.9990,4,1.0000,-22.7998552934661,-43.4503652156809
Rio de Janeiro,NIL3POLIS,Brasil,7,0.3609,476.0281,960.1206,1.5166,67.2098,1.012891541,53.27259332,9117.288655,94.54366622,2.731742589,4,0.9999,4,0.7813,-22.8210672737484,-43.4289512420271
Rio de Janeiro,NITER0I,Brasil,272,2.0333,411.648,1190.4379,5.2481,62.5043,1.109750221,37.69732177,7945.036088,121.6394854,2.699693721,2,0.6713,3,0.9999,-22.9151303880695,-43.0554290973357
Rio de Janeiro,NOVA IGUAUU,Brasil,372,0.7137,973.3551,5307.9249,5.4763,63.1418,1.041214196,24.23452755,4483.869146,108.7868153,2.815832197,4,0.8045,3,0.6926,-22.6878389787266,-43.5017974354077
Rio de Janeiro,QUEIMADOS,Brasil,121,1.5988,179.8132,868.2557,3.1456,70.5042,1.043372105,29.11128744,5992.452216,121.0796534,2.853283302,4,0.9800,3,0.9994,-22.7255663091075,-43.5850454125959
Rio de Janeiro,S3O GON,Brasil,305,1.2317,4013.7428,8846.2777,6.9882,60.8994,1.059834314,43.37489039,9096.353135,122.430936,2.782282282,4,0.9978,5,1.0000,-22.8256490068487,-42.9972301138249
Rio de Janeiro,S3O JO9O DE MERITI,Brasil,1,0.0284,3520.62,3520.62,1.2626,0,1.029512329,97.90360632,17296.47459,103.7077405,3.008119767,1,1.0000,4,1.0000,-22.7851483895751,-43.3653043794470
Rio de Janeiro,SEROP5DICA,Brasil,366,1.2899,15.0076,243.0052,3.8127,85.6952,1.057430086,8.130408348,2623.255495,185.3523623,2.858000706,1,0.9980,2,0.8694,-22.7596231752471,-43.7026222332897
Rio de Janeiro,TANGU5,Brasil,87,0.598,15.5001,360.7928,3.7712,88.9202,1.092171062,4.268402533,1622.290735,233.8890843,2.837241379,1,0.5015,2,0.9690,-22.7816247237217,-42.7255928925475
Rio Grande do Sul,RIO GRANDE,Brasil,326,0.1203,7.4887,666.6716,4.1896,83.3064,1.042378804,1.69278686,570.4355604,191.2062001,3.189838519,3,0.9960,1,0.9943,-32.2200693552552,-52.4045806330814
Goi·s,RIO VERDE,Brasil,363,0.0433,7.2594,1792.4676,4.6433,176.1237,1.094501263,0.695613583,272.568291,222.2770383,3.316211878,3,1.0000,1,1.0000,-17.7393969533548,-51.0385293283948
Mato Grosso,RONDON2POLIS,Brasil,399,0.096,41.633,3235.6232,4.7081,95.0924,1.036777441,1.854814075,440.2001909,136.8510695,3.319566021,3,0.9991,1,0.9998,-16.5203110524889,-54.6684657810705
Bahia,CAMA7ARI,Brasil,714,0.9106,29.3298,499.3216,3.7753,74.8324,1.081305687,8.371782795,1986.209078,139.1787768,2.699328376,1,0.7385,1,0.9977,-12.6659078503303,-38.2063220693883
Bahia,LAURO DE FREITAS,Brasil,116,2.0111,1068.1467,2363.2934,5.0155,61.3889,1.090318668,39.26775515,7632.803224,114.9424915,2.684612713,4,0.6029,3,0.9999,-12.8632312205655,-38.3272643334934
Bahia,SALVADOR,Brasil,687,0.9913,1778.675,8677.0818,12.1955,61.5267,1.088535068,29.03860924,4885.207863,98.11847133,2.612635706,2,0.9202,5,1.0000,-12.8734085283435,-38.5146612624083
Bahia,SIM0ES FILHO,Brasil,290,1.4415,16.6222,259.0964,4.5239,96.1115,1.092244671,7.379718599,1971.083876,159.7435998,2.669676049,2,0.6397,2,0.9858,-12.7680718060353,-38.4007780756843
Rio Grande do Sul,SANTA CRUZ DO SUL,Brasil,356,0.4858,55.8916,1591.879,5.7502,83.0405,1.108225863,3.633462237,1265.715365,196.1851333,2.863595303,2,0.7504,1,0.9998,-29.6466419376084,-52.4072393442700
Rio Grande do Sul,SANTA MARIA,Brasil,354,0.1981,67.1379,2666.7808,6.3164,71.2976,1.069328518,5.19442769,1418.674296,148.3695809,2.50269876,1,0.8792,1,0.9827,-29.7847546155079,-53.8239916958652
Par·,SANTAR7M,Brasil,617,0.027,2.9059,1619.8694,3.5872,126.5603,1.096086128,0.215241774,80.50118376,211.0232693,3.165857169,3,0.9990,1,1.0000,-2.7645982270071,-55.0938533107954
S„o Paulo,CUBAT0O,Brasil,106,0.7425,66.6057,423.7059,4.0356,65.6126,1.084678204,10.69483443,2398.874138,131.1633406,2.872479564,3,0.8918,2,0.9425,-23.8659038571768,-46.4081960393396
S„o Paulo,GUARUJ1,Brasil,160,1.1164,178.0796,714.1481,3.8025,64.1446,1.05321632,34.23251215,5416.401182,91.9122046,3.104444851,4,0.9845,3,0.9980,-23.9504351169411,-46.2348515552521
S„o Paulo,ITANHA9M,Brasil,366,0.6085,51.4419,956.4528,4.5449,64.6019,1.021509521,6.998975164,1596.266475,126.9397724,2.933924099,1,1.0000,1,0.9794,-24.0919831370623,-46.8346909328853
S„o Paulo,MONGAGU,Brasil,41,0.2887,119.8412,1229.0562,4.9119,61.2592,1.02713763,11.53924362,2551.475807,125.3709473,3.072213501,3,1.0000,1,0.6160,-24.0697039025520,-46.6679711288089
S„o Paulo,PERU6BE,Brasil,215,0.6637,75.7236,1187.8989,4.5979,77.5769,1.026089909,10.0894848,2088.781915,115.5418254,3.125859334,3,1.0000,1,0.9997,-24.2789754429691,-47.0128226284173
S„o Paulo,PRAIA GRANDE,Brasil,64,0.4353,930.2879,3635.3075,5.0721,62.4414,1.01736872,34.59068722,6120.48116,102.8511129,3.220087816,4,0.9962,3,0.9988,-24.0150608776173,-46.5229249193446
S„o Paulo,SANTOS,Brasil,64,0.2281,410.5405,3112.293,4.1654,60.867,1.055581824,13.71535513,2441.243075,104.6844998,3.083878505,3,1.0000,3,0.9994,-23.8687783763859,-46.2915144612721
S„o Paulo,S5O VICENTE,Brasil,73,0.4939,196.3327,1187.5333,2.6346,62.935,1.02050446,22.86595199,3857.184568,96.291229,3.223180593,3,0.8971,3,0.9932,-23.9592012854440,-46.4883816982549
S„o Paulo,S5O CARLOS,Brasil,400,0.3518,124.613,2888.4743,5.4998,89.2325,1.047287072,5.991977195,1331.617857,131.3189034,3.10109655,1,1.0000,1,0.9984,-21.9188614134018,-47.8671726025988
S„o Paulo,S5O JOS,Brasil,556,1.2876,931.3466,4777.6997,5.7539,66.7136,1.037099626,34.00513789,6260.086623,107.9674139,3.176889617,4,0.9969,5,0.9591,-20.7972277435993,-49.3581065238956
S„o Paulo,CEDRAL,Brasil,69,0.3493,1.5498,124.5117,3.4095,117.5084,1.084644152,2.184409889,849.4731905,227.4580791,2.984126984,4,0.8259,6,0.9992,-20.9138458086461,-49.2638147068882
S„o Paulo,MIRASSOL,Brasil,93,0.3825,35.5598,745.1621,2.9339,88.905,1.038150902,7.750042205,1648.098954,126.7645744,3.166501487,1,1.0000,1,0.7372,-20.8279428745996,-49.5042544602402
S„o Paulo,BADY BASSITT,Brasil,40,0.3625,6.5797,217.8501,2.3954,113.3804,1.047356648,7.73581926,1505.7152,117.1127779,3.030720339,1,1.0000,6,0.9688,-20.9315795606945,-49.4376068220670
S„o Paulo,CA0APAVA,Brasil,288,0.7807,22.4788,473.2352,3.9985,81.2112,1.084230239,6.254911943,1823.227858,169.2013068,2.780665281,1,0.7742,2,0.5628,-23.1037321814057,-45.7132960123048
S„o Paulo,JACARE2,Brasil,328,0.7067,112.7739,1375.5247,4.872,77.3433,1.095000326,8.736709796,2283.302012,150.7621672,2.680718336,2,0.7664,1,0.9993,-23.2988774651508,-45.9905059127867
S„o Paulo,S5O JOS,Brasil,515,0.4685,219.0503,2688.7558,4.7957,68.4021,1.074327109,11.0154362,2199.679357,119.3279236,2.898384687,3,0.9887,3,0.3434,-23.0905697509068,-45.9285359708948
Maranh„o,PA0O DO LUMIAR,Brasil,339,2.7603,85.2613,626.1351,4.3082,76.4025,1.022170912,25.34515843,4889.870281,116.7496021,3.004855755,4,0.8307,2,0.9896,-2.5058534689071,-44.1238237749633
Maranh„o,RAPOSA,Brasil,109,1.6473,9.0926,119.8439,3.3181,63.9302,1.022731748,11.16528195,2262.363758,118.4894231,3.057988166,3,1.0000,2,0.9937,-2.4347689873414,-44.0880978967970
Maranh„o,S1O JOS,Brasil,340,0.8759,42.4559,524.0306,3.8259,63.4254,1.026850764,11.8395723,2261.569732,113.8433966,2.933616864,3,1.0000,1,0.7667,-2.5804468078603,-44.0902730457490
Maranh„o,S1O LU0S,Brasil,707,0.847,1269.7425,7709.4375,7.2107,62.2545,1.044692136,20.21566665,3386.009646,99.62054546,2.92926193,3,0.9598,5,1.0000,-2.6314793784428,-44.3071276369795
S„o Paulo,S5O PAULO,Brasil,943,0.62,46347.2997,79652.2718,6.6552,60.8339,1.052629474,67.99496447,11249.73059,98.87096059,2.922744258,1,1.0000,5,1.0000,-23.6500805401929,-46.6481108503728
S„o Paulo,ARUJ9,Brasil,198,2.0602,87.5906,514.0955,4.5227,70.8891,1.106358036,18.34133091,4443.758006,145.3030292,2.774674115,2,0.9287,2,0.9409,-23.3859681620207,-46.3190872781655
S„o Paulo,BARUERI,Brasil,46,0.7004,3099.8477,4180.1375,3.9242,61.4821,1.093972238,54.84383258,10491.47159,118.5047185,2.870019436,1,0.9757,5,0.6163,-23.5052763892203,-46.8772452146237
S„o Paulo,CAIEIRAS,Brasil,118,1.2278,24.9345,211.9989,3.279,77.3219,1.116778151,15.07025263,3288.407789,132.4524802,2.770463652,2,0.9105,2,0.9999,-23.3764552259274,-46.7447686070610
S„o Paulo,CAJAMAR,Brasil,167,1.272,32.4258,318.1984,3.8348,66.8761,1.109711499,9.231490957,2456.950729,157.3637392,2.697342839,2,0.8948,2,0.9955,-23.3514402585275,-46.8720488582882
S„o Paulo,CARAPICUABA,Brasil,20,0.579,3060.3186,3226.2638,2.5655,60.0284,1.073289917,87.91430581,14714.24282,100.7192808,2.745209177,1,0.9924,3,0.5954,-23.5500406283475,-46.8419285071601
S„o Paulo,COTIA,Brasil,473,1.4604,394.8843,2425.7797,6.7486,66.4509,1.122366011,12.78689725,3403.899401,154.5881545,2.505814963,2,0.9860,3,0.8594,-23.6751521599538,-46.9605113273290
S„o Paulo,DIADEMA,Brasil,14,0.4546,2284.4002,2606.695,2.0094,67.0979,1.060167974,107.8667531,16212.11385,91.75687578,2.890837696,3,0.9989,3,0.9104,-23.6972875405385,-46.6114242052593
S„o Paulo,EMBU,Brasil,201,2.8553,199.3903,665.3659,3.9124,62.7659,1.110634195,31.69261474,7197.397953,140.0086558,2.711870636,2,0.7912,3,1.0000,-23.6513359203332,-46.8515047009484
S„o Paulo,FERRAZ DE VASCONCELOS,Brasil,46,1.5562,793.9958,1448.8141,2.6767,61.3749,1.053390008,54.07168122,9585.677232,107.1536366,2.745306951,4,0.9998,3,0.9999,-23.5610607955432,-46.3739391948954
S„o Paulo,FRANCISCO MORATO,Brasil,37,0.7542,480.1912,1379.6037,5.4243,62.1308,1.123834242,31.66288078,7519.852529,146.361419,2.683908046,2,0.8693,3,0.9995,-23.2737116254134,-46.7236316955660
S„o Paulo,FRANCO DA ROCHA,Brasil,175,1.3051,77.1959,598.6035,3.5371,69.0887,1.136172398,13.3846964,3625.349237,163.5846825,2.675077468,2,0.9795,2,0.8913,-23.3145379241955,-46.7361691750742
