L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG
Buenos Aires,BahÌa Blanca,Argentina,487,0.2131,77.6599,2644.8742,5.1337,76.6491,1.032761004,3.672485192,939.2877988,144.0040542,3.411005823,4,0.9933,1,0.9993,-38.5853169702967,-62.1706249182144
Buenos Aires,Comuna 12,Argentina,1,0.0642,1557.18,1557.18,1.4735,0,1.010627003,102.3765349,18590.83084,99.89160962,3.6191052,3,1.0000,4,1.0000,-34.5680948294152,-58.4910368124922
Buenos Aires,Comuna 13,Argentina,13,0.8836,1264.0834,1359.9129,2.5395,60.0462,1.026108492,90.57145277,16060.25921,98.45462925,3.473831124,1,1.0000,3,0.9952,-34.5564456490851,-58.4547287961362
Buenos Aires,Comuna 4,Argentina,8,0.3611,1990.2022,2091.1138,2.2122,67.1673,1.027100945,79.57741792,14502.01455,104.4230942,3.361758475,1,1.0000,4,0.5801,-34.6435755352241,-58.3881277966008
Buenos Aires,Comuna 6,Argentina,1,0.146,684.9,684.9,1.2914,0,1.00576424,83.14704093,15379.25856,106.14551,3.525963149,1,1.0000,4,1.0000,-34.6187342698568,-58.4443190717368
Buenos Aires,Comuna 7,Argentina,7,0.5639,1106.3997,1166.2599,2.145,60.0694,1.016293768,103.8948996,18143.37746,99.46032124,3.454346238,3,1.0000,4,0.5307,-34.6384490078252,-58.4526397103585
Buenos Aires,Comuna 14,Argentina,11,0.676,1395.209,1498.1159,2.15,60.0138,1.025876913,74.45866374,12662.18585,97.69207894,3.21570066,1,1.0000,3,0.8576,-34.5754064419445,-58.4226180941807
Buenos Aires,Comuna 2,Argentina,3,0.4756,599.2624,614.5202,2.4513,108.1727,1.035454537,66.47071446,13214.29022,116.6137502,3.407488987,1,1.0000,4,1.0000,-34.5877959074651,-58.3954722472048
Buenos Aires,Comuna 5,Argentina,1,0.1501,666.36,666.36,1.3815,0,1.000975768,74.59208672,15291.61477,115.8814782,3.712031558,1,1.0000,4,1.0000,-34.6192606654730,-58.4213216498695
Buenos Aires,Comuna 15,Argentina,1,0.0698,1432.98,1432.98,1.5336,0,1.017602551,101.4819464,17379.36768,95.85848626,3.513988289,3,1.0000,4,1.0000,-34.5937737678165,-58.4635245714838
Buenos Aires,Comuna 3,Argentina,1,0.1567,638.01,638.01,1.1361,0,1.002154226,73.42152953,15797.16671,119.814998,3.775423729,1,1.0000,4,1.0000,-34.6157339428091,-58.4033996554690
Buenos Aires,Comuna 1,Argentina,9,0.4958,1120.3671,1414.4143,2.3688,60.0248,1.02125757,84.59737057,14366.53879,96.01910986,3.376881397,1,1.0000,3,0.8367,-34.6078757795351,-58.3721555387982
Buenos Aires,Almirante Brown,Argentina,72,0.5577,5365.4112,8238.0015,4.53,61.2989,1.006893372,62.33474636,12149.78104,109.3067526,3.416069541,1,1.0000,5,1.0000,-34.8367139977676,-58.3675979380448
Buenos Aires,Avellaneda,Argentina,32,0.5591,3417.2147,4356.9864,3.0293,60.571,1.018795551,71.20695733,13464.96509,106.8224908,3.366038603,1,1.0000,5,0.9492,-34.6785404171355,-58.3412095762458
Buenos Aires,Berazategui,Argentina,176,0.7996,1215.63,4639.446,2.4932,62.5616,1.024248342,27.32568739,5823.533953,120.5662725,3.354361371,4,0.9286,3,0.9948,-34.8189529923850,-58.1553430078285
Buenos Aires,Berisso,Argentina,72,0.4949,217.3327,1704.7864,5.8011,63.2306,1.028180167,13.67277505,3027.78068,126.6312668,3.244832338,3,0.9998,3,0.9977,-34.9111284142573,-57.8290466308304
Buenos Aires,Comuna 10,Argentina,1,0.0807,1239.3,1239.3,1.6596,0,1.0083592,110.5191465,18956.26184,97.3435364,3.564412811,3,1.0000,4,1.0000,-34.6298111359459,-58.5030250282798
Buenos Aires,Comuna 11,Argentina,1,0.0715,1397.7,1397.7,1.772,0,1.002768048,106.9134371,18807.93031,98.30096973,3.677290837,3,1.0000,4,1.0000,-34.6081079647870,-58.4973157586287
Buenos Aires,Comuna 8,Argentina,93,4.3047,465.6634,738.5208,2.5488,60.4632,1.026387065,73.20766764,13770.14921,110.6946137,3.243100411,1,1.0000,3,1.0000,-34.6758542130350,-58.4621245093988
Buenos Aires,Comuna 9,Argentina,4,0.2538,1531.4872,1551.6932,1.775,84.8549,1.004996813,102.3171975,18322.67866,102.113189,3.594627595,3,1.0000,4,0.9999,-34.6533246972395,-58.4989934229130
Buenos Aires,CaÒuelas,Argentina,396,0.3328,4.1791,364.234,3.7226,107.5962,1.041872356,1.87801643,868.6423311,262.6289596,3.202093398,3,0.9764,1,1.0000,-35.1465167503513,-58.6910789792324
Buenos Aires,Ensenada,Argentina,95,0.8344,121.0411,876.6141,4.6192,69.3673,1.042656256,15.52798048,3528.034128,130.631792,3.168336673,3,0.9961,3,0.5671,-34.8440379156990,-57.9797395260895
Buenos Aires,Escobar,Argentina,502,1.6612,415.0117,2176.4097,3.9045,67.364,1.032900844,18.45431133,3964.023375,127.3280429,3.055841648,3,0.9639,3,0.9503,-34.3297674530608,-58.7712123200691
Buenos Aires,Esteban EcheverrÌa,Argentina,126,1.0397,2239.0606,4804.0065,4.278,60.9738,1.016068253,42.18724608,8779.852389,116.0352366,3.347217235,4,0.9996,3,0.9324,-34.8322577693571,-58.4769867280449
Buenos Aires,ExaltaciÛn de la Cruz,Argentina,730,1.1498,1.434,87.449,3.226,114.1588,1.041469751,2.805421405,1236.794127,258.9192513,3.115169964,3,0.9547,1,0.9999,-34.2970494981848,-59.1563067751588
Buenos Aires,Ezeiza,Argentina,352,1.4806,405.6376,2527.5182,5.3981,64.406,1.034653375,16.94044988,4361.16344,144.3456419,3.312014619,3,0.9708,3,0.9979,-34.8771471255455,-58.5648688078002
Buenos Aires,Florencio Varela,Argentina,172,0.9033,1021.8091,3689.3246,3.5086,68.1294,1.010689657,36.30026294,7423.977106,115.2220397,3.381328253,4,0.9975,3,0.9983,-34.8787024216371,-58.2587757956830
Buenos Aires,General RodrÌguez,Argentina,376,1.0517,52.1562,772.9066,4.738,66.6734,1.030781316,12.90827188,3272.975697,143.9381733,3.365388559,3,0.9997,1,0.8445,-34.6531542094965,-58.9868184886973
Buenos Aires,General San MartÌn,Argentina,22,0.3893,4151.7672,4796.4008,1.9107,60.2553,1.023455013,83.19018039,15623.89425,104.7535142,3.508401639,1,1.0000,5,0.9999,-34.5537319253523,-58.5644518078860
Buenos Aires,Hurlingham,Argentina,42,1.1873,1598.6003,2321.7302,2.8433,61.0083,1.014555751,70.95435181,13475.02183,107.1577546,3.376725103,1,1.0000,3,0.9995,-34.6002259548193,-58.6497923807360
Buenos Aires,ItuzaingÛ,Argentina,47,1.2336,2901.9364,3256.5816,2.3692,60.0989,1.011260413,81.70123612,15911.12482,109.7323446,3.4524248,1,1.0000,3,0.8776,-34.6370531796891,-58.6888816223781
Buenos Aires,JosÈ C. Paz,Argentina,116,2.3159,2949.4518,3696.9448,3.1277,60.068,1.006373527,97.82900519,16674.40421,95.225523,3.404821121,1,1.0000,3,0.9822,-34.5129786664283,-58.7777703516800
Buenos Aires,La Matanza,Argentina,289,0.8803,7933.3924,15776.9919,6.5192,61.1865,1.012285447,58.45506899,11065.29271,104.8318025,3.42813606,1,1.0000,5,1.0000,-34.7712147809828,-58.6253291508210
Buenos Aires,La Plata,Argentina,853,0.9569,1180.0796,8489.5942,7.5939,66.4869,1.023198327,17.02258211,4257.751376,138.4137349,3.341714632,3,0.9780,5,1.0000,-35.0051008762272,-58.0188623947118
Buenos Aires,Lan˙s,Argentina,3,0.0596,4984.4839,5006.7001,1.5529,60.0003,1.005284035,92.65820551,17151.00826,101.6677534,3.56876939,1,1.0000,5,0.9761,-34.7066521919252,-58.3948377478546
Buenos Aires,Lomas de Zamora,Argentina,3,0.0338,8599.2392,8690.4296,1.7827,67.114,1.009813929,83.08205805,15774.07852,105.2711161,3.446499171,1,1.0000,5,1.0000,-34.7560257019530,-58.4241855639547
Buenos Aires,Luj·n,Argentina,576,0.7385,25.0837,743.244,4.315,81.878,1.050179138,5.449043701,1794.656889,190.8829663,3.074468085,1,0.9995,1,0.9997,-34.5703888440395,-59.1575367873791
Buenos Aires,Malvinas Argentinas,Argentina,49,0.7756,5552.6439,5854.5767,2.6035,60.0131,1.009178201,81.06624119,14090.87682,102.1307735,3.236533529,1,1.0000,5,1.0000,-34.4883778224712,-58.7121528366000
Buenos Aires,Marcos Paz,Argentina,294,0.6963,15.5332,506.9764,4.2934,90.4446,1.012749721,4.653454485,1523.424705,184.8463079,3.383070301,1,0.9945,1,0.9036,-34.8149408921837,-58.8478588310109
Buenos Aires,Merlo,Argentina,234,1.345,2795.775,6290.3473,4.454,60.7372,1.006094132,48.88750411,10181.02355,114.7247993,3.515533543,1,0.9998,5,0.9761,-34.7119633331610,-58.7419744693496
Buenos Aires,Moreno,Argentina,457,2.4521,3174.3658,6464.5189,7.2498,61.8353,1.012011496,56.74879771,11202.91509,111.4300951,3.335451977,1,1.0000,5,0.9999,-34.6117582946172,-58.8110860824449
Buenos Aires,MorÛn,Argentina,14,0.2532,4421.7825,4932.3124,1.7863,360.9641,1.006257939,86.03902261,14945.58687,98.1411013,3.48372093,1,1.0000,4,1.0000,-34.6502554054005,-58.6200087491385
Buenos Aires,Pilar,Argentina,848,2.2145,478.1088,1894.0018,6.8924,62.7741,1.032112959,23.80171032,5338.447365,129.0099496,3.039071456,4,0.8582,5,1.0000,-34.4498638627970,-58.9032850918109
Buenos Aires,Presidente PerÛn,Argentina,112,0.9279,46.297,485.5552,3.3222,73.2421,1.011581398,15.87332673,3817.33631,135.1686058,3.368471954,3,0.9939,2,0.9955,-34.9310322215796,-58.3984101864639
Buenos Aires,Quilmes,Argentina,33,0.3586,6112.1935,7463.1763,2.3484,60.1275,1.012594862,83.38364415,14931.83305,98.92398338,3.453719617,1,1.0000,5,1.0000,-34.7359990176819,-58.2767306016356
Buenos Aires,San Ferdo,Argentina,29,0.0291,46.8277,2126.7091,2.9181,63.9305,1.0304564,2.124220015,358.4050913,95.32813009,3.240323267,3,0.9903,1,0.5412,-34.1524210241609,-58.5463191018763
Buenos Aires,San Isidro,Argentina,19,0.3656,4818.9115,4987.3324,1.8272,60.0126,1.081261894,11.560677,3603.052948,178.0940164,2.418300654,2,0.9158,5,1.0000,-34.4881708406076,-58.5377627556606
Buenos Aires,San Miguel,Argentina,63,0.7673,2400.7878,4326.2171,3.9893,61.1551,1.020744183,106.9432265,17875.52231,96.81532788,3.247763864,3,1.0000,3,0.9359,-34.5531865449024,-58.6921520067079
Buenos Aires,San Vicente,Argentina,241,0.3664,5.7974,325.5374,3.9565,92.4773,1.022772007,4.70954867,1439.848727,171.197584,3.293978749,1,0.9965,1,0.5526,-35.0719101845345,-58.4323572323463
Buenos Aires,Tigre,Argentina,322,0.8194,1851.3321,7713.7305,5.978,61.5145,1.029015812,16.72202808,3383.744319,115.5673636,3.131085637,3,0.9959,5,0.9995,-34.3832782409873,-58.5998182346154
Buenos Aires,Tres de Febrero,Argentina,19,0.4112,3259.3223,3840.9086,2.0983,61.1922,1.010267992,89.70982217,15601.03253,98.56464346,3.435532062,1,1.0000,5,0.8029,-34.5967896684960,-58.5795506368741
Buenos Aires,Vicente LÛpez,Argentina,5,0.1467,3317.2982,3361.3206,1.9558,60,1.016413093,111.2761773,19064.89115,96.48542362,3.393422354,3,1.0000,4,0.9810,-34.5278858683057,-58.5050625983436
Catamarca,Capital,Argentina,83,0.2095,229.3611,2785.3426,4.3633,63.1925,1.022993373,12.58795343,2118.79881,95.16441369,3.337218045,3,1.0000,3,0.9992,-28.4264174730038,-65.8428182695517
Catamarca,Fray Mamerto Esqui˙,Argentina,99,0.5497,9.6113,259.5071,3.9466,73.2082,1.070377343,4.361201515,1229.487519,165.1305311,2.729187563,1,0.7722,2,0.9906,-28.3425906242721,-65.7436771427975
Catamarca,Valle Viejo,Argentina,83,0.1391,5.5021,445.0434,4.0822,113.4698,1.108780153,1.275095015,427.3542884,200.6726578,2.792956243,2,0.8699,1,0.9911,-28.6087407446814,-65.7148252113573
Chubut,Escalante,Argentina,568,0.0398,2.867,972.1899,3.1574,126.1183,1.145693103,0.713703547,300.1013716,247.1014059,3.077508406,3,0.9997,1,1.0000,-45.2872185304387,-67.7126854582543
Entre RÌos,Concordia,Argentina,559,0.1692,15.6216,1507.0606,3.2215,120.7034,1.039522546,1.482737308,534.2830284,203.1538674,3.252843558,3,0.9986,1,1.0000,-31.2925109635195,-58.2380691401483
CÛrdoba,Capital,Argentina,780,1.3991,7031.5029,17330.9107,7.2972,62.7569,1.028339066,47.38697851,8650.087641,104.765152,3.258200909,4,0.9998,5,1.0000,-31.4177385224019,-64.1847634477437
CÛrdoba,ColÛn,Argentina,1062,0.4419,30.4388,1036.0732,5.7827,84.9576,1.084179543,3.704714158,1262.63801,196.9589676,3.012215221,1,0.9451,1,0.9943,-31.1472871124006,-64.1527659577778
Corrientes,Capital,Argentina,310,0.5519,314.7543,3684.5797,4.0633,69.7805,1.029976352,12.47693395,2323.68778,104.8579514,3.275943396,3,1.0000,3,0.9804,-27.5215606644240,-58.7647297107491
Formosa,Formosa,Argentina,358,0.056,8.5908,1749.9509,4.4193,83.5585,1.034859383,0.797145523,242.8415087,170.2638235,3.303046692,3,1.0000,1,0.9999,-25.9412774479767,-58.3765828878132
Jujuy,Dr. Manuel Belgrano,Argentina,202,0.0991,22.6174,1373.0946,4.6372,73.3727,1.105340994,3.469819886,737.8546249,124.1881456,3.088942308,4,0.9923,1,0.9968,-24.0880698281176,-65.4333860422732
Jujuy,Palpal·,Argentina,82,0.1684,6.4762,380.5541,4.1098,75.834,1.056387211,3.804886505,817.1189891,129.2141424,3.159033719,4,0.9967,2,0.9788,-24.2567184000000,-65.2258254000000
La Rioja,Capital,Argentina,260,0.0198,8.2127,2547.9585,4.9404,93.0326,1.059243985,0.462043657,135.6680254,168.7502487,3.197036141,3,1.0000,1,0.9999,-29.4593536108585,-66.3711066065006
Buenos Aires,General PueyrredÛn,Argentina,765,0.5313,601.6461,8367.7196,6.727,68.6611,1.021755182,10.80174931,2583.852802,130.0727092,3.502960747,3,1.0000,5,1.0000,-37.9670095279625,-57.7403258149984
Mendoza,Capital,Argentina,57,1.1692,323.2939,952.5081,2.6763,63.7873,1.053053254,40.30237475,6966.80432,102.1724689,3.095,4,0.9997,3,0.9998,-32.8785671808468,-68.9021637572435
Mendoza,Godoy Cruz,Argentina,43,0.5058,771.1177,2510.5112,2.4313,63.4414,1.023072979,38.42192635,6189.480186,95.19624646,3.118413755,4,0.9933,3,0.9997,-32.9284807851137,-68.9021372531786
Mendoza,GuaymallÈn,Argentina,404,2.424,1637.5741,4303.1401,4.9269,65.2435,1.031494987,35.18948809,7283.273118,119.7300405,3.058104887,4,0.9982,3,0.9915,-32.8884499410982,-68.7427194838874
Mendoza,Las Heras,Argentina,414,0.0472,5.335,1428.2414,3.6683,110.1676,1.096262434,0.403271845,140.5578591,202.3562726,2.958253817,3,0.9477,1,1.0000,-32.5236383839087,-69.2760835980700
Mendoza,Luj·n de Cuyo,Argentina,741,0.1545,14.2219,1411.6428,4.4506,109.2873,1.080104539,0.845726361,297.2558709,206.8097531,2.744396382,2,0.7304,1,1.0000,-33.0372494010154,-69.4715057563991
Mendoza,Maip˙,Argentina,1086,1.6219,79.5165,1044.2334,3.7151,87.2159,1.038628767,73.64383456,8909.495707,72.90259476,3.001153607,4,1.0000,5,0.8912,-32.9866256783845,-68.6699196208520
RÌo Negro,Confluencia,Argentina,831,0.1151,22.8247,2048.3137,4.2891,113.4401,1.05426549,2.222826444,633.0392204,165.0038585,3.180324114,4,0.6869,1,1.0000,-38.8326268861959,-68.8018332128191
RÌo Negro,General Roca,Argentina,1413,0.0962,4.6746,816.0855,3.5239,144.6284,1.044927874,0.87765082,304.3296512,200.1862706,3.153521127,3,1.0000,1,1.0000,-38.5316644864393,-67.5590322256579
Entre RÌos,Paran·,Argentina,1037,0.2024,31.8222,2159.3612,4.6096,125.1056,1.055095249,1.923134523,741.2670626,221.35619,3.186517477,3,0.9796,1,1.0000,-31.6988520772596,-60.0445814498379
Misiones,Capital,Argentina,299,0.3148,228.1105,3648.62,4.4801,66.7548,1.034850804,10.40797162,2114.155755,116.9991932,3.206640007,3,1.0000,3,0.9925,-27.5509412250120,-55.8561557290404
Chubut,Rawson,Argentina,295,0.0721,7.7229,1129.2471,3.3843,93.4898,1.050955029,1.488284221,439.9283915,169.8468797,3.245297446,3,0.9997,1,1.0000,-43.1377770427826,-65.0696367380052
Chaco,Libertad,Argentina,73,0.0701,0.119,62.0657,2.9482,312.6556,1.104078541,0.609285582,572.5622799,548.6766954,2.753731343,2,0.9491,6,1.0000,-27.3507899051465,-59.2617731760623
Chaco,San Ferdo,Argentina,373,0.1037,76.3491,4571.7541,6.9062,67.2295,1.061304886,2.790607256,678.1483198,136.0467656,3.130128651,4,0.8941,3,0.5151,-27.7213342049288,-59.1152664971850
CÛrdoba,RÌo Cuarto,Argentina,1872,0.1008,5.7039,1361.2845,3.7062,227.3486,1.054369861,0.54541381,376.3284591,398.0332856,3.276028606,3,1.0000,1,1.0000,-33.3337945397939,-64.4953749165132
Santa Cruz,G¸er Aike,Argentina,338,0.0101,0.8082,1181.4987,2.4029,154.0664,1.089342567,0.173555126,119.3546411,392.2807204,3.268082389,3,1.0000,1,1.0000,-51.4137442293441,-70.5643000857540
Santa Fe,Rosario,Argentina,972,0.5231,947.8386,9384.1,5.8493,68.7877,1.027293298,12.00088255,2955.729965,139.2917989,3.317260159,3,0.9999,5,1.0000,-33.1319020500661,-60.7074352700232
Santa Fe,San Lorenzo,Argentina,671,0.3328,42.2598,1417.3521,4.9754,93.1147,1.033536936,3.742020792,1425.173145,216.5206132,3.279897285,1,0.8678,1,1.0000,-32.9492822082061,-60.9640085241122
Salta,Capital,Argentina,292,0.1653,220.0761,4891.9231,6.1384,70.5922,1.046712233,6.496421997,1238.104893,110.8414001,3.230543797,1,1.0000,3,0.6343,-24.8931048859961,-65.2719595672963
Salta,Cerrillos,Argentina,186,0.3478,1.357,108.3071,2.3813,164.9788,1.052836212,1.584119845,604.17838,226.9711554,2.953204476,3,0.9937,6,0.9999,-24.9944261437671,-65.4030478232716
Salta,La Caldera,Argentina,88,0.0837,0.0568,25.2357,2.7606,113.0288,1.150459544,0.563583648,258.6214568,261.0306176,2.620300752,2,0.9877,6,0.9998,-24.5607554445016,-65.4465708350839
RÌo Negro,Bariloche,Argentina,410,0.0741,4.1441,740.2788,4.4184,75.001,1.110049011,0.887878457,301.2607368,193.8260961,2.98767789,3,0.9905,1,0.9998,-41.5051896507118,-71.5304449361803
San Juan,9 de Julio,Argentina,72,0.4804,0.2191,24.5202,1.9487,223.6055,1.020564531,1.50248225,1002.668442,384.7426822,2.81754386,3,1.0000,6,1.0000,-31.6464557583377,-68.3898695452152
San Juan,Capital,Argentina,1,0.0374,2669.6751,2673.36,1.3913,0,1.027486426,100.1084541,17417.25165,102.1399464,3.171302578,3,1.0000,4,1.0000,-31.5350167697846,-68.5350831647790
San Juan,Chimbas,Argentina,91,1.441,276.3234,1037.2475,4.6992,68.4498,1.035503513,26.20189002,5181.484901,114.5861084,2.819236346,4,0.9389,3,0.9997,-31.4894421154524,-68.5228140164843
San Juan,Pocito,Argentina,511,0.8988,5.4753,207.6467,3.4963,114.199,1.018850113,1.740655931,787.1469209,257.776881,2.8697411,3,0.9803,1,1.0000,-31.7476047632902,-68.5851075841890
San Juan,Rawson,Argentina,247,0.8559,97.6859,1335.8539,2.2963,84.1909,1.014363441,7.402518592,1899.577019,148.9894531,3.031350482,1,1.0000,1,0.9990,-31.6889195897566,-68.4679622603125
San Juan,Rivadavia,Argentina,117,0.9731,81.0202,601.1337,2.8286,73.6978,1.047447442,17.34115234,3246.521452,108.3630275,2.803272451,3,0.9897,2,0.9534,-31.5563148706490,-68.6431409371202
San Juan,Santa LucÌa,Argentina,121,2.222,177.2972,793.6202,4.7604,68.6515,1.044628282,18.85458753,4691.093041,146.3551769,2.785104732,3,0.7319,3,0.9999,-31.5345021881025,-68.4639856196016
San Luis,La Capital,Argentina,492,0.0377,4.142,1268.2123,4.0074,113.7211,1.05987352,0.523812623,193.3309353,214.5583302,3.145866667,3,1.0000,1,1.0000,-33.8182525990167,-66.5121309887669
Tucum·n,Capital,Argentina,51,0.5624,5564.9107,7013.9634,2.7743,60.6778,1.017304329,78.55018555,14574.9751,104.6920446,3.306785807,1,1.0000,5,1.0000,-26.8352190540383,-65.2186419411000
Tucum·n,Cruz Alta,Argentina,593,0.4994,11.9564,426.4538,3.2402,98.4335,1.038195189,2.500128493,921.6379997,211.9800676,2.988225158,4,0.8805,1,1.0000,-26.9183111929952,-64.9797852558006
Tucum·n,Lules,Argentina,166,0.3003,4.6093,206.4427,3.3481,87.3035,1.124111714,2.644862301,821.9934865,182.8608842,2.905389908,4,0.7142,2,0.5053,-26.8662240376512,-65.4210729351011
Tucum·n,TafÌ Viejo,Argentina,200,0.1756,15.9291,786.2539,4.2109,74.607,1.086330933,2.728064028,710.5529371,150.683623,3.015767635,4,0.8881,1,0.9413,-26.6633731147875,-65.4466237931340
Tucum·n,Yerba Buena,Argentina,84,0.5671,174.4285,1350.387,3.6198,63.9369,1.060908472,13.27317464,2726.970779,116.8417923,2.972823779,3,0.9998,3,0.9624,-26.7918948030074,-65.3462251540318
Buenos Aires,San Nicol·s,Argentina,167,0.2472,57.736,1353.4707,4.0293,79.5752,1.02941898,4.529050321,1163.337271,144.0940102,3.203682057,1,0.9979,1,0.9999,-33.4841991641753,-60.2932469141644
Mendoza,San Rafael,Argentina,1123,0.035,1.4754,1082.1987,4.3079,162.6552,1.098962549,12.78715201,3497.494731,153.218643,2.384210526,2,0.9780,1,1.0000,-34.9459378379688,-68.3526407815882
Santa Fe,La Capital,Argentina,992,0.3336,90.9551,2600.7909,4.0469,76.4471,1.0319209,4.333993476,1143.0385,148.8720649,3.284711277,1,0.9968,1,0.9880,-31.4789222663004,-60.6703636141906
La Pampa,Capital,Argentina,117,0.0463,27.483,2491.996,5.1582,95.7853,1.018737726,1.657142605,564.0957735,195.1933375,3.42230518,3,0.9977,1,1.0000,-36.5010464946996,-64.1991265314250
La Pampa,Toay,Argentina,94,0.0184,0.1857,171.1077,3.9131,245.5638,1.022570572,0.168569949,121.3411973,414.285449,3.320132013,3,1.0000,6,0.9998,-36.6643924266376,-64.6938840858885
Santiago del Estero,Banda,Argentina,251,0.0677,9.4628,1485.6568,4.8708,108.3215,1.030132622,0.850102476,319.8877484,211.9914305,3.249279539,3,1.0000,1,1.0000,-27.4521384663274,-64.1814909844124
Santiago del Estero,Capital,Argentina,213,0.0997,73.3387,3270.1947,3.5008,70.7106,1.039018054,2.95542345,803.1932661,153.7964235,3.28931555,4,0.9136,1,0.7516,-27.8893445350113,-64.4330270516552
Buenos Aires,Tandil,Argentina,491,0.1011,8.7158,1556.2258,3.9911,126.0122,1.074089085,0.743700836,431.7712628,327.9991389,3.192575984,3,0.9999,1,1.0000,-37.3383191875898,-59.1830770902995
San Luis,General Pedernera,Argentina,428,0.0311,2.7523,1201.533,3.7158,184.1967,1.079147203,0.312333609,193.5505504,349.163114,3.336012163,3,1.0000,1,1.0000,-33.9260337732697,-65.5454944139000
Buenos Aires,Campana,Argentina,395,0.4009,26.5996,981.651,3.2493,76.5596,1.063012293,2.813413495,876.395612,175.9145695,3.26107072,4,0.9094,1,0.9999,-34.1405259311655,-58.8836653851145
Buenos Aires,Z·rate,Argentina,430,0.3614,14.5673,673.5,2.8387,96.3262,1.046583679,2.475997861,846.6096999,192.9051525,3.108276476,4,0.8567,1,1.0000,-33.9984809084269,-59.1282603935896
Bahia,ALAGOINHAS,Brasil,175,0.2327,38.1201,1533.6659,6.2551,81.4949,1.073840458,3.430648555,850.5077824,149.7637019,2.861702128,4,0.9777,1,0.9997,-12.1153518952634,-38.4091737443835
Goi·s,AN0POLIS,Brasil,383,0.4106,315.8039,4133.7089,7.0107,72.8118,1.039957972,11.57542772,2370.328067,121.827183,3.118565941,3,1.0000,5,0.8745,-16.2905872519214,-48.9735964632829
Goi·s,GAMELEIRA DE GOI,Brasil,20,0.0338,0.0209,23.9076,2.0326,328.9131,1.045380414,0.194843877,106.0747857,343.2144513,3.056,3,1.0000,6,1.0000,-16.4031546328224,-48.6741212644590
Rio de Janeiro,ANGRA DOS REIS,Brasil,357,0.4331,5.147,203.4667,3.346,76.9062,1.149804379,3.926636685,905.2281524,128.6901431,2.468292683,2,0.9145,1,0.8471,-22.9867814119220,-44.3529885303100
Paran·,APUCARANA,Brasil,182,0.3261,39.5763,1047.7992,6.2319,94.8208,1.071382675,5.599440832,1763.36539,179.1952574,3.089639765,1,0.9997,1,1.0000,-23.5722668869300,-51.4461192592720
Sergipe,ARACAJU,Brasil,306,1.6831,970.5747,2700.4657,3.9466,65.1338,1.043579734,58.65776406,9084.137839,93.16481514,2.954481503,4,1.0000,3,0.9996,-10.9941557203916,-37.0949070793842
Sergipe,BARRA DOS COQUEIROS,Brasil,53,0.588,6.0349,170.2532,2.8526,80.2408,1.075780716,8.86810862,2013.472732,137.1809989,2.919037199,1,0.9980,6,0.5891,-10.8530189202071,-36.9717641329324
Sergipe,NOSSA SENHORA DO SOCORRO,Brasil,205,1.3091,69.2193,615.9254,4.7943,70.7667,1.063054038,19.93626817,3738.635228,116.9501838,2.925014476,3,0.9449,2,0.8437,-10.8638502661088,-37.1467816619610
Sergipe,S8O CRISTRV O,Brasil,277,0.6343,4.4481,209.2561,2.9041,122.2291,1.109777898,3.942297317,1201.262404,181.5278869,2.731343284,2,0.9541,6,0.8708,-10.9627483952916,-37.2204485314985
S„o Paulo,ARA2ATUBA,Brasil,279,0.2391,96.8348,2825.5624,5.9704,82.4727,1.02768015,5.280162696,1100.392994,119.6521145,3.294279176,1,0.9999,1,0.9981,-21.1139644201035,-50.5745082629580
Tocantins,ARAGUA9NA,Brasil,328,0.082,19.4947,2196.0752,4.865,80.8239,1.053970944,1.514963388,422.0063605,158.9084997,3.246778839,3,0.9997,1,0.9999,-7.3316675217738,-48.5878396748187
Minas Gerais,ARAGUARI,Brasil,249,0.0912,17.7262,1897.651,4.4487,109.7824,1.078489432,1.381473845,386.5487574,161.2335858,3.227261584,3,0.9999,1,1.0000,-18.5771185131962,-48.2221709032796
Alagoas,ARAPIRACA,Brasil,306,0.8595,93.3306,1206.5719,4.3071,87.4411,1.040448043,16.52424678,3536.942237,127.3267109,2.982228196,3,0.9920,1,0.9998,-9.7492887198508,-36.6418137519258
Paran·,ARAPONGAS,Brasil,116,0.3036,91.0033,1639.2594,6.0928,75.904,1.044553188,7.924946897,1968.905447,143.7837712,3.058243987,1,1.0000,1,0.9976,-23.4408033741840,-51.4282447895581
Paran·,ROL2NDIA,Brasil,120,0.2615,29.7572,1001.908,5.3624,89.8497,1.059975891,4.824858534,1293.991346,155.276745,3.109947644,1,0.9989,1,0.9999,-23.2712799912384,-51.4092050004813
S„o Paulo,AM0RICO BRASILIENSE,Brasil,30,0.2445,24.0139,485.2428,4.122,60.8115,1.060393239,7.605033698,1480.557743,117.4347566,3.139278557,1,1.0000,2,0.9055,-21.7223300972941,-48.0322971684319
S„o Paulo,ARARAQUARA,Brasil,377,0.3757,129.9237,2611.654,5.373,80.4332,1.039092447,7.76836395,1669.783189,124.4628172,3.170820171,1,1.0000,1,0.9977,-21.7916460030622,-48.1813137655661
